tcp,estc,playfile,html_name,corpus_name,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing from tcp or excluded,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,in_554,in_666,in_1244,status
A69121,S110383,A69121,a69121headed_Docuscope.html,46977f5d7a,,"Peele, George",,,,,,,no,Clyomon and Clamydes,,drama,HI,,Heroical Romance,,,1599,1570,,1599,1599,Queen Elizabeth's Men,,,,,,A69121.headed.txt,TRUE,TRUE,TRUE,Free
A69188,S109425,A69188_01,a69188headed_Docuscope.html,46977f5d7a,,"Day, John",,,,,,,no,The Isle of Gulls,,drama,CO,,CO,,,1606,1606,,1606,1633,Children of the Queen's Revels,,,,,,A69188.headed.txt,TRUE,TRUE,TRUE,Free
A69867,Wing D2234; Wing D2366; ESTC R16963,A69867,a69867headed_Docuscope.html,,,"Dryden, John",,,,,,,no,"Amphitryon, or The Two Socias",,drama,CO,,,CO,,1690,1690,c. Oct.,1690,1690,United,,,,,,A69867.headed.txt,FALSE,FALSE,TRUE,Free
A69868,Wing D2262; ESTC R16736,A69868,a69868headed_Docuscope.html,,,"Dryden, John",,,,,,,no,"Don Sebastian, King of Portugal",,drama,TR,,,TR,,1689,1689,c. Nov.,1690,1690,United,,,,,,A69868.headed.txt,FALSE,FALSE,TRUE,Free
A69869,Wing D2299; ESTC R225097,A69869,a69869headed_Docuscope.html,,,"Dryden, John",,,,,,,no,"King Arthur, or The British Worthy",,drama,TR,,,Dramatic Opera,,1691,1691,c. May,1691,1691,United,,,,,,A69869.headed.txt,FALSE,FALSE,TRUE,Restricted
A69900,R17488,A69900,a69900headed_Docuscope.html,46977f5d7a,,"Davenant, Sir William",,,,,,,no,Love and Honor,"The Courage of Love; The Nonpareilles, or The Matchless Maids",drama,TC,,TC,,,1634,1634,,1649,1649,King's Men,,,,,,A69900.headed.txt,TRUE,TRUE,TRUE,Free
A70547,Wing L795; ESTC R14970,A70547,a70547headed_Docuscope.html,,,"Leanerd, John",,,,,,Adapt. 'T.B.''s The Country Girl,no,"The Country Innocence, or The Chambermaid Turned Quaker",,drama,CO,,,CO,,1677,1677,c. Mar.,1677,1677,King's,,,,,,A70547.headed.txt,FALSE,FALSE,TRUE,Restricted
A70576,Wing M1869; Wing M3139; ESTC R13320,play in collection,a70576headedcollection001_Docuscope.html,,,Anon.,,,,,,From Nabbes' Tottenham Court,no,"The Merry Milkmaid of Islington, or The Rambling Gallants Defeated",,drama,CO,,,Droll,,1680,1680,c.1680,1680,1680,,,Court at Newmarket (Robert Parker's Strollers?),,,,A70576.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A70576,Wing M1869; Wing M3139; ESTC R13320,play in collection,a70576headedcollection002_Docuscope.html,,,Anon.,,,,,,From Massinger's The Guardian,no,"Love Lost in the Dark, or The Drunken Couple",,drama,CO,,,Droll,,1680,1680,1680,1680,1680,,,Court at Newmarket (Robert Parker's Strollers?),,,,A70576.headed_collection_002.txt,FALSE,FALSE,TRUE,Free
A70576,Wing M1869; Wing M3139; ESTC R13320,play in collection,a70576headedcollection003_Docuscope.html,,,Anon.,,,,,,From Davenport's The City Nightcap,no,"The Politic Whore, or The Conceited Cuckold",,drama,CO,,,Droll,,1680,1680,c.1680,1680,1680,,,Court at Newmarket (Robert Parker's Strollers?),,,,A70576.headed_collection_003.txt,FALSE,FALSE,TRUE,Free
A70717,Wing N891; ESTC R8043,A70717,a70717headed_Docuscope.html,,,"Cavendish, William (produced by Shadwell, Thomas)",,,,,,"An elaboration of A Pleasant and Merry Humour of a Rogue, 1658",no,"The Triumphant Widow, or The Medley of Humours",,drama,CO,,,CO,,1674,1674,26 Nov.,1677,1677,Duke's,,,,,,A70717.headed.txt,FALSE,FALSE,TRUE,Free
A70810,Wing P2331; ESTC R38010,A70810,a70810headed_Docuscope.html,,,"Pix, Mary",,,,,,,no,"Queen Catherine, or The Ruins of Love",,drama,TR,,,TR,,1698,1698,c.1698(?),1698,1698,Betterton's,,,,,,A70810.headed.txt,FALSE,FALSE,TRUE,Restricted
A70911,Wing P893; ESTC R18152,A70911,a70911headed_Docuscope.html,,,"Payne, Nevil",,,,,,,no,The Siege of Constantinople,,drama,TR,,,TR,,1674,1674,2 Nov.,1675,1675,Duke's,,,,,,A70911.headed.txt,FALSE,FALSE,TRUE,Restricted
A70960,Wing R326; ESTC R22443,A70960,a70960headed_Docuscope.html,,,"Ravenscroft, Edward",,,,,,,no,"The Anatomist, or The Sham Doctor",,drama,CO,,,Farce,,1696,1696,14 Nov.,1697,1697,Betterton's,,,,,,A70960.headed.txt,FALSE,FALSE,TRUE,Free
A71267,Wing W3136A; ESTC R21557,A71267,a71267headed_Docuscope.html,,,Anon.,,,,,,,no,"Wit for Money, or Poet Stutter",,drama,DI,,,Critical DI,,1691,1691,1691,1691,1691,United,,,,,,A71267.headed.txt,FALSE,FALSE,TRUE,Free
A72254,S122568,A72254,a72254headed_Docuscope.html,46977f5d7a,,"Hausted, Peter",,,,,,,no,The Rival Friends,,drama,CO,,TC,,,1632,1632,,1632,1632,,,,,,,A72254.headed.txt,TRUE,TRUE,TRUE,Free
A72473,S111824,play in collection,a72473headedcollection001_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Bartholomew Fair,,drama,CO,,CO,,,1614,1614,,1631,1641,Lady Elizabeth's Men,,,,,,A72473.headed_collection_001.txt,TRUE,TRUE,TRUE,Restricted
A72473,S111824,play in collection,a72473headedcollection003_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Devil Is an Ass,,drama,CO,,CO,,,1616,1616,,1631,1641,King's Men,,,,,,A72473.headed_collection_003.txt,TRUE,TRUE,TRUE,Restricted
A72473,S111824,play in collection,a72473headedcollection002_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Staple of News,,drama,CO,,CO,,,1614,1626,,1631,1641,King's Men,,,,,,A72473.headed_collection_002.txt,TRUE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed134masque001l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Christmas His Masque,Christmas His Show,drama,CO,,Christmas Show,,,1616,1616,,1641,1641,,,,,,,A72473.headed_134_masque_001_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed136masque002l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Lovers Made Men,The Masque at Lord Hay's,drama,MA,,MA,,,1617,1617,,1617,1641,,,,,,,A72473.headed_136_masque_002_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed139masque003l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Vision of Delight,,drama,MA,,MA,,,1617,1641,,1641,1641,,,,,,,A72473.headed_139_masque_003_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed140masque004l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Pleasure Reconciled to Virtue,,drama,MA,,MA,,,1618,1618,,1641,1641,,,,,,,A72473.headed_140_masque_004_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed148masque005l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,For the Honor of Wales,,drama,MA,,MA,,,1618,1618,,1641,1641,,,,,,,A72473.headed_148_masque_005_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed157masque006l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,News from the New World Discovered in the Moon,,drama,MA,,MA,,,1620,1620,,1641,1641,,,,,,,A72473.headed_157_masque_006_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed159masque007l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Gypsies Metamorphosed,,drama,MA,,MA,,,1621,1621,,1640,1641,,,,,,,A72473.headed_159_masque_007_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed174masque008l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Masque of Augurs,,drama,MA,,MA,,,1622,1622,,[1622],1641,,,,,,,A72473.headed_174_masque_008_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed179masque009l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Time Vindicated to Himself and to His Honors,,drama,MA,,MA,,,1623,1623,,[1623],1641,,,,,,,A72473.headed_179_masque_009_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed180masque010l2_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Neptune's Triumph for the Return of Albion,,drama,MA,,MA,,,1624,1624,,1624,1641,,,,,,,A72473.headed_180_masque_010_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed185masque011l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,"Pan's Anniversary, or The Shepherds' Holiday",,drama,MA,,MA,,,1621,1621,,1641,1641,,,,,,,A72473.headed_185_masque_011_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed186masque012l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Masque of Owls,,drama,EN,,EN,,,1624,1624,,1641,1641,,,,,,,A72473.headed_186_masque_012_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed187masque013l2_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Fortunate Isles and Their Union,,drama,MA,,MA,,,1625,1625,,1625,1641,,,,,,,A72473.headed_187_masque_013_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed191masque014l2_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Love's Triumph Through Callipolis,,drama,MA,,MA,,,1630,1631,,1630,1641,,,,,,,A72473.headed_191_masque_014_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed195masque015l2_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Chloridia,Chloridia: Rites to Chloris and Her Nymphs,drama,MA,,MA,,,1631,1631,,1631,1641,,,,,,,A72473.headed_195_masque_015_L2.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed313text002_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The King's Entertainment at Welbeck,Love's Welcome at Welbeck,drama,EN,,Royal EN,,,1633,1633,,1641,1641,,,,,,,A72473.headed_313_text_002.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headed321text003_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Love's Welcome at Bolsover,,drama,EN,,Royal EN,,,1634,1634,,1641,1641,,,,,,,A72473.headed_321_text_003.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headedcollection004_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Mortimer His Fall,,drama,HI,,HI,,,1595,1637,,1640/1641?,1641,,,,,,,A72473.headed_collection_004.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headedcollection005_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,"The Magnetic Lady, or Humors Reconciled",,drama,CO,,CO,,,1632,1632,,1640/1641?,1641,King's Men,,,,,,A72473.headed_collection_005.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headedcollection006_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,A Tale of a Tub,,drama,CO,,CO,,,1633,1633,,1640/1641?,1641,Queen Henrietta Maria's Men,,,,,,A72473.headed_collection_006.txt,FALSE,FALSE,TRUE,Restricted
A72473,S111824,play in collection,a72473headedcollection007_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,"The Sad Shepherd, or A Tale of Robin Hood",,drama,TC,,Comic Pastoral,,,1612,1637,,1641,1641,,,,,,,A72473.headed_collection_007.txt,FALSE,FALSE,TRUE,Restricted
A72573,S109452,A72573,a72573headed_Docuscope.html,,233,"Lindsay, David",,,,,,,yes,1 & 2 A Satire of the Three Estates,,drama,IN,,Political-Religious Moral,,,1540,1540,,1602,1641,,,,,,,A72573.headed.txt,FALSE,FALSE,TRUE,Free
A73300,S5206,A73300,a73300headed_Docuscope.html,,,"Taylor, John",,,,,,,yes,The Triumphs of Fame and Honor,,drama,EN,,Civic Pageant,,,1634,1634,,1634,1634,,,,,,,A73300.headed.txt,FALSE,FALSE,TRUE,Restricted
A73627,S122351,A73627,a73627headed_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,"Caesar and Pompey, or Caesar's Revenge",,drama,TR,,TR,,,1592,1595,,1606,1606,University,,,,,,A73627.headed.txt,TRUE,TRUE,TRUE,Free
A73704,S107477,A73704,a73704headed_Docuscope.html,,,"Carew, Thomas",,,,,,,no,Coelum Britannicum,,drama,MA,,MA,,,1634,1634,,1634,1634,,,,,,,A73704.headed.txt,FALSE,TRUE,TRUE,Restricted
A74717,R210061,A74717,a74717headed_Docuscope.html,46977f5d7a,,"Quinault, Philipe",,,,,"Lower, William",,no,The Amorous Fantasm,,drama,TC,,TC,TC,,1659,1659,7 Nov.,1660,1660,Closet,,,,,,A74717.headed.txt,TRUE,TRUE,TRUE,Restricted
A74789,R13857,A74789,a74789headed_Docuscope.html,46977f5d7a,,Mercurius Melancholicus(?),,,,,,,no,1 Crafty Cromwell,"1 Crafty Cromwell, or Oliver Ordering Our New State",drama,TC,,Political Dialogue,,,1648,1648,,1648,1648,,,,,,,A74789.headed.txt,TRUE,TRUE,TRUE,Restricted
A75944,Wing A71A; ESTC R43588,A75944,a75944headed_Docuscope.html,,,Anon.,,,,,,,no,"The Abdicated Prince, or The Adventures of Four Years",,drama,DI,,,Political DI,,1690,1690,1690,1690,1690,Closet,,,,,,A75944.headed.txt,FALSE,FALSE,TRUE,Restricted
A76435,R12266,A76435,a76435headed_Docuscope.html,46977f5d7a,,"B., T.",,,,,,,no,"The Rebellion of Naples, or The Tragedy of Massenello","The rebellion of Naples, or The tragedy of Massenello· Commonly so called: but rightly Tomaso Aniello di Malfa Generall of the Neopolitans.",drama,TR,,Contemporary Foreign History,,,1649,1649,,1649,1649,,,,,,,A76435.headed.txt,TRUE,TRUE,TRUE,Restricted
A77565,R202038,A77565_01,a77565headedcollection001_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,A Mad Couple Well Matched,,drama,CO,,CO,,,1632,1639,,1653,1653,Beeston's Boys,,,,,,A77565.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A77565,R202038,A77565_02,a77565headedcollection002_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,The Novella,,drama,CO,,CO,,,1632,1632,,1653,1653,King's Men,,,,,,A77565.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A77565,R202038,A77565_03,a77565headedcollection003_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,The Court Beggar,,drama,CO,,CO,,,1639,1640,,1653,1653,Beeston's Boys,King's Men,,,,,A77565.headed_collection_003.txt,TRUE,TRUE,TRUE,Free
A77565,R209758,A77565_04,a77565headedcollection004_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,"The City Wit, or The Woman Wears the Breeches",,drama,CO,,CO,,,1630,1630,,1653,1653,King's Revels Company,,,,,,A77565.headed_collection_004.txt,TRUE,TRUE,TRUE,Free
A77565,R209758,A77565_05,a77565headedcollection005_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,"The Damoiselle, or The New Ordinary",,drama,CO,,CO,,,1637,1638,,1653,1653,Beeston's Boys,,,,,,A77565.headed_collection_005.txt,TRUE,TRUE,TRUE,Free
A77567,R209758,A77567_01,a77567headedcollection001_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,"The English Moor, or The Mock Marriage",,drama,CO,,CO,,,1632,1637,,1658,1658,Queen Henrietta Maria's Men,,,,,,A77567.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A77567,R209758,A77567_02,a77567headedcollection002_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,"The Lovesick Court, or The Ambitious Politic",,drama,TC,,TC,,,1635,1639,,1658,1658,,,,,,,A77567.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A77567,R209758,A77567_03,a77567headedcollection003_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,"The Weeding of the Covent Garden, or The Middlesex Justice of Peace",The Covent Garden Weeded,drama,CO,,CO,,,1632,1632,,1658,1658,King's Men,,,,,,A77567.headed_collection_003.txt,TRUE,TRUE,TRUE,Free
A77567,R209758,A77567_04,a77567headedcollection004_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,"The New Academy, or The New Exchange",,drama,CO,,CO,,,1635,1635,,1658,1658,King's Revels Company,,,,,,A77567.headed_collection_004.txt,TRUE,TRUE,TRUE,Free
A77567,R209758,A77567_05,a77567headedcollection005_Docuscope.html,46977f5d7a,,"Brome, Richard",,,,,,,no,The Queen and Concubine,,drama,TC,,TC,,,1635,1635,,1658,1658,King's Revels Company,,,,,,A77567.headed_collection_005.txt,TRUE,TRUE,TRUE,Free
A77794,R206557,A77794,a77794headed_Docuscope.html,,,"Bulteel, John (younger)",,,,,,,yes,London's Triumph for Robert Tichborne,,drama,EN,,Civic Pageant,,,1656,1656,,1656,1656,,,,,,,A77794.headed.txt,FALSE,FALSE,TRUE,Restricted
A78213,R206169,A78213,a78213headed_Docuscope.html,,,Anon.,,,,,,,yes,A Bartholomew Fairing,,drama,DI,,Political DI,,,1649,1649,,1649,1649,,,,,,,A78213.headed.txt,FALSE,FALSE,TRUE,Restricted
A80943,R208874,A80943,a80943headed_Docuscope.html,46977f5d7a,,"Cartwright, William",,,,,,,no,The Lady Errant,,drama,TC,,TC,,,1628,1637,,1651,1651,,,,,,,A80943.headed.txt,TRUE,TRUE,TRUE,Free
A80983,R42371,A80983,a80983headed_Docuscope.html,46977f5d7a,,"Cartwright, William",,,,,,,no,"The Ordinary, or The City Cozener",,drama,CO,,CO,,,1634,1635,,1651,1651,,,,,,,A80983.headed.txt,TRUE,TRUE,TRUE,Free
A81097,Wing C7414; Thomason E1088_3; ESTC R208555,A81097,a81097headed_Docuscope.html,,,"C., J.",,,,,,,no,Q.F.F.Q.S A New Fiction As We Were: A.I.M.E.I.M.I.D2.F.4,,drama,HI,,,Political Allegory,,1661,1661,1661,1661,1662,Closet,,,,,,A81097.headed.txt,FALSE,FALSE,TRUE,Restricted
A81378,R204730,A81378,a81378headed_Docuscope.html,,,Anon.,,,,,,,yes,"The Devil and the Parliament, or The Parliament and the Devil",,drama,DI,,Political DI,,,1648,1648,,1648,1648,,,,,,,A81378.headed.txt,FALSE,FALSE,TRUE,Restricted
A81480,R204904,A81480,a81480headed_Docuscope.html,,,Anon.,,,,,,,no,"Ding-Dong, or Sir Pitiful on His Death-bed",,drama,DI,,Political DI,,,1648,1648,,1648,1648,,,,,,,A81480.headed.txt,FALSE,TRUE,TRUE,Restricted
A81546,R204633,A81546,a81546headed_Docuscope.html,,,Anon.,,,,,,,yes,"The Disease of the House, or The State Mountebank Administering Physic to a Sick Parliament",,drama,DI,,Political DI,,,1649,1649,,1649,1649,,,,,,,A81546.headed.txt,FALSE,FALSE,TRUE,Restricted
A81963,R202044,A81963,a81963headed_Docuscope.html,,,"Davenant, William",,,,,,,yes,The Cruelty of the Spaniards in Peru,,drama,TR,,Opera,,,1658,1658,,1658,1658,Davenant's Opera Company,,,,,,A81963.headed.txt,FALSE,FALSE,TRUE,Restricted
A81966,R202045,A81966,a81966headed_Docuscope.html,,,"Davenant, William",,,,,,,yes,1 Sir Francis Drake,,drama,HI,,Pseudo-HI,,,1658,1658,,1659,1660,Davenant's Opera Company,,,,,,A81966.headed.txt,FALSE,FALSE,TRUE,Restricted
A84701,Wing F1550; Thomason E1806_1; ESTC R200917,play in collection,a84701headedcollection001_Docuscope.html,,,"Forde, Thomas",,,,,,,no,"Love's Labyrinth, or The Royal Shepherdess",,drama,TC,,,Pastoral TC,,1660,1660,1660,1660,1660,Closet,,,,,,A84701.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A85104,Wing F397; Thomason E1017_10; ESTC R207965,A85104,a85104headed_Docuscope.html,,,Anon.,,,,,,,no,A Phanatique Play,,drama,DI,,,Political DI,,1660,1660,1660,1660,1660,Closet,,,,,,A85104.headed.txt,FALSE,FALSE,TRUE,Restricted
A85334,R202218,A85334_01,a85334headedcollection001_Docuscope.html,46977f5d7a,,"Goffe, Thomas",,,,,,,no,"The Raging Turk, or Bajazet the Second",,drama,TR,,TR,,,1618,1618,,1631,1656,,,,,,,A85334.headed_collection_001.txt,TRUE,TRUE,TRUE,Restricted
A85334,R202218,A85334_02,a85334headedcollection002_Docuscope.html,46977f5d7a,,"Goffe, Thomas",,,,,,,no,The Courageous Turk,"The Courageous Turk, or Amurath the First",drama,TR,,TR,,,1619,1619,,1632,1656,,,,,,,A85334.headed_collection_002.txt,TRUE,TRUE,TRUE,Restricted
A85334,R202218,A85334_03,a85334headedcollection003_Docuscope.html,46977f5d7a,,"Goffe, Thomas",,,,,,,no,Orestes,,drama,TR,,TR,,,1616,1617,,1633,1656,,,,,,,A85334.headed_collection_003.txt,TRUE,TRUE,TRUE,Restricted
A85465,R207705,A85465,a85465headed_Docuscope.html,,,Anon.,,,,,,,yes,"The Gossips' Brawl, or The Women Wear the Breeches",,drama,IN,,Comic IN,,,1655,1655,,1655,1655,,,,,,,A85465.headed.txt,FALSE,FALSE,TRUE,Restricted
A85968,R202207,A85968,a85968headed_Docuscope.html,,,Anon.,,,,,,,yes,"The Ghost, or The Woman Wears the Breeches",,drama,CO,,CO,,,1640,1640(?),,1653,1653,,,,,,,A85968.headed.txt,FALSE,FALSE,TRUE,Restricted
A86610,Wing H3003; Thomason E1824_2; ESTC R202055,play in collection,a86610headedcollection001_Docuscope.html,,,"Howard, Robert",,,,,,,no,The Blind Lady,,drama,TC,,,TC,,1660,1660,1660,1660,1660,Closet,,,,,,A86610.headed_collection_001.txt,FALSE,FALSE,TRUE,Free
A86630,R7256,A86630_01,a86630headedcollection001_Docuscope.html,,,"Howell, James",,,,,,,no,1 The Nuptials of Peleus and Thetis,The Great Royal Ball,drama,MA,,Translation of French Royal EN,,,1654,1654,,1654,1654,,,,,,,A86630.headed_collection_001.txt,FALSE,TRUE,TRUE,Free
A86630,R7256,A86630_02,a86630headedcollection002_Docuscope.html,,,"Howell, James",,,,,,,no,2 The Nuptials of Peleus and Thetis,The Great Royal Ball,drama,MA,,Translation of French Royal EN,,,1654,1654,,1654,1654,,,,,,,A86630.headed_collection_002.txt,FALSE,TRUE,TRUE,Free
A87356,Wing J1019C; Thomason 669.f.24[63]; ESTC R211847,A87356,a87356headed_Docuscope.html,,,"Jordan, Thomas",,,,,,,no,"Bacchus' Festival, or A New Medley",,drama,EN,,,EN,,1660,1660,12 Apr.,1660,1660,,,Vintners' Hall,,,,A87356.headed.txt,FALSE,FALSE,TRUE,Free
A87372,R202056,A87372,a87372headed_Docuscope.html,46977f5d7a,,"Jordan, Thomas",,,,,,,no,The Walks of Islington and Hogsdon,Tricks of Youth,drama,CO,,CO,,,1641,1641,,1657,1657,Red Bull Company (second),,,,,,A87372.headed.txt,TRUE,TRUE,TRUE,Restricted
A87791,Wing K635; Thomason E1085_12; ESTC R28968,A87791,a87791headed_Docuscope.html,,,"Kirkman, Francis (?)",,,,,,,no,"The Presbyterian Lash, or Noctroff's Maid Whipped",,drama,CO,,,Topical CO,,1661,1661,1661,1661,1661,Unacted,,,,,,A87791.headed.txt,FALSE,FALSE,TRUE,Restricted
A88130,Wing L2006; Thomason 669.f.24[52]; ESTC R211791,A88130,a88130headed_Docuscope.html,,,Anon.,,,,,,,no,The Life and Death of Mrs. Rump,,drama,DI,,,Political DI,,1660,1660,1660,1660,1660,Closet,,,,,,A88130.headed.txt,FALSE,FALSE,TRUE,Free
A88624,R210000,A88624,a88624headed_Docuscope.html,46977f5d7a,,"Lower, William",,,,,,,no,The Enchanted Lovers,,drama,CO,,Pastoral Tragicomedy,,,1658,1658,,1658,1658,,,,,,,A88624.headed.txt,TRUE,TRUE,TRUE,Restricted
A89019,R202907,A89019,a89019headed_Docuscope.html,46977f5d7a,,"Mead, Robert",,,,,,,no,The Combat of Love and Friendship,,drama,CO,,TC,,,1634,1638,,1654,1654,,,,,,,A89019.headed.txt,TRUE,TRUE,TRUE,Free
A89149,R202162,play in collection,a89149headed020play001_Docuscope.html,,,"Milton, John",,,,,,,yes,Arcades,,drama,EN,,EN,,,1630,1633,,1645,1646,,,,,,,A89149.headed_020_play_001.txt,FALSE,FALSE,TRUE,Free
A89185,R14013,A89185,a89185headed_Docuscope.html,,,Anon.,,,,,,,no,Mistress Parliament Brought to Bed,,drama,IN,,Political DI,,,1648,1648,,1648,1648,,,,,,,A89185.headed.txt,FALSE,TRUE,TRUE,Restricted
A89186,R202895,A89186,a89186headed_Docuscope.html,,,Anon.,,,,,,,no,"Mistress Parliament, Her Gossiping",,drama,IN,,Political DI,,,1648,1648,,1648,1648,,,,,,,A89186.headed.txt,FALSE,TRUE,TRUE,Restricted
A89187,R14149,A89187,a89187headed_Docuscope.html,,,Anon.,,,,,,,no,"Mistress Parliament, Her Invitation of Mistress London",,drama,IN,,Political DI,,,1648,1648,,1648,1648,,,,,,,A89187.headed.txt,FALSE,TRUE,TRUE,Restricted
A89188,R14014,A89188,a89188headed_Docuscope.html,,,Anon.,,,,,,,no,Mistress Parliament Presented in Her Bed,,drama,IN,,Political DI,,,1648,1648,,1648,1648,,,,,,,A89188.headed.txt,FALSE,TRUE,TRUE,Restricted
