tcp,estc,playfile,html_name,corpus_name,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing from tcp or excluded,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,in_554,in_666,in_1244,status
A03197,S106110,A03197,a03197headed_Docuscope.html,46977f5d7a,1326,"Heywood, Thomas",,,,,,,no,The Fair Maid of the Exchange,"Printed: The Fair Maid of the Exchange, with the Pleasant Humours of the Cripple of Fenchurch",drama,CO,CO,CO,,CO,1602,1602,,1607,1607,,,,pentameter and prose,blank verse and couplets,,A03197.headed.txt,TRUE,TRUE,TRUE,Free
A03201,S104035,A03201_01,a03201headedcollection001_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,1 The Fair Maid of the West,"1 The Fair Maid of the West, or A Girl Worth Gold",drama,CO,,CO,,,1597,1604,,1631,1631,Queen Anne's Men,Queen Henrietta Maria's Men,,,,,A03201.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A03201,S104035,A03201_02,a03201headedcollection002_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,2 The Fair Maid of the West,"2 The Fair Maid of the West, or A Girl Worth Gold",drama,CO,,CO,,,1631,1631,,1631,1631,Queen Henrietta Maria's Men,,,,,,A03201.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A03202,S120519,A03202,a03202headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,The Four Prentices of London,,drama,TC,,Heroical Romance,,,1594,1594,,1615,1615,Admiral's (Nottingham's) Men,Queen Anne's Men,,,,,A03202.headed.txt,TRUE,TRUE,TRUE,Free
A03205,S104037,A03205,a03205headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,"The Golden Age, or The Lives of Jupiter and Saturn",,drama,TC,,Classical Legend,,,1610,1610,,1611,1611,Queen Anne's Men,,,,,,A03205.headed.txt,TRUE,TRUE,TRUE,Free
A03208,S106109,A03208,a03208headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,1 If You Know Not Me You Know Nobody,,drama,HI,,HI,,,1604,1604,,1605,1605,Queen Anne's Men,,,,,,A03208.headed.txt,TRUE,TRUE,TRUE,Free
A03217,S106200,A03217,a03217headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,2 If You Know Not Me You Know Nobody,,drama,HI,,HI,,,1605,1605,,1606,1606,Queen Anne's Men,,,,,,A03217.headed.txt,TRUE,TRUE,TRUE,Free
A03223,S104049,A03223_01,a03223headedcollection001_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,1 The Iron Age,,drama,TC,,Classical Legend,,,1612,1612,,1632,1632,Queen Anne's Men,,,,,,A03223.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A03223,S104049,A03223_02,a03223headedcollection002_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,2 The Iron Age,,drama,TC,,Classical Legend,,,1612,1612,,1632,1632,Queen Anne's Men,,,,,,A03223.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A03224,S106204,A03224_01,a03224headed002part001l2_Docuscope.html,46977f5d7a,1195-6,"Heywood, Thomas",,,,,,,no,1 Edward the Fourth,"Printed: The First Part of King Edward IV / Contemporary: Jane Shore / Later assigned: Edward IV, Part 1; The King of England and the Goldsmith's Wife",drama,HI,HI,HI,,,1599,1599,,1599,1600,Derby's (Strange's) Men,,possibly the Boar's Head,pentameter and prose,blank verse and couplets,,A03224.headed_002_part_001_L2.txt,TRUE,TRUE,TRUE,Free
A03224,S106204,A03224_02,a03224headed003part002l2_Docuscope.html,46977f5d7a,1195-6,"Heywood, Thomas",,,,,,,no,2 Edward the Fourth,"Printed: The Second Part of King Edward IV / Contemporary: Jane Shore; Shore's Wife / Later assigned: Edward IV, Part 2",drama,HI,HI,HI,,,1599,1599,,1599,1600,Derby's (Strange's) Men,,possibly the Boar's Head,pentameter and prose,no,,A03224.headed_003_part_002_L2.txt,TRUE,TRUE,TRUE,Free
A03228,S106209,A03228,a03228headed_Docuscope.html,,,"Heywood, Thomas",,,,,,,yes,"Londini Artium et Scientiarum Scaturigo, or London's Fountain of Arts and Sciences",,drama,EN,,Civic Pageant,,,1632,1632,,1632,1632,,,,,,,A03228.headed.txt,FALSE,FALSE,TRUE,Free
A03229,S106210,A03229,a03229headed_Docuscope.html,,,"Heywood, Thomas",,,,,,,yes,"Londini Emporia, or London's Mercatura",,drama,EN,,Civic Pageant,,,1633,1633,,1633,1633,,,,,,,A03229.headed.txt,FALSE,FALSE,TRUE,Free
A03230,S106211,A03230,a03230headed_Docuscope.html,,,"Heywood, Thomas",,,,,,,yes,"Londini Speculum, or London's Mirror",,drama,EN,,Civic Pageant,,,1637,1637,,1637,1637,,,,,,,A03230.headed.txt,FALSE,FALSE,TRUE,Free
A03233,S104064,A03233,a03233headed_Docuscope.html,,,"Heywood, Thomas",,,,,,,yes,"Londini Status Pacatus, or London's Peaceable Estate",,drama,EN,,Civic Pageant,,,1639,1639,,1639,1639,,,,,,,A03233.headed.txt,FALSE,FALSE,TRUE,Free
A03234,S106212,A03234,a03234headed_Docuscope.html,,,"Heywood, Thomas",,,,,,,yes,London's Ius Honorarium,,drama,EN,,Civic Pageant,,,1631,1631,,1631,1631,,,,,,,A03234.headed.txt,FALSE,FALSE,TRUE,Free
A03235,S106146,A03235,a03235headed_Docuscope.html,,,"Heywood, Thomas",,,,,,,no,"Love's Mistress, or The Queen's Masque","Cupid and Psyche, or Cupid's Mistress",drama,MA,,Classical Legend,,,1634,1634,,1636,1636,Queen Henrietta Maria's Men,,,,,,A03235.headed.txt,FALSE,TRUE,TRUE,Free
A03240,S104069,A03240,a03240headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,A Maidenhead Well Lost,,drama,CO,,CO,,,1633,1633,,1634,1634,Queen Henrietta Maria's Men,,,,,,A03240.headed.txt,TRUE,TRUE,TRUE,Free
A03241,S104070,A03241_19,a03241headed062dialogue019_Docuscope.html,,,"Heywood, Thomas",,,,,,,no,Jupiter and Io,,drama,DI,,DI,,,1635,1635,,1637,1637,,,,,,,A03241.headed_062_dialogue_019.txt,FALSE,TRUE,TRUE,Free
A03241,S104070,A03241_20,a03241headed065dialogue020_Docuscope.html,,,"Heywood, Thomas",,,,,,,no,Apollo and Daphne,,drama,DI,,DI,,,1635,1635,,1637,1637,,,,,,,A03241.headed_065_dialogue_020.txt,FALSE,TRUE,TRUE,Free
A03241,S104070,A03241_21,a03241headed068dialogue021_Docuscope.html,,,"Heywood, Thomas",,,,,,,no,"Amphrisa, or The Forsaken Shepherdess",Polopaea and Alope,drama,DI,,DI,,,1635,1635,,1637,1637,,,,,,,A03241.headed_068_dialogue_021.txt,FALSE,TRUE,TRUE,Free
A03242,S104071,A03242,a03242headed_Docuscope.html,,,"Heywood, Thomas",,,,,,,yes,"Porta Pietatis, or The Port or Harbor of Piety",,drama,EN,,Civic Pageant,,,1638,1638,,1638,1638,,,,,,,A03242.headed.txt,FALSE,FALSE,TRUE,Free
A03244,S106206,A03244,a03244headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,The Rape of Lucrece,,drama,TR,,TR,,,1606,1607,,1608,1608,Queen Anne's Men,,,,,,A03244.headed.txt,TRUE,TRUE,TRUE,Free
A03248,S104074,A03248,a03248headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,The Royal King and the Loyal Subject,,drama,TC,,TC,,,1602,1602,,1637,1637,Worcester's Men,Queen Henrietta Maria's Men,,,,,A03248.headed.txt,TRUE,TRUE,TRUE,Free
A03255,S104077,A03255,a03255headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,The Wise Woman of Hogsdon,,drama,CO,,CO,,,1604,1604,,1638,1638,Queen Anne's Men,,,,,,A03255.headed.txt,TRUE,TRUE,TRUE,Free
A03256,S118314,A03256,a03256headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas",,,,,,,no,A Woman Killed with Kindness,,drama,TR,,TR,,,1603,1603,,1607,1607,Worcester's Men,Queen Anne's Men,,,,,A03256.headed.txt,TRUE,TRUE,TRUE,Free
A03258,S104080,A03258,a03258headed_Docuscope.html,46977f5d7a,,"Heywood, Thomas","Brome, Richard",,,,,,no,The Late Lancashire Witches,,drama,CO,,Topical Play,,,1634,1634,,1634,1634,King's Men,,,,,,A03258.headed.txt,TRUE,TRUE,TRUE,Free
A03404,S119344,A03404,a03404headed_Docuscope.html,,1220,Anon.,,,,,,,no,The Trial of Chivalry,Printed: The Trial of Chivalry / Contemporary: The Life and Death of Cavaliero Dick Bowyer; This Gallant Cavaliero Dick Bowyer,drama,HI,romance,Pseudo-History,,HI,1599,1601,,1605,1605,Derby's (Strange's) Men,,,pentameter and prose,blank verse,,A03404.headed.txt,FALSE,FALSE,FALSE,Free
A03405,S122282,A03405,a03405headed_Docuscope.html,46977f5d7a,,"Marston, John",,,,,,,no,"Histriomastix, or The Player Whipped",,drama,CO,,CO,,,1598,1599,,1610,1610,Children of Paul's (second),,,,,,A03405.headed.txt,TRUE,TRUE,TRUE,Free
A03424,S104456,A03424,a03424headed_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,"Band, Cuff, and Ruff, or Exchange Ware at the Second Hand",,drama,CO,,Comic Dialogue,,,1615,1615,,1615,1615,,,,,,,A03424.headed.txt,TRUE,TRUE,TRUE,Restricted
A03496,S104173,A03496,a03496headed_Docuscope.html,46977f5d7a,,"Holiday, Barten",,,,,,,no,"Technogamia, or The Marriages of the Arts",,drama,CO,,Moral,,,1618,1618,,1618,1618,,,,,,,A03496.headed.txt,TRUE,TRUE,TRUE,Restricted
A03571,S116951,single play in collection of non-dramatic material,a03571headed011play001_Docuscope.html,,331,Anon.,,,,,,,yes,Robin Hood,Printed: The Play of Robin Hood / Later assigned: Robin Hood and the Friar; Robin Hood and the Potter,drama,CO,folk romance,May Game Play,,play,1560,1560,,[1560?],1590,,,,yes,yes,,A03571.headed_011_play_001.txt,FALSE,FALSE,TRUE,Restricted
A03804,S104286,A03804,a03804headed_Docuscope.html,,,"Hughes, Thomas",,,,,,,no,The Misfortunes of Arthur,Certain Devices and Shows Presented to Her Majesty,drama,EN,,TR,,,1587,1588,,1587,1587,,,,,,,A03804.headed.txt,FALSE,TRUE,TRUE,Free
A04027,S107422,A04027,a04027headed_Docuscope.html,,213,"Ingelend, Thomas",,,,,,,no,The Disobedient Child,Printed: The Disobedient Child,drama,IN,moral,IN,,IN; play,1550,1560,,1570,1570,,,,yes,yes,,A04027.headed.txt,FALSE,TRUE,TRUE,Restricted
A04052,S119259,A04052,a04052headed_Docuscope.html,,259,Anon.,,,,,,,no,Wealth and Health,Printed: Wealth and Health,drama,IN,moral,Moral IN,,IN; play,1554,1554,,1565,1565,,,,yes,yes,,A04052.headed.txt,FALSE,TRUE,TRUE,Free
A04053,S108291,A04053,a04053headed_Docuscope.html,,,Anon.,,,,,,,no,The Interlude of Youth,,drama,IN,,Moral IN,,,1513,1514,,1530,1557,,,,,,,A04053.headed.txt,FALSE,TRUE,TRUE,Free
A04055,S109084,A04055,a04055headed_Docuscope.html,,,Anon.,,,,,,,yes,Impatient Poverty,,drama,IN,,Moral IN,,,1547,1547,,1560,1561,,,,,,,A04055.headed.txt,FALSE,FALSE,TRUE,Restricted
A04206,S109093,A04206,a04206headed_Docuscope.html,,251,"Udall, Nicholas (?)",,,,,,,no,Jacob and Esau,Printed: Jacob and Esau,drama,IN,biblical,Biblical IN,,CO; IN; HI,1553,1554,,1557,1568,,,,yes,yes,,A04206.headed.txt,FALSE,TRUE,TRUE,Free
A04520,S106395,A04520_01,a04520headed002part001_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,1 The Troublesome Reign of King John,,drama,HI,,HI,,,1591,1591,,1591,1611,Queen Elizabeth's Men,,,,,,A04520.headed_002_part_001.txt,TRUE,TRUE,TRUE,Free
A04520,S106395,A04520_02,a04520headed004part002_Docuscope.html,46977f5d7a,,Anon.,,,,,,,no,2 The Troublesome Reign of King John,,drama,HI,,HI,,,1591,1591,,1591,1611,Queen Elizabeth's Men,,,,,,A04520.headed_004_part_002.txt,TRUE,TRUE,TRUE,Free
A04539,S122228,A04539,a04539headed_Docuscope.html,46977f5d7a,,"Barnes, Barnabe",,,,,,,no,The Devil's Charter,"The Devil's Charter, or Pope Alexander the Sixth",drama,TR,,TR,,,1606,1606,,1607,1607,King's Men,,,,,,A04539.headed.txt,TRUE,TRUE,TRUE,Free
A04599,S107854,A04599,a04599headed_Docuscope.html,,,"Davenant, William",,,,,,,no,Britannia Triumphans,,drama,MA,,MA,,,1637,1638,,1637,1637,,,,,,,A04599.headed.txt,FALSE,TRUE,TRUE,Free
A04600,S107859,A04600,a04600headed_Docuscope.html,,,"Davenant, William",,,,,,,no,The Temple of Love,,drama,MA,,MA,,,1634,1635,,1634,1634,,,,,,,A04600.headed.txt,FALSE,TRUE,TRUE,Free
A04604,S107861,A04604,a04604headed_Docuscope.html,46977f5d7a,,"Jones, John",,,,,,,no,Adrasta,"Adrasta, or The Woman's Spleen and Love's Conquest",drama,TC,,TC,,,1635,1635,,1635,1635,,,,,,,A04604.headed.txt,TRUE,TRUE,TRUE,Restricted
A04632,S112455,A04632_01,a04632headedcollection001_Docuscope.html,46977f5d7a,1143,"Jonson, Ben",,,,,,,no,Every Man in His Humour,Performed+Printed: Every Man in His Humour / Contemporary: Every Man's Humour; Every One in His Humour; Every Man in's Humour,drama,CO,CO,CO,,CO,1598,1598,,1601,1616,Lord Chamberlain's (Hunsdon's) Men,,perhaps at the Curtain (?),prose and pentameter,no,,A04632.headed_collection_001.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_02,a04632headedcollection002_Docuscope.html,46977f5d7a,1216,"Jonson, Ben",,,,,,,no,Every Man Out of His Humour,Performed+Printed: Every Man Out of His Humour / Contemporary: Every One Out of His Humor,drama,CO,CO,CO,,,1599,1599,,1600,1616,Lord Chamberlain's (Hunsdon's) Men,,the Globe,prose and pentameter,no,,A04632.headed_collection_002.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_03,a04632headedcollection003_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,Cynthia's Revels,"Cynthia's Revels, or The Fountain of Self-Love",drama,CO,,CO,,,1600,1600,,1601,1616,Children of the Chapel (second),,,,,,A04632.headed_collection_003.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_04,a04632headedcollection004_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,Poetaster,"Poetaster, or The Arraignment",drama,CO,,CO,,,1601,1601,,1602,1616,Children of the Chapel (second),,,,,,A04632.headed_collection_004.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_05,a04632headedcollection005_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,Sejanus His Fall,,drama,TR,,TR,,,1604,1604,,1605,1616,King's Men,,,,,,A04632.headed_collection_005.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_06,a04632headedcollection006_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,Volpone,"Volpone, or The Fox",drama,CO,,CO,,,1605,1606,,1607,1616,King's Men,,,,,,A04632.headed_collection_006.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_07,a04632headedcollection007_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,Epicoene,"Epicene, or The Silent Woman",drama,CO,,CO,,,1609,1610,,1616,1616,Children of the Queen's Revels,,,,,,A04632.headed_collection_007.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_08,a04632headedcollection008_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,The Alchemist,,drama,CO,,CO,,,1610,1610,,1612,1616,King's Men,,,,,,A04632.headed_collection_008.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,A04632_09,a04632headedcollection009_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,Catiline His Conspiracy,,drama,TR,,TR,,,1611,1611,,1611,1616,King's Men,,,,,,A04632.headed_collection_009.txt,TRUE,TRUE,TRUE,Free
A04632,S112455,play in collection,a04632headedentertainments_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Entertainments,"Includes: The Entertainment at Theobalds, 1607 (The Genius); The Entertainment of the Queen and Prince at Althorp (The Satyr); The Entertainment at Highgate (The Penates)",drama,EN,,Royal EN,,,1603,1607; 1603; 1604,,1616,1616,,,,,,composite file of various entertainments,A04632.headed_entertainments.txt,FALSE,TRUE,TRUE,Free
A04632,S112455,A04632_11,a04632headedmasque001_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Coronation Triumph,The Entertainment through London,drama,EN,,Coronation EN,,,1604,1604,,1604,1616,,,,,,,A04632.headed_masque_001.txt,FALSE,TRUE,TRUE,Free
A04632,S112455,play in collection,a04632headed389masque001_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Masque of Blackness,The Twelfth Night's Revels,drama,MA,,MA,,,1605,1605,,[1608],1616,,,,,,,A04632.headed_389_masque_001.txt,FALSE,FALSE,TRUE,Free
A04632,S112455,play in collection,a04632headed391masque003_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Hymenaei,,drama,MA,,MA and Barriers,,,1606,1606,,1606,1616,,,,,,,A04632.headed_391_masque_003.txt,FALSE,FALSE,TRUE,Free
A04632,S112455,play in collection,a04632headed392masque004_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Masque at Lord Haddington's Marriage,The Hue and Cry after Cupid,drama,MA,,Wedding MA,,,1608,1608,,[1608],1616,,,,,,,A04632.headed_392_masque_004.txt,FALSE,FALSE,TRUE,Free
A04632,S112455,play in collection,a04632headed393masque005_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Masque of Queens,,drama,MA,,MA,,,1609,1609,,1609,1616,,,,,,,A04632.headed_393_masque_005.txt,FALSE,FALSE,TRUE,Free
A04632,S112455,play in collection,a04632headed400masque009_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,Mercury Vindicated from the Alchemists at Court,,drama,MA,,MA,,,1616,1616,,1616,1616,,,,,,,A04632.headed_400_masque_009.txt,FALSE,FALSE,TRUE,Free
A04632,S112455,play in collection,a04632headed402masque010l2_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Golden Age Restored,,drama,MA,,MA,,,1616,1616,,1616,1616,,,,,,,A04632.headed_402_masque_010_L2.txt,FALSE,FALSE,TRUE,Free
A04632,S112455,play in collection,a04632headedmasque002_Docuscope.html,,,"Jonson, Ben",,,,,,,yes,The Masque of Beauty,,drama,MA,,MA,,,1608,1608,,[1608],1616,,,,,,,A04632.headed_masque_002.txt,FALSE,FALSE,TRUE,Free
A04632,S112455,A04632_13,,,,"Jonson, Ben",,,,,,,no,The Satyr,The Entertainment of the Queen and Prince at Althorp,drama,EN,,Royal Entertainment,,,1603,1603,,1604,1616,,,,,,now included in <Entertainments>,,FALSE,FALSE,FALSE,Free
A04632,S112455,A04632,,,,"Jonson, Ben",,,,,,,no,Masques at Court,,drama,MA,,MA,,,1616,,,1616,1616,,,,,,"no playfile number, so not extracted in this form? some individual masques included - seems to be a composite file of masques chosen for the 704 corpus",,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,The Entertainment at Highgate,The Penates,drama,EN,,Royal EN,,,1604,1604,,1616,1616,,,,,,now included in <Entertainments>,,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,The Entertainment of the Two Kings of Great Britain and Denmark,"The Entertainment at Theobalds, 1606; The Hours",drama,EN,,Royal EN,,,1606,1616,,1616,1616,,,,,,now included in <Entertainments>,,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,"The Entertainment at Theobalds, 1607",The Genius,drama,EN,,Royal EN,,,1607,1607,,1616,1616,,,,,,now included in <Entertainments>,,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,Prince Henry's Barriers,The Lady of the Lake,drama,EN,,Speeches at Barriers,,,1610,1610,,1616,1616,,,,,,"not transcribed, excluded for now",,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,Love Freed from Ignorance and Folly,,drama,MA,,MA,,,1611,1611,,1616,1616,,,,,,"not transcribed, excluded for now",,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,"Oberon, the Faery Prince",,drama,MA,,MA,,,1611,1611,,1616,1616,,,,,,"not transcribed, excluded for now",,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,Love Restored,,drama,MA,,MA,,,1612,1612,,1616,1616,,,,,,"not transcribed, excluded for now",,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,The Irish Masque,,drama,MA,,MA,,,1613,1613,,1616,1616,,,,,,"not transcribed, excluded for now",,FALSE,FALSE,FALSE,Free
A04632,S112455,play in collection,,,,"Jonson, Ben",,,,,,,yes,The Challenge at Tilt,,drama,EN,,Tilt,,,1613,1613,,1616,1616,,,,,,"not transcribed, excluded for now",,FALSE,FALSE,FALSE,Free
A04636,S109357,A04636,a04636headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Alchemist,,drama,CO,,CO,,,1610,1610,,1612,1612,King's Men,,,,,,A04636.headed.txt,FALSE,FALSE,FALSE,Free
A04637,S109180,A04637,a04637headed002part001_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Pegme at Fen-church,,drama,ND,,,,,1603,,,,1604,,,,,,,A04637.headed_002_part_001.txt,FALSE,TRUE,TRUE,Free
A04637,S109180,A04637_03,a04637headed011text002_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Satyr,The Entertainment of the Queen and Prince at Althorp,drama,EN,,Royal Entertainment,,,1603,1603,,1604,1604,,,,,,,A04637.headed_011_text_002.txt,FALSE,TRUE,TRUE,Free
A04638,S121512,A04638,a04638headed_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,The Case Is Altered,,drama,CO,,CO,,,1597,1597,,1609,1609,Children of the Queen's Revels,,,,,,A04638.headed.txt,FALSE,FALSE,FALSE,Restricted
A04639,S109185,A04639,a04639headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Case Is Altered,,drama,CO,,CO,,,1597,1597,,1609,1609,Children of the Queen's Revels,,,,,,A04639.headed.txt,TRUE,TRUE,TRUE,Free
A04640,S107869,A04640,a04640headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Catiline His Conspiracy,,drama,TR,,TR,,,1611,1611,,1611,1611,King's Men,,,,,,A04640.headed.txt,FALSE,FALSE,FALSE,Free
A04643,S109233,A04643,a04643headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Characters of Two Royal Masques,Includes: The Masque of Blackness (The Twelfth Night's Revels); The Masque of Beauty; The Masque at Lord Haddington's Marriage (The Hue and Cry after Cupid),drama,MA,,MA; Wedding MA,,,1605,1605; 1608; 1608,,[1608],1608,,,,,,collection of various masques - kept together in the 704 corpus; individual texts also included seperately in later corpora,A04643.headed.txt,FALSE,TRUE,TRUE,Free
A04644,S109221,A04644,a04644headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Chloridia: Rites to Chloris and Her Nymphs,,drama,MA,,MA,,,1631,1631,,1631,1631,,,,,,,A04644.headed.txt,FALSE,TRUE,FALSE,Free
A04645,S113330,A04645,a04645headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Epicoene,"Epicene, or The Silent Woman",drama,CO,,CO,,,1609,1610,,1616,1620,Children of the Queen's Revels,,,,,,A04645.headed.txt,FALSE,FALSE,FALSE,Restricted
A04647,S109361,A04647.txt,a04647headed_Docuscope.html,,1143,"Jonson, Ben",,,,,,,no,Every Man in His Humour,Performed+Printed: Every Man in His Humour / Contemporary: Every Man's Humour; Every One in His Humour; Every Man in's Humour,drama,CO,CO,CO,,CO,1598,1598,,1601,1601,Lord Chamberlain's (Hunsdon's) Men,,perhaps at the Curtain (?),prose and pentameter,no,,A04647.headed.txt,FALSE,FALSE,FALSE,Free
A04648,S109225,A04648,a04648headed_Docuscope.html,,1216,"Jonson, Ben",,,,,,,no,Every Man Out of His Humour,Performed+Printed: Every Man Out of His Humour / Contemporary: Every One Out of His Humor,drama,CO,CO,CO,,,1599,1599,,1600,1600,Lord Chamberlain's (Hunsdon's) Men,,the Globe,prose and pentameter,no,,A04648.headed.txt,FALSE,FALSE,FALSE,Free
A04652,S109228,A04652,a04652headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,The Fortunate Isles and Their Union,,drama,MA,,MA,,,1625,1625,,1625,1625,,,,,,,A04652.headed.txt,FALSE,TRUE,FALSE,Free
A04653,S109229,A04653,a04653headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Cynthia's Revels,"Cynthia's Revels, or The Fountain of Self-Love",drama,CO,,CO,,,1600,1600,,1601,1601,Children of the Chapel (second),,,,,,A04653.headed.txt,FALSE,FALSE,FALSE,Free
A04654,S109230,A04654,a04654headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Hymenaei,,drama,MA,,MA and Barriers,,,1606,1606,,1606,1606,,,,,,,A04654.headed.txt,FALSE,TRUE,FALSE,Free
A04655,S109235,A04655,a04655headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Love's Triumph Through Callipolis,,drama,MA,,MA,,,1630,1631,,1630,1630,,,,,,,A04655.headed.txt,FALSE,TRUE,FALSE,Free
A04656,S109198,A04656,a04656headed_Docuscope.html,,,"Jonson, Ben",,,,,,,no,Neptune's Triumph for the Return of Albion,,drama,MA,,MA,,,1624,1624,,1624,1624,,,,,,,A04656.headed.txt,FALSE,TRUE,FALSE,Free
A04658,S109237,A04658,a04658headed_Docuscope.html,46977f5d7a,,"Jonson, Ben",,,,,,,no,"The New Inn, or The Light Heart",,drama,CO,,CO,,,1629,1629,,1631,1631,King's Men,,,,,,A04658.headed.txt,TRUE,TRUE,TRUE,Free
A04712,S109241,A04712,a04712headed_Docuscope.html,,278,Anon.,,,,,,,no,Jack Juggler,Printed: Jack Juggler / Contemporary: Jack Juggler and Mrs Bongrace / Alternative modernization: Jack Juggler and Mistress Bongrace,drama,IN,CO,CO,,IN,1555,1555,,1562,1565,,,,yes,yes,,A04712.headed.txt,FALSE,TRUE,TRUE,Free
A04824,S108002,A04824,a04824headed_Docuscope.html,46977f5d7a,,"Killigrew, Henry",,,,,,,no,The Conspiracy,Pallantus and Eudora,drama,TR,,TC,,,1635,1635,,1638,1638,King's Men,,,,,,A04824.headed.txt,TRUE,TRUE,TRUE,Free
A04874,S109282,A04874,a04874headed_Docuscope.html,,,"Kirke, John",,,,,,,no,The Seven Champions of Christendom,,drama,ND,,Heroical Romance,,,1634,1635,,1638,1638,,,,,,,A04874.headed.txt,FALSE,TRUE,TRUE,Free
A04881,S114802,A04881,a04881headed_Docuscope.html,46977f5d7a,,"Barry, Lording",,,,,,,no,Ram Alley,"Ram Alley, or Merry Tricks",drama,CO,,CO,,,1608,1608,,1611,1611,Children of the King's Revels,,,,,,A04881.headed.txt,TRUE,TRUE,TRUE,Free
