TCP,# of Figures
A13985,4
B00570,4
B04814,4
B06391,4
B03114,4
A08986,4
A32745,4
A71098,4
A12268,4
A49048,4
B05345,4
A09405,4
A97239,4
A45379,4
A72185,4
A08909,4
A46997,4
A63093,4
B06916,4
A67091,4
A46295,4
A10990,4
A02836,4
B00240,4
A89382,4
B01737,4
A03223,4
A17874,4
A37634,4
A66545,4
A06797,4
A45229,4
A20397,4
B06302,4
A09179,4
A54969,4
A61017,4
B01963,4
A28346,4
A34485,4
A41262,4
B06160,4
A93273,4
B05783,4
A14678,4
A07467,4
B00523,4
B04400,4
B02290,4
B06493,4
A40720,4
A44395,4
A94000,4
A19011,4
A12816,4
A26190,4
A47831,4
B02294,4
A16193,4
A71265,4
A86417,4
B01199,4
B03746,4
A73092,4
A31475,4
A41866,4
B05886,4
A16261,4
A10587,4
B01040,4
B04368,4
A36435,4
A16665,4
B02913,4
B06243,4
B00730,4
A16817,4
A02186,4
B06560,4
A71306,4
B00497,4
A08846,4
A45052,4
B09753,4
A06128,4
A08968,4
B04725,4
A40989,4
A60476,4
B00526,4
B04217,4
A47509,4
A12430,4
A35778,4
A66815,4
N17339,4
B04218,4
B08934,4
A51309,4
B04378,4
B02435,4
B06751,4
A67470,4
B00504,4
A15469,4
A56368,4
A56458,4
B06459,4
B03425,4
B01368,4
A34425,4
A72838,4
B05019,4
B04234,4
A60931,4
A50724,4
B00113,4
B01966,4
B04607,4
A15998,4
A16835,4
A83518,4
A84242,4
B02795,4
A80457,4
B01511,4
A44749,4
A11842,4
B04441,4
A08951,4
K059409.000.xml,4
A13988,4
B01827,4
B02417,4
B06398,4
B01395,4
B03119,4
B05818,4
B04811,4
B02422,4
B03109,4
B03728,4
B03628,4
K080051.000.xml,4
A00002,4
B04231,4
A68472,4
A20021,4
N22863,4
B04722,4
B00952,4
B04815,4
A85244,4
A23570,4
A08954,4
A08307,4
B04872,4
A73055,4
N10511,4
B04285,4
B06914,4
K032057.000.xml,4
A18770,4
A40771,4
A88290,4
A52852,4
B02419,4
A52925,4
B02445,4
A04940,3
A82812,3
B01366,3
A08224,3
B04112,3
K039720.000.xml,3
A60267,3
B05061,3
A73830,3
B01223,3
A56868,3
A09711,3
B06270,3
A97285,3
B04371,3
A34203,3
A37855,3
B04476,3
A72573,3
B02437,3
A19745,3
B03552,3
A89502,3
A28392,3
K113606.008.xml,3
K019745.002.xml,3
A92756,3
A12367,3
A75623,3
A45114,3
A69727,3
B04170,3
A03862,3
A19003,3
A11581,3
A06521,3
B00128,3
B02453,3
A15791,3
B01473,3
B00381,3
A88763,3
A18766,3
A67225,3
A56856,3
A40652,3
A12834,3
A13454,3
A68113,3
K021626.000.xml,3
B01878,3
B04275,3
B01378,3
A79198,3
A96960,3
A13179,3
A09564,3
A17075,3
B04953,3
B04774,3
A85532,3
B08737,3
A00604,3
A21327,3
A09164,3
A28569,3
A01167,3
A18988,3
B06936,3
A44920,3
B06047,3
A43194,3
N20047,3
A97350,3
A19043,3
A16292,3
B05836,3
B03518,3
B06238,3
A49784,3
A93181,3
A00779,3
A19346,3
K093080.006.xml,3
A62247,3
B06247,3
A29223,3
B04450,3
B04174,3
B01745,3
A16216,3
A63186,3
B06918,3
A95416,3
A28920,3
A40869,3
A33357,3
A23187,3
A19452,3
A83739,3
A02359,3
K049569.000.xml,3
A32903,3
A79398,3
B03463,3
B03899,3
A08955,3
A11527,3
A03985,3
B06569,3
A89094,3
A28315,3
A67733,3
A10476,3
A20515,3
A07611,3
A73778,3
A56521,3
A74235,3
A65588,3
B03909,3
N14465,3
B04147,3
A16631,3
A04385,3
A34899,3
A06484,3
B02634,3
A91763,3
B03730,3
A05137,3
A73762,3
A76627,3
A95704,3
A02602,3
A00412,3
B00423,3
A10697,3
B00520,3
A42844,3
A09339,3
A33236,3
A61499,3
K065082.003.xml,3
A35756,3
B00586,3
A22539,3
K115236.000.xml,3
A51663,3
A09800,3
A54990,3
A56505,3
A08190,3
A58640,3
B01742,3
A28464,3
B05835,3
A76867,3
A34445,3
A17119,3
B07531,3
K027697.001.xml,3
B10252,3
B02860,3
B06384,3
B25996,3
A60542,3
A49196,3
B05002,3
A73846,3
A38503,3
B04898,3
A63888,3
A73880,3
A41402,3
B02443,3
A12471,3
A01491,3
A19517,3
B02686,3
B05117,3
B06393,3
A00525,3
K054766.000.xml,3
A68132,3
A42491,3
B05016,3
A41730,3
B04104,3
B04654,3
A08426,3
A82272,3
A11161,3
A67437,3
A49519,3
A64703,3
A67369,3
A62355,3
A89315,3
A05297,3
B01404,3
B06558,3
B01498,3
B06202,3
B06774,3
B06548,3
A00712,3
B06010,3
A11524,3
A86367,3
K040440.000.xml,3
A53248,3
A26474,3
B03382,3
A22228,3
A11365,3
A48990,3
A92908,3
B03633,3
A24401,3
B06911,3
A38612,3
B01674,3
B00557,3
B04902,3
B04469,3
A41390,3
B04496,3
A63631,3
K106472.002.xml,3
A41585,3
B06707,3
A05038,3
A06397,3
B04717,3
B04423,3
A84014,3
A05598,3
B06651,3
A59654,3
B03622,3
A78187,3
A32570,3
B04503,3
A38104,3
A11115,3
A22757,3
A61094,3
A67814,3
B05848,3
A92033,3
A81386,3
A08584,3
A55134,3
A15735,3
A16278,3
B04537,3
B04293,3
A82569,3
A03972,3
B03817,3
A75148,3
A41976,3
A32110,3
B05968,3
A21562,3
A03999,3
B12283,3
A22578,3
B06252,3
A03312,3
A02735,3
B03447,3
A74228,3
A69156,3
A46348,3
B04820,3
A77353,3
A90982,3
N28732,3
K073392.000.xml,3
A46055,3
A41372,3
A20784,3
A61158,3
A68914,3
A18350,3
A02336,3
A00361,3
B02698,3
B03424,3
K099398.000.xml,3
B02647,3
A29860,3
B03977,3
B03675,3
A12971,3
A61860,3
A28527,3
A52977,3
A07988,3
A08987,3
A86045,3
A97240,3
A58733,3
A20615,3
A69212,3
A60976,3
B05837,3
A57919,3
B03436,3
A12968,3
A41403,3
A81607,3
A03825,3
B04511,3
A85097,3
A30295,3
B03624,3
A13800,3
A49917,3
K040019.000.xml,3
B03100,3
B03917,3
N07966,3
A95022,3
A11206,3
B04911,3
A90495,3
A36750,3
A35527,3
A20498,3
A20677,3
B01091,3
A03728,3
A16736,3
B06737,3
A51181,3
A73560,3
A34337,3
A12778,3
B04197,3
B04379,3
B04447,3
A28536,3
B05928,3
A29938,3
N18682,3
A43162,3
B06867,3
A07596,3
A65320,3
A03260,3
A16635,3
A52521,3
B02456,3
N08042,3
A08374,3
B04701,3
A97378,3
A75109,3
A19381,3
A02878,3
A17129,3
A03671,3
B08881,3
B03384,3
B02505,3
A89817,3
A81443,3
B01392,3
A15310,3
A15606,3
A51707,3
B04353,3
A96158,3
A82435,3
A52025,3
A82668,3
A01108,3
K097310.001.xml,3
B01118,3
A16289,3
B04505,3
B04904,3
K114523.000.xml,3
A82763,3
A19317,3
A76917,3
A20520,3
A05277,3
A96277,3
A56068,3
A20020,3
A93046,3
A12599,3
K056026.000.xml,3
A09845,3
A73194,3
A27200,3
B05950,3
B04266,3
B04795,3
B06730,3
A76123,3
A61883,3
A28210,3
B03613,3
B02794,3
A21338,3
A87815,3
A69993,3
A06796,3
A96217,3
A08979,3
A46695,3
B02869,3
B00490,3
A00471,3
B04241,3
A39798,3
A76610,3
B04871,3
A44319,3
A03116,3
A84197,3
B06060,3
B05820,3
A75017,3
A82012,3
A89614,3
B04237,3
B03895,3
B03340,3
A85074,3
A11808,3
B06180,3
A10659,3
A09923,3
B09777,3
B02958,3
B04264,3
A13014,3
A41881,3
B00382,3
A85962,3
K054688.000.xml,3
A43285,3
A81593,3
A46890,3
A81384,3
K114806.000.xml,3
A41016,3
A33599,3
A66839,3
B04144,3
A56877,3
A72276,3
A84316,3
B04558,3
B03430,3
A09429,3
A83950,3
N28301,3
A14719,3
A35704,3
A62424,3
A12466,3
A40439,3
A91757,3
B06747,3
A21194,3
B13303,3
B06536,3
A41404,3
A93951,3
A12716,3
A06795,3
A08984,3
A33346,3
K071066.001.xml,3
A26767,3
A89026,3
A06539,3
A10477,3
B04209,3
B04727,3
A73831,3
A07750,3
B10134,3
A15047,3
A37760,3
B03797,3
B01482,3
B04903,3
B00112,3
A68812,3
B00701,3
A41094,3
A73189,3
A92160,3
A35526,3
A37561,3
A76273,3
B06771,3
B02513,3
B00379,3
B04233,3
B23322,3
A45540,3
A13462,3
A49273,3
A37317,3
A18589,3
A43426,3
A55627,3
A03187,3
B06910,3
A51293,3
K012677.000.xml,3
A10411,3
A16467,3
B00762,3
B04032,3
K042939.000.xml,3
A10464,3
A64417,3
A17162,3
A84365,3
B01337,3
A08976,3
A15990,3
A20909,3
B01738,3
A22832,3
A13439,3
A36161,3
A01552,3
B00146,3
A73154,3
A35226,3
A49275,3
A83037,3
B04199,3
A16174,3
B01350,3
A09509,3
B06777,3
A36203,3
A50859,3
B03466,3
A06561,3
B08998,3
B04893,3
B06758,3
A14668,3
A21217,3
A75057,3
A51524,3
A01878,3
A42916,3
B02749,3
A42768,3
A29216,3
A33174,3
A64580,3
A11644,3
A75113,3
A62309,3
B06057,3
A39937,3
A08949,3
A66980,3
A04712,3
A72894,3
B01774,3
B06245,3
A10209,3
B05904,3
A39317,3
A01811,3
A08945,3
B06261,3
A09479,3
A42365,3
A78634,3
N24207,3
A10733,3
B02694,3
A07135,3
A29757,3
A81504,3
A66633,3
A05861,3
A04524,3
A14577,3
A51797,3
B06239,3
A07614,3
A58319,3
A62660,3
B04789,3
A16121,3
A45759,3
B02235,3
B02832,3
A01216,3
B06224,3
A11605,3
B06662,3
B01698,3
B01505,3
A04224,3
B06174,3
B03848,3
A75303,3
B02361,3
A85068,3
A52575,3
B04849,3
A34847,3
A03975,3
A51687,3
A50725,3
A06794,3
A04267,3
A94194,3
A44989,3
A34763,3
A85995,3
A25198,3
A77164,3
A51667,3
A39778,3
A15122,3
A68033,3
B03646,3
A75301,3
A44295,3
B06927,3
A17808,3
A57681,3
A94783,3
B02844,3
B04492,3
A08854,3
B00679,3
B05092,3
B03608,3
B00046,3
A49328,3
A52887,3
A14287,3
B03398,3
A77269,3
B06394,3
A47275,3
A92975,3
A04403,3
A53547,3
A47656,3
B01369,3
K023005.005.xml,3
B02835,3
B06792,3
A68825,3
A19682,3
A01933,3
A68139,3
B05753,3
K038460.000.xml,3
A82849,3
A89059,3
A35726,3
A34386,3
A23576,3
B02767,3
A03488,3
A53264,3
A08244,3
A02858,3
B08599,3
A82886,3
A41878,3
B06800,3
N04486,3
A85344,3
A07691,3
A46527,3
A35075,3
A12939,3
A35806,3
A61726,3
B04360,3
A16313,3
A62155,3
B00507,3
K135535.000.xml,3
B04825,3
A19955,3
A41303,3
A89532,3
A72187,3
A73153,3
B06312,3
A36383,3
A04050,3
B04773,3
A89825,3
A51466,3
B02708,3
A05392,3
A22733,3
A72839,3
A10215,3
A96812,3
A23743,3
A18272,3
A68983,3
B02295,3
A90986,3
A44410,3
A12274,3
A04462,3
A42598,3
A01171,3
A41092,3
B05855,3
A57722,3
B06795,3
A52120,3
B01741,3
A05226,3
N21669,3
A82443,3
A46318,3
A55790,3
A20430,3
B05794,3
B01189,3
A21312,3
A96215,3
B00767,3
B06257,3
B09717,3
B01064,3
A73040,3
A18697,3
B05922,3
A39008,3
B04196,3
B02702,3
A22778,3
A43147,3
A35968,3
A69753,3
A25734,3
A52348,3
A30052,3
A08943,3
A49309,3
A95069,3
A11066,3
A16268,3
A02599,3
A70877,3
A59697,3
A06515,3
A09934,3
A54316,3
A26540,3
A68219,3
A19229,3
A19008,3
B02415,3
B00491,3
A03768,3
K104099.006.xml,3
N18434,3
A76042,3
A11308,3
A02644,3
B00495,3
A17397,3
B02889,3
A73478,3
A03727,3
K033556.000.xml,3
A33286,3
B04277,3
A32749,3
B04818,3
A69788,3
A46229,3
A06541,3
B06690,3
B04518,3
A05179,3
A20836,3
A02402,3
B06552,3
A60290,3
B06078,3
A96065,3
A52378,3
B06785,3
A38386,3
A15585,3
K023001.002.xml,3
A33553,3
B04828,3
A35739,3
B04714,3
K112609.001.xml,3
B04252,3
A31229,3
A55412,3
A78400,3
B06776,3
A53269,3
B06942,3
B04564,3
B01744,3
B05047,3
A05710,3
A17340,3
B05931,3
A19625,3
A13458,3
A10066,3
A67093,3
K023003.003.xml,3
A15348,3
B03604,3
B06917,3
A16444,3
A93101,3
B00176,3
A15725,3
A37958,3
A44752,3
B04164,3
A95705,3
A89984,3
A13376,2
B03179,2
A39769,2
A13818,2
A55883,2
A13846,2
A90223,2
A75003,2
A72798,2
B06937,2
A96730,2
B04229,2
A02219,2
A20777,2
A04036,2
A46891,2
A12272,2
A21208,2
K041581.000.xml,2
A23744,2
N22989,2
A03441,2
B06241,2
B00626,2
A38506,2
A15670,2
A69197,2
A43816,2
K132927.000.xml,2
B02458,2
B04520,2
A34396,2
A61073,2
A69597,2
A24240,2
A20694,2
A68296,2
K110284.001.xml,2
A25368,2
B02952,2
N27580,2
A09279,2
A55795,2
A19264,2
A65768,2
A12581,2
A09365,2
A36909,2
A49352,2
A72084,2
A06520,2
B05885,2
A83886,2
A93039,2
A13069,2
A90978,2
K092786.005.xml,2
A07882,2
A20864,2
A13799,2
A19646,2
A89379,2
A39626,2
A91891,2
A06242,2
A46941,2
B04817,2
A04622,2
A44963,2
B03739,2
A62938,2
A10989,2
A68136,2
A82404,2
A20987,2
A96648,2
A03024,2
A04017,2
A06706,2
B06827,2
A12700,2
A51424,2
A18367,2
A16869,2
A06768,2
A42729,2
A04387,2
A43396,2
B01750,2
A35711,2
A07276,2
A68182,2
A04362,2
A75801,2
A87080,2
B04530,2
A49880,2
A06832,2
A44317,2
A04489,2
A51199,2
A13445,2
A18003,2
A42066,2
B05498,2
A72778,2
A07466,2
B03907,2
A14395,2
B05420,2
A04606,2
B04416,2
A30608,2
N08166,2
K103123.002.xml,2
A00329,2
A85362,2
A67329,2
A33058,2
A18304,2
A04260,2
A39419,2
B07593,2
A21774,2
A78939,2
A62128,2
B04363,2
A74721,2
A05331,2
A42794,2
A74559,2
A44756,2
B06099,2
A22584,2
A14353,2
A06227,2
A20518,2
A75306,2
A59163,2
A16439,2
A27483,2
A45630,2
K058785.000.xml,2
A66332,2
A19454,2
A67715,2
A74535,2
A16695,2
A14270,2
A49153,2
A18179,2
B03442,2
A51176,2
A14907,2
A13417,2
A10065,2
A12269,2
A77845,2
A09206,2
A37463,2
A36369,2
B02648,2
B06177,2
A07463,2
A19604,2
A06367,2
A50808,2
A70365,2
A57884,2
A00940,2
A52404,2
A08788,2
A38413,2
A72470,2
A13732,2
A16202,2
A79597,2
A07427,2
B06710,2
N18028,2
A14028,2
A14468,2
A72916,2
A20341,2
A08948,2
B05020,2
A19179,2
A35760,2
A03177,2
A52021,2
A85322,2
A72336,2
B03458,2
A67659,2
A87194,2
A11179,2
A51662,2
A95515,2
A12721,2
A89300,2
A05208,2
N36069,2
A02026,2
A94784,2
A81200,2
A86166,2
A79201,2
A19061,2
B09332,2
B04804,2
A07430,2
B05416,2
A20138,2
A10392,2
A12827,2
B09002,2
A48985,2
A51786,2
A41108,2
A10150,2
A74497,2
A49098,2
B00587,2
A29584,2
N16570,2
A90775,2
A16604,2
A57289,2
A19288,2
B01666,2
A77565,2
A19679,2
A08535,2
A19212,2
A74546,2
A43118,2
A48677,2
B06211,2
B02434,2
A02249,2
A74522,2
A02488,2
A51172,2
A04523,2
A63835,2
A47368,2
A29353,2
A78602,2
A74582,2
B03159,2
B08920,2
A88483,2
A72488,2
B04614,2
A13463,2
B05768,2
A09514,2
A11831,2
B02433,2
A89398,2
A52893,2
A29095,2
A94372,2
A48834,2
A72733,2
A09388,2
A13135,2
B05877,2
A10086,2
B01430,2
A21108,2
B03460,2
A32715,2
A03201,2
B05925,2
A00946,2
A08838,2
A66317,2
A16495,2
A15118,2
A16167,2
A49006,2
A51657,2
A13326,2
A51527,2
A85285,2
A66284,2
A37965,2
K131280.000.xml,2
B03908,2
A06229,2
A16626,2
A05083,2
A72836,2
N20681,2
B06431,2
A14401,2
A16373,2
A20811,2
A48272,2
A28384,2
A26222,2
B06559,2
A94019,2
K093079.003.xml,2
B05909,2
B00136,2
B05641,2
A35826,2
B06035,2
A40463,2
B02920,2
A74558,2
A45903,2
A92135,2
A50997,2
N23514,2
A76388,2
A87741,2
B05927,2
A56321,2
B08752,2
A20852,2
A22983,2
A64906,2
B08000,2
A06786,2
A04862,2
A66316,2
K059804.000.xml,2
A22992,2
B06004,2
A02811,2
B04215,2
A47484,2
A06568,2
A76859,2
N19757,2
B05710,2
A74563,2
B03193,2
A25427,2
B05032,2
A06304,2
A09214,2
B00028,2
A63711,2
A61825,2
A69135,2
B05670,2
A12381,2
A66309,2
A18769,2
A18345,2
A84274,2
A15699,2
B06196,2
A14317,2
A23836,2
B12150,2
A47565,2
A10549,2
A02060,2
A55119,2
B05722,2
A00665,2
A08447,2
A88634,2
A08772,2
A14011,2
A13447,2
A08346,2
B14804,2
A97243,2
A09227,2
A69363,2
B03096,2
A08886,2
A56853,2
A74211,2
B01726,2
A11884,2
A91373,2
A06963,2
A66275,2
A65482,2
A10810,2
A86141,2
A49105,2
A68172,2
A91424,2
N09070,2
A03754,2
A16865,2
A72801,2
N10506,2
B06240,2
A11368,2
A06545,2
B04417,2
A40729,2
B09683,2
A40841,2
A09466,2
A00918,2
A74502,2
A05412,2
A47224,2
A76332,2
K046152.000.xml,2
A81685,2
A97354,2
B04333,2
A03006,2
A74040,2
A52010,2
A17868,2
A16033,2
A05212,2
A52464,2
B08182,2
A13123,2
A13371,2
A64109,2
A05475,2
A81518,2
A72802,2
A66254,2
A08612,2
A47549,2
A07163,2
A00948,2
A09287,2
A19158,2
A46952,2
A51324,2
A41853,2
A67366,2
B06784,2
A01169,2
A03126,2
A08214,2
A01997,2
A76792,2
A74513,2
B06433,2
A36136,2
A68712,2
A45512,2
A10260,2
B04741,2
A00381,2
A06955,2
A15700,2
A11585,2
B02552,2
N22674,2
A06704,2
A62158,2
B03106,2
B04790,2
B03142,2
A06239,2
A16366,2
N23395,2
A18976,2
A49276,2
A11237,2
A02519,2
B02416,2
A89620,2
A67349,2
A96784,2
A53687,2
B09429,2
B03473,2
A69789,2
A26841,2
A72803,2
A21162,2
A21783,2
A21041,2
A88481,2
A89235,2
B00464,2
A78928,2
A01147,2
K081295.000.xml,2
A76431,2
B00779,2
A01476,2
K009548.000.xml,2
A72490,2
A09862,2
A56828,2
K110269.000.xml,2
A10772,2
A94993,2
A70196,2
A08227,2
A73190,2
A38140,2
B04287,2
A50289,2
B00364,2
A13790,2
A96600,2
A09574,2
A19657,2
B13588,2
K007102.000.xml,2
A16803,2
A04838,2
B05055,2
A40628,2
A06255,2
A59217,2
A80681,2
K037936.000.xml,2
A58541,2
B02139,2
A53806,2
N00388,2
A74556,2
B04138,2
A09485,2
A04569,2
A60893,2
A11423,2
B03419,2
K120907.000.xml,2
A43411,2
B01076,2
A49892,2
A11064,2
A16822,2
A92002,2
A04286,2
A64099,2
A83583,2
A45073,2
B04027,2
B00792,2
A84701,2
A16507,2
A66301,2
A38390,2
A41371,2
A68224,2
A14050,2
K110147.000.xml,2
B00880,2
A95491,2
A49061,2
B03090,2
A19319,2
A88518,2
B00150,2
A52379,2
B06420,2
B06451,2
A53060,2
A74529,2
B00188,2
N25541,2
B04257,2
A59093,2
A08608,2
A60898,2
B04973,2
B03912,2
A78208,2
B06248,2
A45751,2
A72949,2
A17594,2
A97200,2
K041371.001.xml,2
B06931,2
A93257,2
A60008,2
A19199,2
A67657,2
A10252,2
K093079.002.xml,2
N16981,2
A15710,2
A33068,2
A08920,2
B17315,2
B05008,2
B06661,2
A14322,2
A08360,2
N20727,2
A18682,2
A64087,2
B03637,2
A58463,2
A80284,2
A21318,2
A19140,2
B06530,2
A19465,2
A95658,2
A28520,2
A08078,2
A01098,2
A26664,2
A40462,2
A80229,2
A73066,2
A66313,2
A43764,2
B00594,2
A79015,2
B02665,2
A52567,2
A51012,2
A16946,2
A16650,2
A10732,2
A23833,2
B05606,2
B06787,2
B05613,2
A16701,2
A18617,2
A48545,2
A87622,2
A52380,2
A66159,2
A08577,2
A02272,2
B15418,2
A15668,2
A33387,2
A19352,2
A35573,2
A46761,2
A02649,2
A52985,2
K109300.000.xml,2
A53148,2
A11616,2
B06561,2
A06228,2
A36017,2
A36804,2
A10072,2
A38593,2
A84657,2
B04822,2
A20126,2
A20882,2
A37217,2
A53821,2
A90984,2
A00939,2
A28345,2
B03043,2
A36202,2
A14035,2
A97242,2
A12779,2
A87603,2
A59160,2
B04280,2
A94046,2
B05185,2
B00511,2
A79640,2
A08794,2
A88292,2
B05761,2
A14706,2
A74572,2
A07590,2
A74564,2
B06941,2
A74594,2
A58543,2
A37954,2
A23752,2
K111746.000.xml,2
A79653,2
A18574,2
A17624,2
A02415,2
B05884,2
A11213,2
A73508,2
A23821,2
B02669,2
A52075,2
A53065,2
B04637,2
A35425,2
A13565,2
A80959,2
A72473,2
A73706,2
B05402,2
A64953,2
A01161,2
A21161,2
A44014,2
A03470,2
A47513,2
A12949,2
B05803,2
A64062,2
B03368,2
A12296,2
K093080.002.xml,2
K023004.004.xml,2
A07165,2
A03240,2
A84509,2
A35105,2
A12943,2
B00812,2
A19563,2
A20120,2
A12676,2
A11442,2
A06393,2
A29962,2
A94534,2
A09367,2
A34516,2
A78289,2
A02303,2
A90085,2
A66503,2
K058255.000.xml,2
A15443,2
A51152,2
A84286,2
A11027,2
B07165,2
B02440,2
A36992,2
B04205,2
A64095,2
A28975,2
A72262,2
A09404,2
A56428,2
K047175.000.xml,2
B01782,2
A21681,2
B03101,2
A49348,2
A19681,2
A73828,2
A61105,2
A32310,2
A10550,2
A59744,2
A89106,2
A14922,2
A32987,2
A51286,2
A04079,2
B10022,2
B04310,2
A67149,2
A66166,2
A40030,2
A09852,2
B06003,2
K080111.000.xml,2
B03978,2
B02701,2
A41340,2
N20201,2
A22095,2
A25947,2
N08849,2
B06687,2
A19001,2
A29760,2
A11250,2
A74526,2
A66163,2
A06551,2
A18042,2
K038348.000.xml,2
A08982,2
A74538,2
A07361,2
B05811,2
A26251,2
A31302,2
A00766,2
B05125,2
B25454,2
A65153,2
A17509,2
A72914,2
A06546,2
A75143,2
B03562,2
A01932,2
A66330,2
A14436,2
A02329,2
A74115,2
A16563,2
B00425,2
A07574,2
A00316,2
A50795,2
A84006,2
A69436,2
A06243,2
A45618,2
B14070,2
A19010,2
A78932,2
B03103,2
A51686,2
B05324,2
A66329,2
B05007,2
A10603,2
A50829,2
A06235,2
N17835,2
A42601,2
A19201,2
A20364,2
K029412.000.xml,2
A14027,2
A15325,2
A28815,2
A33347,2
A66282,2
A29627,2
A20047,2
A49058,2
N27685,2
B05825,2
A66312,2
A19231,2
A73187,2
A74532,2
A95748,2
A68972,2
B06390,2
A08531,2
A84710,2
A17341,2
A26641,2
A89093,2
A71328,2
A07131,2
A10801,2
B04219,2
B06255,2
A74517,2
B06080,2
A35067,2
A76777,2
N24185,2
A13789,2
B00290,2
A07010,2
A05372,2
A74498,2
A48732,2
B01339,2
A89401,2
A08961,2
A63655,2
A25928,2
A90494,2
N04363,2
A03001,2
A72146,2
A82269,2
A44731,2
A04907,2
A17048,2
A66336,2
A14285,2
A80884,2
A66164,2
A07267,2
A12044,2
A11549,2
A44419,2
A10956,2
A16036,2
B09121,2
A44478,2
A12285,2
B06564,2
B03878,2
A04736,2
A09312,2
A08262,2
A13834,2
A28873,2
A10338,2
B04896,2
A75873,2
A68609,2
B04408,2
B06920,2
A18731,2
A12674,2
A01410,2
A72482,2
A14925,2
A19009,2
A10579,2
A00338,2
A51489,2
B02460,2
A50848,2
A21163,2
A46889,2
A18878,2
A05111,2
A84163,2
A96700,2
A17454,2
B07957,2
B06315,2
A50704,2
A04537,2
B04216,2
A75449,2
A39775,2
A19824,2
A83977,2
A01001,2
A66165,2
A24482,2
B06397,2
A66239,2
A20492,2
A80216,2
A74863,2
A00796,2
B04278,2
B17312,2
B02213,2
A66285,2
A19182,2
A34369,2
B05902,2
B09348,2
B04595,2
A43998,2
A00738,2
A21090,2
A71318,2
B06509,2
A11416,2
B03883,2
A73774,2
N22151,2
A87648,2
A26724,2
B04925,2
A24140,2
A08246,2
A16912,2
A74536,2
A25395,2
A72130,2
A12780,2
A14975,2
A12694,2
A49060,2
A75945,2
A80190,2
A34893,2
A18935,2
A17516,2
B06923,2
A66161,2
A02832,2
B00031,2
A20395,2
A01471,2
B02712,2
A19316,2
A21187,2
B03656,2
A14341,2
A02903,2
A02820,2
A19619,2
A33482,2
A19690,2
A14324,2
A19571,2
A20860,2
A21452,2
K104099.001.xml,2
A66333,2
B02529,2
A13694,2
A84282,2
A08258,2
A45505,2
A66323,2
A32693,2
A65351,2
A11878,2
A19450,2
A00819,2
A95367,2
B06789,2
K115512.000.xml,2
B02087,2
B04901,2
K118525.000.xml,2
B04236,2
A08303,2
A69356,2
A19890,2
A03019,2
A90307,2
A44774,2
A21000,2
A10807,2
A02528,2
A09651,2
A10608,2
A40886,2
A29737,2
A94173,2
A73871,2
B06546,2
A29297,2
A32125,2
A50365,2
B09186,2
A22598,2
A05576,2
B08982,2
A12777,2
B03173,2
A09515,2
A61098,2
A05789,2
A12034,2
A96216,2
A25509,2
A17379,2
B00372,2
A76896,2
B02947,2
A49062,2
A20438,2
A50707,2
A72089,2
A56857,2
B01335,2
B05424,2
A56274,2
A72333,2
A09492,2
A10149,2
A36033,2
B05356,2
A46709,2
A41975,2
A56708,2
B01090,2
A04626,2
A96132,2
A75112,2
A47183,2
A96805,2
B06745,2
A33624,2
A74505,2
A49005,2
A22197,2
A91555,2
A40735,2
A03200,2
A79587,2
A72407,2
A61188,2
A87625,2
B03924,2
A09763,2
A16795,2
A66667,2
A57414,2
A81434,2
A74226,2
B04155,2
A23962,2
B06198,2
A53308,2
A52368,2
B08156,2
A07044,2
A40902,2
A92634,2
B00655,2
B01677,2
A91102,2
N13398,2
A15103,2
A85467,2
A66277,2
B08573,2
B04433,2
A28983,2
A57420,2
A55917,2
A19017,2
A81066,2
A10574,2
B05421,2
A13144,2
A50819,2
K093080.004.xml,2
B09431,2
A19013,2
A01597,2
A20408,2
A26566,2
A97241,2
A19622,2
B11947,2
N15960,2
A20832,2
A74552,2
A08990,2
A90869,2
A08959,2
A06808,2
A22897,2
A07661,2
A77446,2
A49050,2
B00245,2
B03108,2
A35436,2
A40856,2
A26065,2
B04824,2
A94723,2
B06192,2
A66256,2
A75534,2
A72398,2
A41421,2
B03360,2
A75446,2
B01139,2
B05856,2
A05586,2
A01907,2
A40781,2
A17480,2
K035592.000.xml,2
B06178,2
B00727,2
A88482,2
B04499,2
A07133,2
A23590,2
A66157,2
B01150,2
K104099.002.xml,2
A51317,2
A06490,2
B06529,2
B03962,2
K060857.000.xml,2
N00736,2
A04437,2
A23717,2
A19014,2
B03378,2
A68037,2
A01992,2
A16804,2
B05048,2
A54404,2
A61684,2
B01071,2
K052227.005.xml,2
N25328,2
A90980,2
K074278.001.xml,2
A02613,2
A74512,2
A38688,2
A18933,2
A33197,2
A78783,2
A18154,2
A19476,2
B00374,2
A76321,2
A64204,2
A66303,2
A39704,2
A10285,2
A35427,2
B00224,2
A11010,2
B00214,2
B00365,2
A13221,2
A72013,2
A57997,2
A04666,2
A19012,2
A35805,2
A74503,2
A31626,2
A20900,2
A06890,2
A08837,2
A04800,2
A57417,2
A21469,2
A11230,2
A89095,2
A11384,2
K051025.000.xml,2
A66960,2
B06383,2
B06319,2
A29912,2
A68430,2
A07498,2
A09286,2
B00199,2
A31021,2
A03756,2
A04363,2
A10817,2
A66337,2
A07092,2
B04577,2
B04548,2
A07874,2
A11016,2
A34677,2
A69183,2
A55073,2
A34367,2
A18081,2
A00519,2
