TCP,# of Figures
A86226,0
A78479,0
N00105,0
A39402,0
A11258,0
A30666,0
A89160,0
A75788,0
A62971,0
B05384,0
A32193,0
A16491,0
A53176,0
A05054,0
A00695,0
A95253,0
A63336,0
A65606,0
A21555,0
A16958,0
N11929,0
A70055,0
A55816,0
A36019,0
A89005,0
A15528,0
A42231,0
A28586,0
A30479,0
A26048,0
A40127,0
A88098,0
A47331,0
B08738,0
K050364.000.xml,0
A33821,0
A82531,0
A15639,0
A44869,0
A29546,0
A63295,0
A01889,0
A25979,0
A69817,0
A75349,0
A69464,0
A48892,0
A76447,0
A92075,0
A19466,0
K057507.002.xml,0
N00965,0
A56583,0
A28102,0
A22048,0
A90350,0
A33241,0
A17297,0
A78078,0
A53972,0
A39785,0
K032341.000.xml,0
A22836,0
N07655,0
A63831,0
A78151,0
A69672,0
A22714,0
A89204,0
A50248,0
A29572,0
A54721,0
A42186,0
A47307,0
A55663,0
A85287,0
A13835,0
A45417,0
B02333,0
A10556,0
N01123,0
A21902,0
A92102,0
A55949,0
A54635,0
A20978,0
A43803,0
A26201,0
A26858,0
B02405,0
A69994,0
N00195,0
A91223,0
A35775,0
A89043,0
A26796,0
A10061,0
A36786,0
A61306,0
A46726,0
A36452,0
A70515,0
A34215,0
A56455,0
A86142,0
A43674,0
A63885,0
A89030,0
B04159,0
A50431,0
A61693,0
A39245,0
N00766,0
A54215,0
A87865,0
A72822,0
A07269,0
A96885,0
A01033,0
A30701,0
A80123,0
A17724,0
A91827,0
A64936,0
A06106,0
N10519,0
A60440,0
A80810,0
A95755,0
A66596,0
A80461,0
A47288,0
N23001,0
A09411,0
A41314,0
A85049,0
A61250,0
A59342,0
A34414,0
A81869,0
A56773,0
A56459,0
N04714,0
A36444,0
N17946,0
B03062,0
A60326,0
A18016,0
A78459,0
A03795,0
B04444,0
N04477,0
K047937.000.xml,0
A76786,0
A96087,0
A71289,0
K094029.000.xml,0
A46361,0
A67328,0
A68968,0
A84313,0
A07263,0
A42935,0
A77030,0
A66081,0
A93847,0
K090132.000.xml,0
A94663,0
N18582,0
A09915,0
A14982,0
K073750.000.xml,0
A85915,0
A69722,0
A85347,0
A00405,0
A85238,0
A02629,0
A32309,0
A87888,0
A61618,0
K091116.001.xml,0
A92992,0
N21976,0
N05800,0
A06511,0
A28961,0
A50874,0
A51397,0
A71025,0
A53292,0
A71301,0
A10180,0
A18207,0
A32996,0
N05302,0
A21322,0
A85697,0
N28819,0
K119822.000.xml,0
A89507,0
A20076,0
A63167,0
A61363,0
A00680,0
A03693,0
A47262,0
A00283,0
A75823,0
B04456,0
A68848,0
A85946,0
A43068,0
A78254,0
K020293.000.xml,0
N10951,0
B09716,0
A94805,0
A67219,0
A93683,0
A27585,0
A89270,0
A55811,0
A13912,0
A01836,0
N13509,0
N30070,0
A41622,0
A76036,0
B06323,0
A59411,0
A90719,0
A95304,0
A04799,0
A51484,0
N24214,0
A03884,0
N00298,0
B04059,0
A04513,0
A33458,0
A37215,0
A66607,0
A56442,0
A18267,0
A51477,0
A54886,0
A51909,0
A49248,0
A26467,0
A13499,0
A71144,0
A68281,0
A91270,0
A55301,0
A37541,0
A36873,0
A52687,0
A47550,0
A79980,0
A65676,0
A56627,0
A09522,0
A86059,0
B06666,0
K089537.000.xml,0
B05250,0
K099198.000.xml,0
A89850,0
A77358,0
A58868,0
A32913,0
A68693,0
B02583,0
A39604,0
A61600,0
A00269,0
A75426,0
A44156,0
B02141,0
N06940,0
N00132,0
A82879,0
N07553,0
A01678,0
B00941,0
K025595.000.xml,0
A25913,0
A00554,0
A78227,0
A29108,0
A18317,0
A93045,0
A06182,0
B06656,0
A30060,0
A87806,0
A97070,0
K037046.000.xml,0
A67148,0
N04820,0
A07217,0
A53458,0
A46083,0
A50887,0
A16624,0
N15336,0
A38743,0
A88513,0
A85302,0
B06372,0
A89815,0
A66947,0
A91536,0
A43121,0
N29988,0
A34267,0
N17321,0
B04975,0
A23383,0
A36198,0
A93318,0
A54454,0
A23639,0
A91822,0
B04944,0
A31270,0
A96797,0
A03618,0
A13878,0
A58649,0
A74761,0
N19200,0
A03489,0
A56130,0
N08310,0
A80372,0
B09693,0
N15134,0
A63960,0
A94764,0
B01877,0
A94641,0
K118343.000.xml,0
A65817,0
K113928.000.xml,0
A83864,0
A61839,0
A55596,0
N26506,0
A91992,0
A66970,0
A43026,0
A66341,0
K022115.002.xml,0
A91567,0
B04552,0
N02536,0
A36397,0
A85843,0
A62882,0
A40854,0
A25716,0
A61850,0
A93756,0
A80769,0
A52727,0
A51443,0
A61841,0
A54757,0
N21573,0
A60273,0
A21642,0
K110238.006.xml,0
A54075,0
N10563,0
N18464,0
K077848.001.xml,0
A03389,0
A83997,0
A56413,0
A94087,0
A94695,0
A70401,0
A39982,0
N02149,0
A41388,0
A81480,0
A52833,0
A92498,0
A26924,0
N08506,0
A13173,0
N04899,0
A08696,0
A28864,0
A74698,0
A35670,0
N01670,0
A57933,0
A55661,0
N01108,0
A41483,0
A52433,0
A26675,0
A80470,0
A13316,0
A62411,0
A43343,0
K059161.000.xml,0
N04131,0
A04498,0
A67646,0
A44834,0
A81218,0
N27938,0
A29736,0
K043079.000.xml,0
A90565,0
A46732,0
B04639,0
A22571,0
N04573,0
A82948,0
N18921,0
N03641,0
A53980,0
A90332,0
A07896,0
A81171,0
A34392,0
K001755.000.xml,0
B05026,0
N03782,0
N27816,0
K113952.005.xml,0
A11692,0
A82127,0
A03078,0
A74216,0
A30833,0
A41481,0
A73571,0
A59544,0
A62423,0
A76066,0
A58072,0
N15352,0
A33130,0
A14742,0
A79477,0
A97255,0
A11005,0
A77296,0
A57195,0
A44433,0
A74210,0
A56284,0
A07888,0
A62214,0
A59335,0
A81338,0
A07609,0
A45246,0
A42051,0
A77277,0
A28519,0
A44165,0
N29423,0
A33882,0
A41963,0
B02737,0
A43286,0
A70956,0
A45992,0
B03932,0
B09610,0
A37457,0
A65597,0
A24001,0
A86587,0
A95529,0
N36808,0
A10878,0
A37777,0
A48676,0
A25039,0
A39110,0
A78464,0
N26414,0
N00578,0
A10591,0
A51005,0
A00155,0
N00026,0
A33817,0
A66176,0
A39535,0
A74662,0
A01425,0
A39737,0
A42181,0
A53273,0
A62876,0
A80622,0
K046182.000.xml,0
A20173,0
A65859,0
A45898,0
A69324,0
A37880,0
A84134,0
A85256,0
A85448,0
A14671,0
N12794,0
N26047,0
K037679.000.xml,0
A85627,0
B00247,0
A95007,0
A65794,0
B01391,0
N14378,0
B07101,0
A65851,0
A94846,0
A93388,0
A92225,0
A93317,0
A67534,0
A44211,0
A12327,0
A87076,0
B27515,0
A21419,0
A56116,0
N10431,0
A26199,0
A02496,0
B05938,0
A27341,0
A35033,0
A65052,0
A83209,0
A63777,0
A33299,0
N01315,0
A34432,0
A38779,0
A84803,0
A78442,0
A47998,0
N00032,0
B06760,0
N30703,0
A18945,0
A70927,0
A57090,0
A66394,0
A21893,0
A21232,0
A86157,0
A33142,0
A86720,0
A82519,0
N04973,0
A11767,0
A27543,0
A31445,0
A80167,0
A80547,0
A33858,0
K092252.004.xml,0
A62429,0
K018102.000.xml,0
N03853,0
A01363,0
A08154,0
A78099,0
A61899,0
A49124,0
A85868,0
A29033,0
A61608,0
A41981,0
A21524,0
A05824,0
A49840,0
A86042,0
A08807,0
A03343,0
A45610,0
N02372,0
A75813,0
A94040,0
A89981,0
A58551,0
A20725,0
A46350,0
A46905,0
A70494,0
A42356,0
N09742,0
A04259,0
A39018,0
A11155,0
A87528,0
B08856,0
A86934,0
N20523,0
N03053,0
A04959,0
A37813,0
B03953,0
A69302,0
A85735,0
A95217,0
A03566,0
N02913,0
A82650,0
A81432,0
A13948,0
A44610,0
N04575,0
A46720,0
A93632,0
A58143,0
A85338,0
A52882,0
B10187,0
A82482,0
A09268,0
A35736,0
A09741,0
K011545.000.xml,0
A52082,0
A45147,0
A55668,0
A95616,0
K063333.000.xml,0
A35475,0
A29538,0
A92548,0
A61468,0
A27155,0
A10867,0
A96081,0
A46984,0
A28223,0
A09280,0
A91295,0
A51523,0
A59593,0
A77211,0
A26417,0
A88933,0
A74148,0
A85545,0
A59968,0
A90227,0
A60977,0
A82336,0
A53589,0
A76675,0
A95590,0
A30839,0
A55822,0
A86467,0
B01322,0
B03681,0
B06634,0
A84299,0
A10269,0
A26756,0
A82972,0
A43465,0
A54204,0
A90857,0
A40588,0
B08717,0
A20494,0
A91974,0
A32736,0
A93646,0
A12258,0
A13414,0
A13431,0
A60879,0
A90193,0
A21566,0
A03434,0
A92759,0
A96842,0
A44844,0
A11240,0
A79771,0
A36051,0
A84135,0
A39308,0
A41818,0
A90233,0
A89835,0
A46036,0
B08833,0
B09870,0
A85368,0
N28502,0
N13864,0
A41212,0
A31403,0
A29440,0
A90480,0
A11488,0
A51764,0
A09591,0
B09924,0
A20505,0
K000039.000.xml,0
A26785,0
B06474,0
A88073,0
A51531,0
A05165,0
K016527.004.xml,0
A09100,0
A33580,0
A29548,0
A73178,0
A83707,0
A60956,0
A42834,0
A41777,0
A91794,0
A15591,0
A16684,0
B14212,0
A78762,0
A90607,0
A86038,0
A50883,0
A06674,0
A31013,0
N00789,0
A54351,0
A40928,0
A29380,0
A92437,0
A34438,0
A76887,0
A06619,0
A13563,0
A93172,0
A37865,0
A29189,0
A56701,0
N00799,0
A03413,0
A40140,0
A46370,0
A48761,0
A00823,0
A83860,0
A62818,0
K108268.000.xml,0
A97130,0
A94261,0
A64635,0
A23374,0
A34355,0
N22442,0
B06370,0
N25361,0
A53966,0
K038285.000.xml,0
A10663,0
A70647,0
A80671,0
A37077,0
A03582,0
N20185,0
A77484,0
N02985,0
A86030,0
N03122,0
A33491,0
A70732,0
A46697,0
A77717,0
B11278,0
A94771,0
A93145,0
A96548,0
A92171,0
A76996,0
A44497,0
A42294,0
A67439,0
N25683,0
A32074,0
A31661,0
A29916,0
A75500,0
N01595,0
A90854,0
A80390,0
A44805,0
A24063,0
A66898,0
A75523,0
A64662,0
A85870,0
A39265,0
A90287,0
A34502,0
A90556,0
B10043,0
A94590,0
A17985,0
A64989,0
A58043,0
A22294,0
A76068,0
A55001,0
K090929.000.xml,0
A64359,0
K044267.000.xml,0
N01152,0
A55166,0
A54505,0
A85733,0
K043977.000.xml,0
A34794,0
B03488,0
B04443,0
A05349,0
A34689,0
A31716,0
A87662,0
A56002,0
A83909,0
A04138,0
A65956,0
B04580,0
A55933,0
N17286,0
A14615,0
A83988,0
A93266,0
A41780,0
A90912,0
A21202,0
A39306,0
A64450,0
A62798,0
A75104,0
A43193,0
B27073,0
A55712,0
A82623,0
A64466,0
N08014,0
A84279,0
A43838,0
A66178,0
A29781,0
A75707,0
B02209,0
A13854,0
A62418,0
A54245,0
B02226,0
N04628,0
A63516,0
A30672,0
A44550,0
A27337,0
A91385,0
A21279,0
A47650,0
A64776,0
A46725,0
A36399,0
A78339,0
A58514,0
A20056,0
A61484,0
B02631,0
N04716,0
A35099,0
A52807,0
N12325,0
A62950,0
A75583,0
N28337,0
N23644,0
A37066,0
A39347,0
B09168,0
A10391,0
N25896,0
A46856,0
A70370,0
A78610,0
A84714,0
A87062,0
K039201.000.xml,0
A31731,0
A56732,0
B04573,0
B08613,0
A90952,0
N04981,0
A76101,0
N00249,0
A38061,0
B03453,0
A66126,0
B03207,0
A29260,0
A87089,0
A39326,0
A53477,0
A40135,0
N00467,0
A17013,0
A49651,0
A55446,0
A45577,0
N23388,0
A55717,0
K024379.000.xml,0
A49481,0
A39736,0
A78588,0
A70729,0
B08057,0
A86624,0
A16598,0
A43198,0
N09086,0
A25892,0
A70269,0
A44852,0
A64962,0
A31238,0
A67510,0
A85982,0
A79837,0
B03614,0
A95030,0
N36041,0
A28370,0
A94792,0
N05972,0
A91126,0
A90354,0
A79973,0
A07704,0
A36761,0
A78302,0
A32869,0
A46959,0
A94934,0
A17282,0
A83020,0
A86810,0
B02382,0
K101652.000.xml,0
A21887,0
N00230,0
A50402,0
A90430,0
A44619,0
A52961,0
A06372,0
A81718,0
A09868,0
A25575,0
A62609,0
A35689,0
A46988,0
A21550,0
N00640,0
B23327,0
A82862,0
A82019,0
A52085,0
A40416,0
A41160,0
A36882,0
A34498,0
A67643,0
A41883,0
A83540,0
A60036,0
A27068,0
N03678,0
B04382,0
A82821,0
A95116,0
A89842,0
A44690,0
A37306,0
K126403.000.xml,0
A40953,0
A03267,0
A33011,0
A03621,0
K109095.001.xml,0
N08016,0
A63764,0
A54260,0
A63456,0
A70625,0
B07434,0
A36482,0
A54193,0
B02516,0
N37005,0
K059867.001.xml,0
A40501,0
A91797,0
A48642,0
N32900,0
A10213,0
A80819,0
A78875,0
A48472,0
A88242,0
A61251,0
A52480,0
A06271,0
A74093,0
A67461,0
A60900,0
A38979,0
N24713,0
A28660,0
A30936,0
A75309,0
A84782,0
A37873,0
A92765,0
N00561,0
A49980,0
A83897,0
A14273,0
A57717,0
A53218,0
A33354,0
A19813,0
N24259,0
N28871,0
A43565,0
A19436,0
A67491,0
A26179,0
A89176,0
A39145,0
A40362,0
A45830,0
K016332.002.xml,0
A28886,0
A88110,0
N00199,0
A94265,0
A73126,0
A76972,0
A65343,0
K041548.003.xml,0
A02331,0
N03401,0
A16161,0
A06308,0
A12128,0
A21598,0
A85022,0
A86789,0
A60851,0
A84708,0
A53456,0
A60559,0
A46324,0
A32015,0
A36986,0
A19839,0
A06214,0
A64727,0
A90400,0
N27645,0
A20934,0
K046076.000.xml,0
N24716,0
A74574,0
A38099,0
A46108,0
A50861,0
A42627,0
A29101,0
N11127,0
A22386,0
A47019,0
A21516,0
A76441,0
A76911,0
B08768,0
A54074,0
K030987.000.xml,0
A84007,0
A55777,0
A06932,0
B01792,0
A42570,0
A45770,0
A13707,0
A25493,0
A92319,0
B04073,0
A26639,0
B05457,0
A78076,0
A89602,0
N08447,0
A57817,0
A62890,0
A69335,0
A63766,0
A29394,0
A49848,0
A02740,0
A31471,0
A48026,0
B03226,0
A62493,0
A67322,0
A89268,0
A96485,0
A14821,0
A63540,0
A82057,0
A18767,0
A18823,0
A53140,0
A84741,0
A71233,0
A47977,0
N04743,0
A02597,0
A46383,0
A94697,0
A78405,0
A36913,0
A47510,0
A43972,0
A67834,0
A39544,0
A21768,0
A39356,0
A65820,0
A30859,0
A09297,0
A17769,0
A53696,0
A42573,0
N01257,0
N27671,0
A51415,0
A51987,0
A28440,0
A46366,0
A81730,0
A46779,0
A60048,0
A06819,0
B08822,0
A74855,0
A11166,0
A33538,0
A18385,0
A50664,0
A60830,0
A09626,0
A32738,0
A43425,0
A59656,0
A42125,0
A83256,0
A25931,0
A82960,0
A31997,0
A16529,0
A27583,0
A07471,0
N09675,0
A75436,0
A54277,0
A80273,0
N28947,0
A79501,0
A56447,0
A04416,0
A34590,0
A83437,0
A00181,0
B07680,0
A38944,0
A91075,0
N02811,0
A95083,0
B09324,0
A26897,0
N30177,0
A92575,0
A17130,0
N12006,0
B05734,0
A45679,0
A03858,0
A57469,0
A38652,0
A22362,0
A03444,0
A21494,0
B08923,0
A65000,0
A81546,0
A20601,0
A48763,0
A34479,0
A84670,0
A23636,0
A75732,0
K133067.000.xml,0
A88249,0
A70766,0
A38528,0
A43102,0
A10283,0
A34538,0
A25808,0
N00444,0
A88550,0
A36609,0
A87011,0
A34075,0
A85352,0
A76238,0
A18426,0
A40602,0
A33371,0
A49906,0
A28887,0
A61699,0
B08252,0
A91336,0
A84184,0
A63303,0
A78622,0
A19863,0
A92766,0
A02503,0
A41761,0
A36354,0
A52332,0
A77323,0
A51705,0
A95541,0
A43049,0
N19076,0
A79169,0
A78341,0
A26979,0
A21491,0
A70044,0
K020296.000.xml,0
A02622,0
A23675,0
A10088,0
A53658,0
N19778,0
N08647,0
A79057,0
A72064,0
A65868,0
A96899,0
A27605,0
A03881,0
A67218,0
A35600,0
A49590,0
A40607,0
A97040,0
N19291,0
A28011,0
A17389,0
A54266,0
B03097,0
A47260,0
A13578,0
A94502,0
A89599,0
A07279,0
A12615,0
A33648,0
A93412,0
N01518,0
A87745,0
A53907,0
N00872,0
N06250,0
K132097.002.xml,0
A95679,0
A80256,0
A15843,0
B03561,0
A50077,0
K119752.000.xml,0
A33706,0
A58967,0
A38663,0
A86182,0
B08578,0
A62822,0
A26553,0
A20158,0
A33092,0
N13709,0
A60064,0
A60125,0
A01159,0
A37530,0
A08844,0
K041548.006.xml,0
A88665,0
B05629,0
N29284,0
A95860,0
A90266,0
N35582,0
A84399,0
A21867,0
A85452,0
A18352,0
A33074,0
B02700,0
A83789,0
A09253,0
A33520,0
A24901,0
B05697,0
A53979,0
A55634,0
A34652,0
A18553,0
A58130,0
N10557,0
K061112.000.xml,0
A34672,0
A85704,0
A96594,0
A75881,0
A55305,0
A45218,0
A81281,0
A46958,0
A39104,0
A37973,0
N08070,0
A25310,0
N10052,0
A12151,0
A33270,0
A31493,0
A91727,0
B14638,0
A74192,0
A11725,0
K048355.000.xml,0
A40970,0
N01237,0
N28330,0
A77366,0
A78317,0
A87630,0
A07889,0
A07480,0
A73937,0
A78129,0
A89220,0
N26357,0
A89367,0
A52599,0
A43063,0
N28114,0
A56436,0
A22993,0
A29126,0
A45645,0
A65839,0
A64644,0
A02536,0
A39874,0
A84035,0
A80201,0
B01552,0
A48006,0
A95207,0
B14598,0
A31136,0
A25782,0
A05280,0
A55984,0
A89403,0
A39302,0
A75535,0
N00527,0
A10206,0
A10318,0
N05930,0
A96978,0
A87292,0
B05716,0
N00123,0
A70858,0
A60959,0
A09628,0
A94500,0
A90351,0
A96182,0
A21059,0
A00756,0
A68543,0
A43537,0
A54950,0
A32796,0
A25263,0
A92064,0
A66727,0
A12078,0
A14690,0
A04189,0
N26413,0
A54631,0
A03697,0
A29130,0
A50469,0
A71356,0
A66616,0
A50076,0
A35708,0
A38393,0
A29309,0
A67457,0
A17247,0
A40209,0
N07748,0
A62320,0
A96272,0
A39647,0
A26062,0
A04585,0
A89003,0
A41639,0
A91658,0
A02623,0
A76176,0
A87000,0
A43749,0
A96332,0
A82166,0
A81832,0
A35430,0
A86162,0
A76312,0
A51021,0
N29482,0
B14181,0
A42455,0
A81910,0
A58819,0
A07907,0
A25315,0
A94540,0
A47166,0
N10498,0
A01492,0
B02933,0
A07491,0
A11811,0
K056945.000.xml,0
A67637,0
A65573,0
A60091,0
A39359,0
N10654,0
K009746.000.xml,0
N12370,0
B04617,0
A59831,0
K043155.000.xml,0
A31739,0
A30394,0
A85605,0
A84164,0
A03494,0
A47758,0
N28352,0
A47917,0
N02266,0
A94463,0
A11483,0
A37246,0
A78265,0
A30643,0
A93315,0
A56633,0
A88203,0
B03939,0
A67101,0
A30530,0
A97060,0
A76407,0
A37338,0
A10018,0
N09616,0
A91412,0
A58756,0
B03763,0
A86506,0
A21397,0
A56345,0
A92112,0
A89881,0
A70378,0
A87269,0
A75141,0
N02166,0
A47781,0
A21861,0
A76423,0
A27614,0
A61206,0
A63198,0
K103261.000.xml,0
A37818,0
N05814,0
A91067,0
N00537,0
A00631,0
A25373,0
A84162,0
A68345,0
N21054,0
A49241,0
N00256,0
A08548,0
A80364,0
B06103,0
A40835,0
A22263,0
B20807,0
B09426,0
A50393,0
A07215,0
A88807,0
A53261,0
A61197,0
A67016,0
A61768,0
A94125,0
A37007,0
A50342,0
A28240,0
N03884,0
K123849.000.xml,0
N14214,0
A79549,0
A84858,0
A25844,0
A42022,0
A56258,0
A30847,0
N03090,0
A07551,0
A51285,0
A38310,0
A33497,0
A49870,0
A53661,0
B05651,0
A01197,0
A08725,0
A23077,0
A88651,0
B05718,0
A28854,0
A20623,0
N23961,0
A83087,0
B23841,0
N01600,0
A01483,0
A68954,0
A33485,0
A19271,0
A28906,0
A35874,0
A33548,0
A43101,0
A83624,0
A67833,0
A16825,0
B06166,0
A54668,0
A93882,0
B05755,0
A93559,0
A77642,0
A38377,0
A67498,0
B08543,0
A66870,0
A35307,0
B04192,0
A63326,0
A73899,0
A96926,0
N00759,0
A08560,0
A59598,0
B01935,0
N04498,0
A53385,0
A04705,0
A36374,0
A21958,0
A92204,0
A30439,0
A92173,0
A25873,0
A37413,0
A91275,0
A32955,0
A40709,0
A34251,0
A42445,0
A30455,0
B06896,0
A63172,0
A87311,0
N08837,0
K067477.000.xml,0
A85311,0
A85583,0
A76734,0
A15636,0
A34216,0
A32937,0
A85041,0
A84246,0
B05960,0
A91078,0
K025532.002.xml,0
A49809,0
A45650,0
A75564,0
A16642,0
A20072,0
A39282,0
A67426,0
A01348,0
A30561,0
A65257,0
A80495,0
B01536,0
A91076,0
B03015,0
A60564,0
A63324,0
A35938,0
K068536.000.xml,0
A83770,0
A92951,0
A87171,0
N07600,0
A37983,0
A28575,0
A21343,0
A10804,0
A47066,0
A89395,0
A04086,0
A53158,0
A17167,0
A79065,0
N08799,0
A00166,0
A63665,0
A52286,0
A90864,0
A61175,0
A83953,0
A58822,0
A25495,0
A13726,0
K023017.000.xml,0
A22023,0
A52888,0
A44504,0
N07949,0
B02807,0
B05510,0
A29414,0
A93596,0
A64297,0
A65622,0
A07591,0
A74232,0
A26981,0
A34580,0
A29070,0
A55108,0
A84982,0
A57186,0
A23904,0
A63745,0
A84971,0
A68202,0
A75900,0
A17474,0
A92956,0
A86330,0
A61307,0
A62464,0
A63828,0
A60122,0
A42959,0
A66104,0
A47779,0
A42304,0
A91237,0
A94646,0
A35015,0
N28910,0
A83973,0
A65565,0
A43716,0
A57017,0
A30351,0
A14594,0
A12562,0
A88679,0
A47964,0
N12680,0
A85400,0
K101518.000.xml,0
A93210,0
A38311,0
A60690,0
A87408,0
A53446,0
A11897,0
A64291,0
A58077,0
A45150,0
A07789,0
A41537,0
A88240,0
K067073.000.xml,0
A88811,0
B03592,0
A09573,0
A44949,0
A29473,0
N22608,0
A72816,0
B23169,0
A61854,0
B03657,0
A87082,0
A10647,0
A02679,0
A21920,0
B05648,0
A58190,0
A93711,0
A78095,0
A15903,0
A08463,0
A92267,0
K102914.000.xml,0
A80940,0
A21981,0
A84796,0
A95414,0
A81235,0
A57425,0
A76738,0
A82905,0
B03976,0
A73318,0
A62937,0
A33527,0
A76302,0
A63071,0
A28182,0
A01474,0
A45319,0
A93249,0
B04061,0
A52448,0
A01094,0
A43673,0
A58442,0
A29199,0
A62783,0
A48014,0
A49553,0
A05587,0
A50541,0
A10256,0
B04913,0
A77762,0
A19261,0
A68555,0
A90197,0
A37728,0
A17036,0
A65136,0
B08625,0
A37153,0
A51632,0
A38772,0
B00235,0
A77960,0
K109093.004.xml,0
A52629,0
A02567,0
A41329,0
A59918,0
A08939,0
A87810,0
A95857,0
A02827,0
A88993,0
A13562,0
N01650,0
A21688,0
A79964,0
A52035,0
N04609,0
A65695,0
A19160,0
A19985,0
A82106,0
A42544,0
A14923,0
A24472,0
A02591,0
A56206,0
A76354,0
A83496,0
A85728,0
A45578,0
A46041,0
A61142,0
A40783,0
A20781,0
A31250,0
A65977,0
B06873,0
A01683,0
A49373,0
A04629,0
A69947,0
A62954,0
A82930,0
A04574,0
A94279,0
A79245,0
N07811,0
A73761,0
A44285,0
B04584,0
A84130,0
A21862,0
A64228,0
A78937,0
A41366,0
B06874,0
A92855,0
A19056,0
A04656,0
A44351,0
A53025,0
A39266,0
N04479,0
B06882,0
A20154,0
A14178,0
N05496,0
A56601,0
A80249,0
N09376,0
A46460,0
A94349,0
A86677,0
A88084,0
A15061,0
A58201,0
A16325,0
K106115.000.xml,0
N28744,0
A01080,0
B01023,0
A18066,0
B05725,0
A96180,0
A65709,0
A87947,0
A58265,0
A77780,0
A02408,0
K112765.000.xml,0
B05515,0
A41527,0
A21582,0
A61758,0
A04542,0
A33813,0
A43266,0
A19522,0
A34471,0
A18592,0
B02789,0
A26370,0
A09170,0
A78460,0
A80538,0
A59044,0
A09262,0
A70471,0
A30309,0
N34195,0
K106443.000.xml,0
N02035,0
A21489,0
A25523,0
A25569,0
A62264,0
A93809,0
B06022,0
K014420.000.xml,0
A96970,0
A76995,0
A64513,0
A62735,0
A95621,0
A05967,0
A03032,0
A86151,0
A48710,0
A94708,0
K007021.000.xml,0
K086061.000.xml,0
A42161,0
A89184,0
A02143,0
A64185,0
N15855,0
A77969,0
A04551,0
A49146,0
A67724,0
A63739,0
B01237,0
A41850,0
K022990.001.xml,0
A03922,0
A96290,0
A36692,0
A89665,0
K107398.001.xml,0
A81323,0
A93052,0
A51991,0
A27411,0
A04376,0
A60436,0
N01517,0
A04208,0
N27542,0
A40424,0
A30481,0
A78334,0
A30804,0
K101613.000.xml,0
K069955.001.xml,0
B04128,0
A14902,0
A72825,0
A35611,0
A11440,0
A19216,0
A65897,0
N08536,0
A66367,0
K013690.000.xml,0
A23393,0
K032282.000.xml,0
A11074,0
A09117,0
A37701,0
A09760,0
A02551,0
A56011,0
A14669,0
A60491,0
A36890,0
A50391,0
A85151,0
A27064,0
A48137,0
A87925,0
A77754,0
A43688,0
A26578,0
A55533,0
A80297,0
A75144,0
A65639,0
A26160,0
A62254,0
A44491,0
A48500,0
A01822,0
A74917,0
A35571,0
A50000,0
A90411,0
A46939,0
A41854,0
A79007,0
A46081,0
A00428,0
A15515,0
A23605,0
A53575,0
A30017,0
A41041,0
A54807,0
A14367,0
A96350,0
A80254,0
A13481,0
A53534,0
A96735,0
A81168,0
A60032,0
A44428,0
A95905,0
A06223,0
A83301,0
A95190,0
A97170,0
A57046,0
A39910,0
A34835,0
K042848.000.xml,0
A42747,0
A87575,0
A38370,0
A09510,0
A40219,0
A64235,0
A21694,0
B15063,0
A55421,0
A95674,0
A79821,0
A38656,0
K052751.000.xml,0
A61806,0
B06541,0
A48453,0
A32874,0
K035921.000.xml,0
N00510,0
B03107,0
A76882,0
A46304,0
A96476,0
A63447,0
A89219,0
A40446,0
B08626,0
A16746,0
A20662,0
A64807,0
A34306,0
A96151,0
A90288,0
A25796,0
A90586,0
K024381.000.xml,0
A87966,0
B05521,0
A88360,0
A20965,0
A82847,0
A58888,0
A46363,0
N19882,0
B12182,0
A68090,0
A48685,0
K062802.000.xml,0
A06531,0
A49043,0
A63228,0
A17521,0
A43817,0
N21379,0
A71184,0
A88250,0
B04838,0
A18250,0
N23432,0
A48949,0
A28968,0
A26909,0
A29941,0
A52722,0
A46986,0
A75311,0
N04599,0
K022849.000.xml,0
A41933,0
A00797,0
A77134,0
A28252,0
A34206,0
A36969,0
K058702.002.xml,0
B02369,0
K038048.000.xml,0
A86132,0
N05855,0
A50181,0
A58123,0
A06880,0
A58334,0
A02103,0
A82958,0
A85548,0
A30959,0
A93381,0
A30788,0
A78519,0
K125710.000.xml,0
A38322,0
A85641,0
N15245,0
A69841,0
A43720,0
A21237,0
A15587,0
A56485,0
A39444,0
N08768,0
A08546,0
B04095,0
A61280,0
A84082,0
A78039,0
A51869,0
A97122,0
A28572,0
A28910,0
A15508,0
A09107,0
A31856,0
A62803,0
A81784,0
A67431,0
A93271,0
A36148,0
A03238,0
A25225,0
A02725,0
A87950,0
A95744,0
A95816,0
A91779,0
A95498,0
B07590,0
A02031,0
A39536,0
B06600,0
A44568,0
B04579,0
A36359,0
A53999,0
A20953,0
K091144.000.xml,0
A96859,0
A75990,0
K009952.000.xml,0
B14943,0
A62664,0
A01898,0
A61301,0
A07912,0
A45460,0
N02639,0
A41096,0
B00039,0
A30553,0
A94631,0
A94257,0
A48733,0
A72937,0
A26097,0
A07200,0
A90441,0
A49205,0
A87304,0
A70787,0
A17900,0
A35023,0
A87264,0
A01144,0
A65410,0
A39360,0
A55392,0
A78260,0
A50260,0
A27210,0
A51227,0
N14001,0
A49895,0
A60342,0
N05049,0
A49206,0
A90298,0
A25428,0
K058227.000.xml,0
A52820,0
A38792,0
A79810,0
A54059,0
A42067,0
A51566,0
A04931,0
A70762,0
