TCP,ESTC ,text_name,html_name,serendipFilename,Title,Title 30 Char or fewer,Author,Date,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Keywords,Call Number,"Verse, Prose, Mixed ",Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Notes
K019951.000,T232,K019951.000.txt,k019951000_Docuscope.html,K019951.000_1788_Occasionalstanzaswri,"Occasional stanzas, written at the request of the Revolution Society: and recited on their anniversary, November 4, 1788. To which is added, Queen Mary to King William, during his campaign in Ireland, 1690; a poetical epistle. By William Hayley, Esq.",RevolutionSocietyStanzas,"Hayley, William, 1745-1820.",1788,4°,,1788,London :,"printed for T. Cadell,",,,verse,NI,NARR,
K020267.000,T743,K020267.000.txt,k020267000_Docuscope.html,K020267.000_1751_Anauthenticnarrative,An authentic narrative of the late extraordinary proceedings at Cambridge: against the W--------r Club.,CambridgeWestminsterClub,"Francklin, Thomas, 1721-1784.",1751,8°,,1751,London :,"printed for M.Cooper,",,,prose,STA,STA,
K020295.000,T779,K020295.000.txt,k020295000_Docuscope.html,K020295.000_1760_Thewaytokeephimacome,The way to keep him: a comedy in three acts: as it is perform'd at the Theatre-Royal in Drury-Lane.,TheWayToKeepHimComedy,"Murphy, Arthur, 1727-1805.",1760,8°,,1760,London :,"printed for P. Vaillant,",,,prose,NI,NARR,
K020308.000,T792,K020308.000.txt,k020308000_Docuscope.html,K020308.000_1756_AthelstanAtragedyAsi,Athelstan: A tragedy. As it is acted at the Theatre Royal in Drury-Lane.,AthelstanTragedy,"Brown, John, 1715-1766.",1756,8°,,1756,London :,"printed for Lockyer Davis and Charles Reymers, Holbourn; and at Lord Bacon's Head in Fleet-Street,",,,verse,NI,NARR,
K020428.000,T935,K020428.000.txt,k020428000_Docuscope.html,K020428.000_1786_Shortsketchoftempora,"Short sketch of temporary regulations: (until better shall be proposed) for the intended settlement on the grain coast of Africa, near Sierra Leona.",RegulationsAfricaSettlement,"Sharp, Granville, 1735-1813.",1786,8°,,1786,London :,"printed by H. Baldwin,",,,prose,STA,STA,
K020909.000,T1554,K020909.000.txt,k020909000_Docuscope.html,K020909.000_1766_ThedoublemistakeAcom,The double mistake: A comedy. As it is performed at the Theatre-Royal in Covent-Garden.,DoubleMistakeComedy,"Griffith, Mrs. (Elizabeth), 1720?-1793.",1766,8°,,1766,London :,"printed for J. Almon; T. Lowndes; S. Bladon; and J. Williams,",,,prose,NI,NARR,
K020914.000,T1560,K020914.000.txt,k020914000_Docuscope.html,K020914.000_1760_Anadditionaldialogue,"An additional dialogue of the dead, between Pericles and Aristides: being a sequel to the dialogue between Pericles and Cosmo:",DialogueDeadPericlesAristides,"Brown, John, 1715-1766.",1760,8°,,1760,London :,"printed for L. Davis and C. Reymers,",,,prose,NI,ARG,
K020963.000,T1711,K020963.000.txt,k020963000_Docuscope.html,K020963.000_1764_GothamApoemBookIIByC,Gotham. A poem. Book II. By C. Churchill:,GothamPoemBookTwo,"Churchill, Charles, 1731-1764.",1764,4°,,1764,London :,"printed for the author; and sold by G. Kearsly; W. Flexney; C. Henderson; J. Coote; J. Gardiner; and J. Almon,",,,verse,NI,NARR,
K020978.000,T1728,K020978.000.txt,k020978000_Docuscope.html,K020978.000_1733_AchillesAnoperaAsiti,Achilles: An opera. As it is perform'd at the Theatre-Royal in Covent-Garden. Written by the late Mr. Gay. With the musick prefix'd to each song.,AchillesAnOpera,"Gay, John, 1685-1732.",1733,8°,,1733,London :,"printed for J. Watts,",,,prose,NI,NARR,
K020979.000,T1729,K020979.000.txt,k020979000_Docuscope.html,K020979.000_1732_AmeliaAnewEnglishope,"Amelia: A new English opera, as it is perform'd at the New Theatre in the Hay-Market, after the Italian manner. Set to musick by Mr. John Frederick Lampe.",AmeliaANewOpera,"Carey, Henry, 1687?-1743.",1732,8°,,1732,London :,"printed for J. Watts,",,,prose,NI,NARR,
K020996.000,T1747,K020996.000.txt,k020996000_Docuscope.html,K020996.000_1780_Anessayonhistoryinth,"An essay on history: in three epistles to Edward Gibbon, Esq. with notes. By William Hayley, Esq.",EssayOnHistoryToGibbon,"Hayley, William, 1745-1820.",1780,4°,,1780,London :,"printed for J. Dodsley,",,,verse,NN,NARR,
K021003.000,T1755,K021003.000.txt,k021003000_Docuscope.html,K021003.000_1731_ThegenerousFreemason,"The generous Free-mason: or, the constant lady. With the humours of Squire Noodle, and his man Doodle. A tragi-comi-farcical ballad opera. In three acts. With the musick prefix'd to each song. By the author of The lover's opera:",GenerousFreeMasonABalladOpera,"Chetwood, W. R. (William Rufus), d. 1766.",1731,8°,,1731,London :,"printed for J. Roberts, and sold by the booksellers of London and Westminster,",,,mixed,,,
K021151.002,T1943,K021151.002.txt,k021151002_Docuscope.html,K021151.002_1749_ThehistoryofTomJones,"The history of Tom Jones: a foundling. In three volumes. ... By Henry Fielding, Esq;.|History of Tom Jones",TomJonesV1,"Fielding, Henry, 1707-1754.",1749,12°,,1749,Dublin :,"printed for John Smith,",,,prose,NI,NARR,
K021151.003,T1943,K021151.003.txt,k021151003_Docuscope.html,K021151.003_1749_ThehistoryofTomJones,"The history of Tom Jones: a foundling. In three volumes. ... By Henry Fielding, Esq;.|History of Tom Jones",TomJonesV3,"Fielding, Henry, 1707-1754.",1749,12°,,1749,Dublin :,"printed for John Smith,",,,prose,NI,NARR,
K021253.000,T2080,K021253.000.txt,k021253000_Docuscope.html,K021253.000_1771_TheWestIndianacomedy,The West Indian: a comedy. As it is performed at the Theatre Royal in Drury-Lane. By the author of The brothers.,WestIndianComedy,"Cumberland, Richard, 1732-1811.",1771,8°,,1771,London :,"printed for W. Griffin,",,,prose,NI,NARR,
K021260.000,T2088,K021260.000.txt,k021260000_Docuscope.html,K021260.000_1768_AmeliaAmusicalentert,Amelia: A musical entertainment of two acts. As it is performed at the Theatre Royal in Covent-Garden.,AmeliaMusical,"Cumberland, Richard, 1732-1811.",1768,8°,,1768,London :,"printed for J. Dodsley; and W. Johnston,",,,mixed,NI,NARR,
K021585.000,T2617,K021585.000.txt,k021585000_Docuscope.html,K021585.000_1727_Theevidentadvantages,"The evident advantages to Great Britain and its allies from the approaching war: especially in matters of trade. To which is added two curious plans, one of the port and bay of Havana; the other of Porto-Belo:",AdvantagesOfWar,"Defoe, Daniel, 1661?-1731.",1727,8°,,1727,London :,"printed; and sold by J. Roberts; and A. Dodd,",,,prose,,,
K022018.000,T3265,K022018.000.txt,k022018000_Docuscope.html,K022018.000_1786_SpeechintheHouseofCo,"Speech in the House of Commons, on Tuesday the 7th of March, 1786. By Philip Francis, Esq:",PhilipFrancisCommonsSpeech,"Francis, Philip, Sir, 1740-1818.",1786,8°,,1786,London :,"printed for J. Debrett,",,,prose,STA,STA,
K022096.000,T3969,K022096.000.txt,k022096000_Docuscope.html,K022096.000_1773_YouthApoemByHallHart,"Youth. A poem: By Hall Hartson, Esq.",YouthAPoem,"Hartson, Hall, d. 1773.",1773,4°,,1773,London :,"printed for W. Griffin,",,,verse,NN,DESC,
K022117.000,T4004,K022117.000.txt,k022117000_Docuscope.html,K022117.000_1741_Essaysmoralandpoliti,"Essays, moral and political:",EssaysMoralAndPolitical,"Hume, David, 1711-1776.",1741,8°,,1741,Edinburgh :,"printed by R. Fleming and A. Alison, for A. Kincaid,",,,prose,EX,ARG,
K022120.000,T4007,K022120.000.txt,k022120000_Docuscope.html,K022120.000_1752_PoliticaldiscoursesB,Political discourses: By David Hume Esq.,HumePoliticalDiscourses,"Hume, David, 1711-1776.",1752,8°,,1752,Edinburgh :,"printed by R. Fleming, for A. Kincaid and A. Donaldson,",,,prose,EX?,ARG,
K022415.000,T4525,K022415.000.txt,k022415000_Docuscope.html,K022415.000_1777_Cautionrecommendedin,"Caution recommended in the use and application of Scripture language: A sermon preached July 15, 1777, in the cathedral church of Carlisle, at the visitation of the Right Reverend Edmund, Lord Bishop of Carlisle. By William Paley, ...",CautionScriptureLanguageSermon,"Paley, William, 1743-1805.",1777,4°,,1777,Cambridge :,"printed by J. Archdeacon; for T. & J. Merrill, in Cambridge; B. White; J. Robson & Co.; J. Wilkie; and Richardson & Urquhart, London,",,,prose,IR,INST,
K022565.000,T4710,K022565.000.txt,k022565000_Docuscope.html,K022565.000_1751_Theprogressofenvyapo,"The progress of envy: a poem, in imitation of Spenser. Occasioned by Lauder's attack on the character of Milton. Inscribed to the Right Honourable the Earl of Bath.",ProgressOfEnvyPoem,"Lloyd, Robert, 1733-1764.",1751,4°,,1751,London :,"printed for J. Newbery,",,,verse,NI,NARR,
K022860.000,T5337,K022860.000.txt,k022860000_Docuscope.html,K022860.000_1712_Anenquiryintothedang,An enquiry into the danger and consequences of a war with the Dutch:,DangerOfWarWithDutch,"Defoe, Daniel, 1661?-1731.",1712,8°,,1712,London :,"printed for J.Baker,",,,prose,,,
K023004.004,T5511,K023004.004.txt,k023004004_Docuscope.html,K023004.004_1736_MrPopesliterarycorre,"Mr. Pope's literary correspondence. Volume the fourth. With letters, &c. to, and from, Mr. Addison. Bishop Atterbury. ... To which are added, Muscovian letters:",PopeLiteraryCorrespondenceV4,"Pope, Alexander, 1688-1744.",1736,8°,,1736,London :,"printed for E. Curll,",,,mixed,NN,NARR,
K023005.005,T5512,K023005.005.txt,k023005005_Docuscope.html,K023005.005_1737_MrPopesliterarycorre,Mr. Pope's literary correspondence. Volume the fifth. With letters of Lord Bolingbroke. Lord Lansdowne.:,PopeLiteraryCorrespondenceVol5,"Pope, Alexander, 1688-1744.",1737,8°,,1737,London :,"printed for E. Curll,",,,mixed,NN,NARR,
K023013.000,T5520,K023013.000.txt,k023013000_Docuscope.html,K023013.000_1769_LettersofthelateAlex,"Letters of the late Alexander Pope, Esq. To a lady. Never before published:",AlexanderPopeLetters,"Pope, Alexander, 1688-1744.",1769,8°,,1769,London :,"printed for J. Dodsley,",,,prose,NN,NARR,
K023017.000,T5525,K023017.000.txt,k023017000_Docuscope.html,K023017.000_1718_Acluetothecomedyofth,"A clue to the comedy of the Non-juror: With some hints of consequence relating to that play. In a letter to N. Rowe, Esq; ...",ClueToTheNonJuror,"Pope, Alexander, 1688-1744.",1718,8°,,1718,London :,"printed for E. Curll,",,,prose,,,
K023024.000,T5536,K023024.000.txt,k023024000_Docuscope.html,K023024.000_1723_Dukeupondukeanexcell,Duke upon duke: an excellent new play-house ballad. Set to musick by Mr. Holdecombe.,DukeUponDukePlayhouseBallad,"Pope, Alexander, 1688-1744.",1723,2°,,1723,,London :,"printed for A. Moor, and sold by the booksellers,",,verse,,,
K023036.000,T5552,K023036.000.txt,k023036000_Docuscope.html,K023036.000_1735_TheDunciadWithnotesv,"The Dunciad: With notes variorum, and the prolegomena of Scriblerus. Written in the year, 1727.",DunciadWithNotesVariorum,"Pope, Alexander, 1688-1744.",[1735],8°,,1735,London :,"printed for Lawton Gilliver,",,,mixed,NI,NARR,
K023048.000,T5566,K023048.000.txt,k023048000_Docuscope.html,K023048.000_1719_EloisatoAbelardWritt,Eloisa to Abelard: Written by Mr. Pope.,EloisaToAbelard,"Pope, Alexander, 1688-1744.",1720 [1719],8°,,1719,London :,"printed for Bernard Lintot,",,,verse,,,
K023131.000,T5666,K023131.000.txt,k023131000_Docuscope.html,K023131.000_1733_Thefirstsatireofthes,"The first satire of the second book of Horace, imitated: in a dialogue between Alexander Pope of Twickenham in Com. Midd. Esq; on the one part, and his learned council on the other.",SatireOfPopes2ndBookOfHorace,"Pope, Alexander, 1688-1744.",1733,2°,,1733,London :,"printed by L. G. [Lawton Gilliver] and sold by A. Dodd; E. Nutt; and by the booksellers of London and Westminster,",,,verse,NI,NARR,
K023143.000,T5682,K023143.000.txt,k023143000_Docuscope.html,K023143.000_1715_AkeytothelockOratrea,"A key to the lock: Or, a treatise proving, beyond all contradiction, the dangerous tendency of a late poem, entituled, The rape of the lock, to government and religion. By Esdras Barnivelt, apoth.",DangerOfRapeOfTheLock,"Pope, Alexander, 1688-1744.",1715,8°,,1715,London :,"printed for J. Roberts,",,,prose,,,
K023148.000,T5688,K023148.000.txt,k023148000_Docuscope.html,K023148.000_1766_Messiahasacredeclogu,"Messiah: a sacred eclogue, in imitation of Virgil's Pollio. By Alexander Pope, Esq;.",MessiahSacredEclogue,"Pope, Alexander, 1688-1744.",1766,12°,,1766,[Edinburgh?] :,"Printed for the proprietors, and sold by all the booksellers,",,,verse,NN,NARR,
K023156.000,T5700,K023156.000.txt,k023156000_Docuscope.html,K023156.000_1731_AnepistletotheRightH,"An epistle to the Right Honourable Richard Earl of Burlington: Occasion'd by his publishing Palladio's designs of the baths, arches, theatres, &c. of ancient Rome. By Mr. Pope.|Of false taste",EpistleToEarlOfBurlington,"Pope, Alexander, 1688-1744.",1731,2°,,1731,London :,"printed for L. Gilliver,",,,verse,,,
K023186.000,T5738,K023186.000.txt,k023186000_Docuscope.html,K023186.000_1737_Thesecondepistleofth,The second epistle of the second book of Horace: imitated by Mr. Pope.,2ndEpisle2ndBookOfHorace,"Pope, Alexander, 1688-1744.",1737,2°,,1737,London :,"printed for R. Dodsley,",,,verse,NI,NARR,
K023195.000,T5754,K023195.000.txt,k023195000_Docuscope.html,K023195.000_1715_Thetempleoffameavisi,The temple of fame: a vision. By Mr. Pope.,TempleOfFameAVision,"Pope, Alexander, 1688-1744.",1715,8°,,1715,London :,"printed for Bernard Lintott,",,,verse,,,
K023264.000,T5848,K023264.000.txt,k023264000_Docuscope.html,K023264.000_1792_AlettertoMrSecretary,A letter to Mr. Secretary Dundas. In answer to his speech on the late proclamation. By Thomas Paine:|Letter to Mr. Henry Dundas,LetterToSecretaryDundas,"Paine, Thomas, 1737-1809.",1792,8°,,1792,London :,"printed for J. Parsons,",,,prose,STA?,ARG,
K024720.000,T9689,K024720.000.txt,k024720000_Docuscope.html,K024720.000_1726_Itcannotrainbutitpou,"It cannot rain but it pours: or, London strow'd with rarities. Being, an account of the arrival of a white bear, at the house of Mr. Ratcliff in Bishopsgate-Street: as also of the Faustina, ... and of the copper-farthing dean from Ireland. And lastly, of",LondonStrewedWithRarities,"Arbuthnot, John, 1667-1735.",1726,8°,,1726,London :,"printed for J. Roberts,",,,prose,,,
K024779.000,T9992,K024779.000.txt,k024779000_Docuscope.html,K024779.000_1758_PhilanderAdramaticpa,Philander. A dramatic pastoral: By the author of the Female quixote.,PhilanderDramaPastoral,"Lennox, Charlotte, ca. 1729-1804.",1758,8°,,1758,London :,"printed for A. Millar,",,,verse,NI,NARR,
K025532.002,T11253,K025532.002.txt,k025532002_Docuscope.html,K025532.002_1789_ArundelBytheauthorof,Arundel: By the author of The observer. ...,Arundel,"Cumberland, Richard, 1732-1811.",1789,12°,,1789,London :,"printed for C. Dilly,",,,prose,NI,NARR,
K027367.000,T14323,K027367.000.txt,k027367000_Docuscope.html,K027367.000_1703_ThemourningbrideAtra,"The mourning bride. A tragedy: As it is acted at the Theatre in Lincoln's-Inn-Fields, by His Majesty's servants. Written by Mr. Congreve.",MourningBrideATragedy,"Congreve, William, 1670-1729.",1703,4°,,1703,London :,"printed for Jacob Tonson: and sold by R. Wellington, G. Strahan, and B. Lintott,",,,verse,,,
K027670.002,T14758,K027670.002.txt,k027670002_Docuscope.html,K027670.002_1775_LettersofthelateRevM,"Letters of the late Rev. Mr. Laurence Sterne, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefix'd, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes",LaurenceSterneLetters,"Sterne, Laurence, 1713-1768.",1775,8°,,1775,London :,"printed for T. Becket,",,,prose,NN,NARR,
K028766.000,T17775,K028766.000.txt,k028766000_Docuscope.html,K028766.000_1713_Thelatetryalandconvi,The late tryal and conviction of Count Tariff:,TrialConvictionOfCountTariff,"Addison, Joseph, 1672-1719.",1713,8°,,1713,London :,"printed for A. Baldwin,",,,prose,,,
K029305.000,T18530,K029305.000.txt,k029305000_Docuscope.html,K029305.000_1778_Thedevilupontwostick,"The devil upon two sticks: a comedy, in three acts. As it is performed at the Theatre-Royal in the Haymarket. Written by the late Samuel Foote, Esq. and now published by Mr. Colman.",DevilUponTwoSticksComedy,"Foote, Samuel, 1720-1777.",1778,8°,,1778,London :,"printed by T. Sherlock, for T. Cadell,",,,prose,NI,NARR,
K030677.000,T21796,K030677.000.txt,k030677000_Docuscope.html,K030677.000_1764_AmanaAdramaticpoemBy,Amana. A dramatic poem. By a lady:,AmanaDramaticPoem,"Griffith, Mrs. (Elizabeth), 1720?-1793.",1764,4°,,1764,London :,"printed by T. Harrison; for W. Johnston,",,,verse,NI,NARR,
K030987.000,T22316,K030987.000.txt,k030987000_Docuscope.html,K030987.000_1712_AnappendixtoJohnBull,"An appendix to John Bull still in his senses: or, Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and publish'd, (as well as the three former parts) by the author of the New Atalantis.",AppendixToJohnBull,"Arbuthnot, John, 1667-1735.",1712,8°,,1712,London :,"printed for John Morphew,",,,prose,,,
