TCP,ESTC ,text_name,html_name,serendipFilename,Title,Title 30 Char or fewer,Author,Date,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Keywords,Call Number,"Verse, Prose, Mixed ",Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Notes
A91743,R203409,A91743.headed.txt,a91743headed_Docuscope.html,A91743_1655_JoyintheLordopenedin,"Joy in the Lord:  opened in a sermon preached at Pauls, May 6. / By Edward Reynolds, D.D.",SermonAtPauls,"Reynolds, Edward, 1599-1676.",1655,4°,,1655,London :,"Printed by Tho: Newcomb, for Robert Bostock, and are to be sold at his shop at the sign of the Kings-Head in St Pauls Church-yard,","Joy -- Religious aspects|Sermons, English",,prose,IR,INST,
A93414,R207100,A93414.headed.txt,a93414headed_Docuscope.html,A93414_1659_AgaggfortheQuakerswi,"A gagg for the Quakers,:  with an answer to Mr. Denn's Quaker no Papist.",GagForQuakers,"Smith, Thomas, 1623 or 4-1661.",MDCLIX. [1659],4°,,1659,London :,"Printed by J.C. and are sold neer the north door of S. Pauls Church,","Society of Friends|Quakers|Denne, Henry, -- 1606 or 7-1660? -- Quaker no papist.",,prose,IR,ARG,
A94420,R205554,A94420.headed.txt,a94420headed_Docuscope.html,A94420_1660_ToHisExcellencytheLo,To His Excellency the Lord General Monck:  The unanimous representation of the apprentices and young men inhabiting in the City of London.,RepresentationOfApprentices,,anno Dom. 1659. [i.e. 1660],1°,single-sided,1660,London :,"printed by Tho. Ratcliffe,",Great Britain -- History|Great Britain -- Politics and government|Broadsides -- England.,,prose,STA,STA or ARG?,petition (legal prose or argumentation)
A94724,R7602,A94724.headed.txt,a94724headed_Docuscope.html,A94724_1642_TomNashhisghostTothe,"Tom Nash his ghost.:  To the three scurvy fellowes of the upstart family of the snufflers, rufflers and shufflers; the thrice treble-troublesome scufflers in the church and state, the onely lay ecclesi-ass, I call generallissimo's. Being like Jobs 3. comf",TomNashHisGhost,"Nash, Thomas, attributed name. 1567-1601,|Taylor, John, attributed name. 1580-1653,",1642,4°,,1642,[London] :,"Printed at Yorke, and since re-printed at London [s.n.],","Great Britain -- History|Nash, Thomas, -- (Spirit) -- 1567-1601",,mixed,NI?,ARG,
A95083,R228782,A95083.headed.txt,a95083headed_Docuscope.html,A95083_1677_Atruenarrativeofastr,"A true narrative of a strange prodigious toad:  for size and shape full fourteen inches long, and ten over : the toad on the hinder-parts : with a tayl three times as long as his body, with a forked sting at the end. : Seen lately at a hunting about the D",StrangeProdigiousToad,"L'Estrange, Roger, Sir, 1616-1704.","Printed in the year, MDCLXXVII [1677]",4°,,1677,[London ? :,"s.n.],",Toads -- Miscellanea -- England,,prose,NN,NARR,
A95892,R233017,A95892.headed.txt,a95892headed_Docuscope.html,A95892_1646_MagnaliaDeiAnglicana,"Magnalia Dei Anglicana. Or, Englands Parliamentary chronicle.:  Containing a full and exact narration of all the most memorable Parliamentary mercies, and mighty (if not miraculous) deliverances, great and glorious victories, and admirable successes, ...",EnglandsParliamentaryChronicle,"Vicars, John, 1579 or 80-1652.",1646,4°,,1646,Imprinted at London :,"for J. Rothwell, at the Sun  Fountain, in Pauls Church-yard, and Tho. Vnderhill, at the Bible in Woodstreet,",Great Britain -- History,,prose,NN,NARR,
A96194,R233002,A96194.headed.txt,a96194headed_Docuscope.html,A96194_1641_TheVVelchmanslifetea,"The VVelch-mans life, teath and periall:  Together vvith a long narrow prod list, of the care her tooke in hers life-time, to make awle hims frend and acquaintance merry at her teath, abscribing the manner of hers finerall, [sic] with faire cost bestowed",WelshmansLifeDeathPeril,,1641,1/2°,single-sided,1641,London :,"printed for Richard Burton at the signe of the Horshooe in Smithfield,",Great Britain -- History|Wales -- History,,prose,NI,NARR,
A96307,R215113,A96307.headed.txt,a96307headed_Docuscope.html,A96307_1681_WhereasNatThompsonha,"Whereas Nat. Thompson hath lately, in his Publick intelligence of the 25th of October 1681, published these words following, as delivered by the Earl of Huntington to His Majesty ...:",NatThompsonPublicIntelligence,"Monmouth, James Scott, Duke of, 1649-1685.|Tankerville, Forde Grey, Earl of, 1655-1701.|Herbert of Cherbury, Henry Herbert, Baron, d. 1691.",1681,1°,single-sided,1681,[London :,"s.n.],","Great Britain -- History|Broadsides -- 17th century. -- England|Thompson, Nathaniel, -- d. 1687.|Huntingdon, Theophilus Hastings, -- Earl of, -- 1650-1701.",,prose,STA,STA,
A97188,R227461,A97188.headed.txt,a97188headed_Docuscope.html,A97188_1663_AWarningforallworldl,"A Warning for all worldlings to learn to dye.:  The tune is, The ladies fall.",AllWorldlingLearnToDie,,[between 1663-1674],1°,single-sided,1663-1674,London :,"Printed for F. Coles, T. Vere, and J. Wright,","Ballads, English|Repentance|Broadsides -- 17th century. -- England",,verse,IR,INST,
A99901,S116173,A99901.headed.txt,a99901headed_Docuscope.html,A99901_1572_AScholeofwiseconceyt,"A Schole of wise conceytes  : wherein as euery conceyte hath wit, so the most haue much mirth : set forth in common places by order of the alphabet / translated out of diuers Greeke and Latine wryters by Thomas Blage.",SchoolOfWiseConceits,"Blague, Thomas, d. 1611.",1572,8°,,1572,Printed at London :,"By Henrie Binneman,","Fables, Greek.|Fables, Latin.",,prose,NI,NARR,
B01894,R215917,B01894.headed.txt,b01894headed_Docuscope.html,B01894_1692_ThecaseofthecityofLo,"The case of the city of London, in reference to debt to the orphans, and others.",LondonDebtToOrphans,City of London (England). Court of Aldermen.,1692,1/2°,single-sided,1692,[London] :,"Printed by Samuel Roycroft, Printer to the honourable city of London,",Orphans --  England --  London --  Early works to 1800.|Poor laws --  England --  London --  Early works to 1800.|Broadsides --  England --  17th century.,,prose,STA,STA,could be NN since it includes history of the debt; chose STA because it's a petition
B02549,R227082,B02549.headed.txt,b02549headed_Docuscope.html,B02549_1670_CupidstragedyEibngsi,"Cupids tragedy: Eibng [sic] Corydon's courtship; or, Philomels exaltation. Tothe [sic] tune of, The new Bory; or, Will you be a man of fashion.",CupidsTragedy,,[between 1670-1696],1°,single-sided,1670-1696?,[London] :,"Printed for P[hilip]. Brooksby, at the Golden-ball, in West-smithfield.,","Broadsides --  England --  London --  Early works to 1800.|Love poetry, English --  England --  Early works to 1800.|Ballads --  England --  17th century.",,verse,NI,NARR,
B02668,R174539,B02668.headed.txt,b02668headed_Docuscope.html,B02668_1655_Thedevilsconquestora,"The devils conquest, or, a Wish obtained: Shewing how one late of Barnsby-Street ... carried home some work to her mistris ... who asked her how much shee [sic] owed her for; the maid answered eight pounds; her mistris said 'twas but six ... the maid bega",DevilsConquest,,[1655?],1°,single-sided,1655,London :,"Printed for S. Tyus, on London-Bridge. With privilege.,","Ballads, English --  17th century.|Devil --  Poetry.|Broadsides --  England --  17th century.",,verse,NI,NARR,
B03664,R226291,B03664.headed.txt,b03664headed_Docuscope.html,B03664_1696_Anadvertisementshewi,"An advertisement shewing that all former objections against the mill'd-lead sheathing have been answered by the navy-board themselves. And what's lately objected, is answered herein, as follows.",MilledLeadSheathing,"Hale, Charles, Mr.","Printed May, 1696.",2°,,1696,London :,"[s.n.],",Sheet-lead --  England --  Early works to 1800.|Shipbuilding --  Materials --  Early works to 1800.|Shipbuilding --  England --  Early works to 1800.,,prose,NN,NARR,
B04727,R181872,B04727.headed.txt,b04727headed_Docuscope.html,B04727_1663_Apleasantnewballadsh,"A pleasant new ballad, shewing how Sir Iohn Armstrong and Nathaniel Musgrave fell in love with Lady Dacres daughter of the north; and of the strife that was between them for her, and how they wrought the death of one hundred men. To a new northern tune.",BalladArmstrongMusgrave,,[between 1663 and 1674],1°,single-sided,1663-1674?,[London] :,"Printed for F. Coles, T. Vere, and J. Wright.,","Ballads, English --  17th century.|Broadsides --  England --  17th century.",,verse,NN,NARR,
B05656,R183513,B05656.headed.txt,b05656headed_Docuscope.html,B05656_1690_Aproclamationfordisc,A proclamation for discovering and apprehending such as rob the pacquets.,ProclamationRobThePacquets,Scotland. Privy Council.|Scotland. Sovereign (1689-1694 : William and Mary),Anno Dom. 1690.,1°,single-sided,1690,Edinburgh :,"Printed by the heir of Andrew Anderson, Printer to their most excellent Majesties,",Robbery --  Scotland --  Early works to 1800.|Packets --  Scotland --  Early works to 1800.|Broadsides --  Scotland --  17th century.,,prose,STA,STA,
B05763,R183650,B05763.headed.txt,b05763headed_Docuscope.html,B05763_1658_TheseamanssongofCapt,"The seamans song of Captain Ward the famous pyrate of the world, and an Englishman born, the tune is, The kings going to Bulloign.",SongOfCaptainWard,,between 1658 and 1664],1°,single-sided,1658-1664?,[London :,"Printed for F. Coles, T. Vere, and William Gilbertson,","Ward, John, fl. 1603-1615 --  Poetry.|Ballads, English --  17th century.|Pirates --  Poetry.|Broadsides --  England --  17th century.",,verse,NN,NARR,ballad
B06143,R185237,B06143.headed.txt,b06143headed_Docuscope.html,B06143_1659_Totherighthonourable,"To the right honourable the knights, cittizens, and burgesses assembled in Parliament. The humble petition of the captains, commanders, and owners of English shipping, and other sea-faring men of this nation.",PetitionShippingSeafaring,,1659?],1°,single-sided,1659,[London? :,"s.n.,",England and Wales. --  Parliament. --  House of Commons. --  Act for increase of shipping and encouragement of the navigation of this nation.|Shipping --  England --  Early works to 1800.|Broadsides --  England --  17th century.,,prose,STA,STA,legal prose
B06245,R227404,B06245.headed.txt,b06245headed_Docuscope.html,B06245_1670_Trueloversextremityo,"True lovers extremity; or, The maidens miserable moan. This charming fair, through deep dispair, did end her days in grief: to death alone, she made her moan, who yielded her relief.To the tune of, Charon make hast, c. This may be printed, R.P.",TrueLoversExtremity,,[between 1670-1696],1°,single-sided,1670-1696?,[London] :,"Printed for P[hilip]. Brooksby at the Golden Ball in Pye-corner.,","Ballads, English --  17th century.",,verse,NI,NARR,
B06274,R185675,B06274.headed.txt,b06274headed_Docuscope.html,B06274_1675_AtruerelationofCaptK,"A true relation of Capt. Kempthorn's engagement, in the Mary-Rose, with several Algier men of war.",CaptKempthornsEngagement,"Hollar, Wenceslaus, 1607-1677.",1675?],1°,single-sided,1675,[London? :,"s.n.,",Naval battles --  Mediterranean Sea --  17th century --  Early works to 1800.|Broadsides --  England --  17th century.,,prose,NN,NARR,
B06563,R186135,B06563.headed.txt,b06563headed_Docuscope.html,B06563_1700_Asonginpraiseofthele,"A song in praise of the leather bottel ... To the tune of, The bottle-maker's delight, c.",PraiseOfLeatherBottle,"Wade, John, fl. 1660-1680.",1700],1/2°,single-sided,1700,London :,"s.n.,","Ballads, English --  17th century.|Broadsides --  England --  17th century.",,verse,NN,NARR,
B06565,R227309,B06565.headed.txt,b06565headed_Docuscope.html,B06565_1674_TismoneymakesamanorT,"'Tis money makes a man: or, The good-fellows folly. Here in this song good fellow that mayst find, how money makes a man, if thou'rt not blind? Therefore return e're that it be too late, and don't on strumpets spend thy whole estate, for when all is gone,",MoneyMakesAMan,"Wade, John, fl. 1660-1680.",[between 1674-1679],1°,single-sided,1674-1679?,[London] :,"Printed for F[rancis]. Coles, T[homas]. Vere, J[ohn]. Wright, J[ohn]. Clarke,",Broadsides --  England --  London --  Early works to 1800.|Money --  Poetry --  Early works to 1800.|Ballads --  England --  17th century.,,verse,IS or NN?,INST or NARR?,ballads have mostly been labeled narrative up to now; this one has a story but the main thrust seems to be didactic
B06646,R186628,B06646.headed.txt,b06646headed_Docuscope.html,B06646_1700_Thesearetogivenotice,"These are to give notice to all that occasionally are concerned herein viz. Book-sellers, stationers, printers, mathematisians [sic], and drawers painters ... and all other persons that use woodden prints for what use soever ...",NoticeToUsersOfWoodenPrints,"Willson, John fl. 1700.",1700?],1/2°,single-sided,1700,[London :,"s.n.,",Joiners --  Great Britain --  London --  Early works to 1800.,,prose,EX,EX,advertisement
B06777,R227508,B06777.headed.txt,b06777headed_Docuscope.html,B06777_1674_Theyoungmanscomplain,"The young-mans complaint for the loss of his mistris. Young-men you see my fortune is such, I have lost my love by loving her too much: my fortune's bad as other young mens be, read but these lines, and you shall plainly see: I being bashful, she was some",YoungMansComplaint,,[between 1674-1679],1°,single-sided,1674-1679?,[London] :,"Printed for F[rancis]. Coles, T[homas]. Vere, J[ohn]. Wright, and J[ohn]. Clarke.,","Ballads, English --  17th century.",,verse,NN,NARR,ballad
K000268.000,N462,K000268.000.txt,k000268000_Docuscope.html,K000268.000_1741_EverymaninhisownwayA,Every man in his own way: An epistle to a friend. By Stephen Duck.,EveryManHisOwnWayEpistle,"Duck, Stephen, 1705-1756.",1741,2°,,1741,London :,"printed for J. Roberts; and R. Dodsley,",,,verse,NI,NARR,
K000454.000,N727,K000454.000.txt,k000454000_Docuscope.html,K000454.000_1728_ThememoirsofanEnglis,"The memoirs of an English officer: who serv'd in the Dutch war in 1672. to the peace of Utrecht, in 1713. ... By Capt. George Carleton.",MemoirsOfEnglishOfficer,"Carleton, George, fl. 1728.|Defoe, Daniel, attributed name. 1661?-1731,",1728,8°,,1728,London :,"printed for E. Symon,",,,prose,,,
K000913.000,N1476,K000913.000.txt,k000913000_Docuscope.html,K000913.000_1732_AnepistletotheRightH,An epistle to the Right Honourable Sir Robert Walpole: ... By Richard Savage esq;.,SavageEpistleToWalpole,"Savage, Richard, d. 1743.",1732,2°,,1732,London :,"printed for J. Roberts,",,,verse,NN,NARR,
K000924.000,N1488,K000924.000.txt,k000924000_Docuscope.html,K000924.000_1728_ThehistoryoftheNorfo,"The history of the Norfolk steward continued: In two parts. Part I. Containing an account of Mr. Lyn's private character, ... Part II. Containing some farther account of Mr. Lyn's management, ...",HistoryOfNorfolkStewardCont,"Pope, Alexander, 1688-1744.",1728,8°,,1728,[Dublin] :,"London: printed, and Dublin re-printed in the year,",,,prose,,,
K000934.000,N1500,K000934.000.txt,k000934000_Docuscope.html,K000934.000_1796_TheAmericancrisisand,"The American crisis, and a letter to Sir Guy Carleton, on the murder of Captain Huddy, and the intended retaliation on Captain Asgill, of the Guards. By Thomas Paine,:",AmericanCrisisHuddyMurder,"Paine, Thomas, 1737-1809.",[1796?],8°,,1796,London :,"printed and sold by Daniel Isaac Eaton,","Political
  participation -- United States|Political rights -- Great Britain|Great
  Britain -- Colonies|Great Britain -- Colonies -- America|United States --
  History|Gage, Thomas, -- 171-1787|Dorchester, Guy Carleton, -- Baron, --
  1724-1808 -- Public opinion",,prose,NN,ARG,
K000944.000,N1512,K000944.000.txt,k000944000_Docuscope.html,K000944.000_1762_Anepistletotheauthor,An epistle to the author of The four farthing candles: By the author of The Rosciad of C-v-nt-G-rd-n.,EpistleToFarthingCandlesAuthor,"Churchill, Charles, 1731-1764.",1762,4°,,1762,London :,"printed for the author, and sold by J. Gretton; and W. Nicoll,",,,verse,EX?,ARG,
K001048.000,N1651,K001048.000.txt,k001048000_Docuscope.html,K001048.000_1710_AnanswertoThetaleofa,An answer to The tale of a nettle: Written by D. D'Foe.,AnswerToTaleOfANettle,"Defoe, Daniel, 1661?-1731.",1710,1/2°,single-sided,1710,Oxford [i.e.London?] :,"printed in the year,",,,verse,,,
K001176.000,N1818,K001176.000.txt,k001176000_Docuscope.html,K001176.000_1769_Genuinememoirsofthel,Genuine memoirs of the life and adventures of the celebrated Miss Ann Elliot: Written by a gentleman intimately acquainted with her; ...,AnnElliotMemoirs,"Murphy, Arthur, 1727-1805.",1769,12°,,1769,London :,"printed for J. Fell; and J. Roson,",,,prose,NN,NARR,
K001461.000,N2220,K001461.000.txt,k001461000_Docuscope.html,K001461.000_1711_CaptainTomsremembran,"Captain Tom's remembrance to his old friends the mobb of London, Westminster, Southwark, and Wapping:",CaptTomsRemembrance,"Defoe, Daniel, 1661?-1731.",1711],1/2°,double-sided,1711,"[London,",,,,prose,,,
K001672.000,N2550,K001672.000.txt,k001672000_Docuscope.html,K001672.000_1785_LettersofliteratureB,"Letters of literature: By Robert Heron, Esq.",LettersOfLiteratureHeron,"Pinkerton, John, 1758-1826.",1785,8°,,1785,London :,"printed for G. G. J. and J. Robinson,",,,prose,NN,NARR,
K002009.000,N3119,K002009.000.txt,k002009000_Docuscope.html,K002009.000_1763_Loveinavillageacomic,Love in a village; a comic opera: As it is performed at the Theatre Royal in Covent-Garden.,LoveInAVillageComicOpera,"Bickerstaff, Isaac, 1735-1812.",1763,8°,,1763,London :,"printed by W. Griffin; for J. Newbery, and W. Nicoll; G. Kearsly; T. Davies; and J. Walter,",,,mixed,NI,NARR,
K002464.000,N3841,K002464.000.txt,k002464000_Docuscope.html,K002464.000_1726_AnessayonPopesOdysse,An essay on Pope's Odyssey: in which some particular beauties and blemishes of that work are consider'd.,EssayOnPopesOdyssey,"Spence, Joseph, 1699-1768.",1726-27.,12°,,1726,[London] :,"Printed for James and J. Knapton, R. Knaplock, W. and J. Innys, J. Wyatt, D. Midwinter, London: and S. Wilmot, Oxford,",,,prose,,,
K002765.000,N4285,K002765.000.txt,k002765000_Docuscope.html,K002765.000_1785_ThemagicofOrosmaneso,"The magic of Orosmanes: or, harlequin slave and sultan: a pantomime, drawn from the Arabian legends.",MagicOfOrosmanesPantomime,"Dibdin, Charles, 1745-1814.",1785,8°,,1785,[London?] :,"Printed in the year,",,,prose,NI,NARR,
K003643.002,N5887,K003643.002.txt,k003643002_Docuscope.html,K003643.002_1783_Lecturesonrhetorican,"Lectures on rhetoric and belles lettres: By Hugh Blair, ... In three volumes. ...",LecturesRhetoricBellesLettres,"Blair, Hugh, 1718-1800.",1783,8°,,1783,Dublin :,"printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, [and 8 others in Dublin],",,,prose,EX,EX,
K004294.000,N7142,K004294.000.txt,k004294000_Docuscope.html,K004294.000_1778_Theforceoffiredgunpo,"The force of fired gun-powder, and the initial velocities of cannon balls: determined by experiments; from which is also deduced the relation of the initial velocity to the weight of the shot and the quantity of powder. By Charles Hutton, ... Read at the",ForceFiredGunPowder,"Hutton, Charles, 1737-1823.",1778,4°,,1778,London :,"printed by J. Nichols (successor to Mr. Bowyer),",,,prose,EX,EX,
K004597.000,N7735,K004597.000.txt,k004597000_Docuscope.html,K004597.000_1785_Hurlyburlyorthefairy,"Hurly-burly; or, the fairy of the well:",HurlyBurlyFairyOfTheWell,"Cobb, James, 1756-1818.|King, Thomas, 1730-1805.",1785?],8°,,1785,"[London?,",,,,mixed,NI,NARR,
K005565.000,N9599,K005565.000.txt,k005565000_Docuscope.html,K005565.000_1749_Anextractofthelifean,"An extract of the life and death of Mr. John Janeway: ... By James Wheatley.|Invisibles, realities.",LifeAndDeathJohnJaneway,"Janeway, James, 1636?-1674.",1749,8°,,1749,London :,"printed in the year,",,,prose,NN,NARR,
K005846.000,N10089,K005846.000.txt,k005846000_Docuscope.html,K005846.000_1751_Newmarketasatire,"New-market, a satire:",NewMarketSatire,"Warton, Thomas, 1728-1790.",1751,2°,,1751,London :,"printed for J. Newbery,",,,verse,NI,NARR,
K006521.000,N10873,K006521.000.txt,k006521000_Docuscope.html,K006521.000_1776_OdetoMrPinchbeckupon,"Ode to Mr. Pinchbeck, upon his newly invented patent candle-snuffers: by Malcolm M'Greggor, ...",OdeToMrPinchbeck,"Mason, William, 1725-1797.",1776,4°,,1776,London :,"printed for J. Almon,",,,verse,NN,DESC,
K006726.000,N11183,K006726.000.txt,k006726000_Docuscope.html,K006726.000_1785_PeepingTomofCoventry,"Peeping Tom, of Coventry: A comic opera. As it is performed at the Theatre-Royal, Smock-Alley. By John O'Keefe, Esq;.",PeepingTomCoventryComicOpera,"O'Keeffe, John, 1747-1833.",1785,12°,,1785,Dublin :,"printed by John Smith,",,,mixed,NI,NARR,
K007192.000,N11920,K007192.000.txt,k007192000_Docuscope.html,K007192.000_1759_Apoliticalromanceadd,"A political romance: addressed to - -, Esq. of York. To which is subjoined a key ...",PoliticalRomanceToYork,"Sterne, Laurence, 1713-1768.",1759,8°,,1759,York :,"printed in the year,",,,prose,NI,NARR,
K008041.000,N13021,K008041.000.txt,k008041000_Docuscope.html,K008041.000_1761_Theregisterofficeafa,The register-office: a farce of two acts. Acted at the Theatre-Royal in Drury-Lane. By J. Reed.,RegisterOfficeFarce,"Reed, Joseph, 1723-1787.",1761,12°,,1761,Dublin :,"printed for H. Saunders, R. Watts, and W. Whitestone,",,,prose,NI,NARR,
K008295.001,N13484,K008295.001.txt,k008295001_Docuscope.html,K008295.001_1752_TheRambler,The Rambler.:,TheRambler,"Johnson, Samuel, 1709-1784.",1752,12°,,1752,London :,"printed for J. Payne and J. Bouquet,",,,prose,,,
K008390.000,N013630,K008390.000.txt,k008390000_Docuscope.html,K008390.000_1799_Tisallforthebest,'Tis all for the best:,TisAllForTheBest,"More, Hannah, 1745-1833.",[1799?],8°,,1799,[London] :,"Sold by J. Evans, No. 41 and 42, Long-Lane, West-Smithfield, and J. Hatchard, No. 173, Piccadilly, London. By S. Hazard, Bath. And by all booksellers, newsmen, and hawkers, in town and country,",,,prose,NI,NARR,"didactic/religious, but still narrative"
K009363.000,N14912,K009363.000.txt,k009363000_Docuscope.html,K009363.000_1740_Anabstractofabooklat,"An abstract of a book lately published; entituled, A treatise of human nature, &c. Wherein the chief argument of that book is farther illustrated and explained:|Treatise of human nature.",TreatiseHumanNatureAbstract,"Hume, David, 1711-1776.",1740,8°,,1740,London :,"printed for C. Borbet [sic], at Addison's Head, over-against St. Dunstan's church, in Fleet-street,",,,prose,EX,EX,
K009650.000,N15315,K009650.000.txt,k009650000_Docuscope.html,K009650.000_1718_AcontinuationofLette,"A continuation of Letters written by a Turkish spy at Paris: Giving an impartial account to the divan at Constantinople of the most remarkable transactions of Europe, ... continued from the year 1687, to the year 1693. Written originally in Arabick, trans",TurkishSpyAtParisLetters,"Defoe, Daniel, 1661?-1731.|Marana, Giovanni Paolo, 1642-1693.",1718,12°,,1718,London :,"printed for W. Taylor,",,,prose,,,
K009674.000,N15350,K009674.000.txt,k009674000_Docuscope.html,K009674.000_1719_Abriefstateoftheques,"A brief state of the question between the printed and painted callicoes: and the woollen and silk manufacture, as far as it relates to the wearing and using of printed and painted callicoes in Great-Britain.",PrintedAndPaintedCalicoes,"Defoe, Daniel, 1661?-1731.",1719,8°,,1719,London :,"printed for W. Boreham,",,,prose,,,
K009959.000,N15849,K009959.000.txt,k009959000_Docuscope.html,K009959.000_1711_TheBritishvisionsorI,"The British visions: or, Isaac Bickerstaff, Sen. Being twelve prophesies for the year 1711. Enter'd into the hall-book of the Company of Stationers.",Bickerstaffs12Prophecies,"Defoe, Daniel, 1661?-1731.",1711,8°,,1711,[London] :,"Printed in the north, and reprinted at London, and sold by J. Baker,",,,prose,,,
K010899.000,N17869,K010899.000.txt,k010899000_Docuscope.html,K010899.000_1704_Anhistoricalandgeogr,"An historical and geographical description of Formosa: an island subject to the Emperor of Japan. ... To which is prefix'd, a preface in vindication of himself from the reflections of a Jesuit ... By George Psalmanaazaar, ... Illustrated with several cuts",DescriptionOfFormosa,"Psalmanazar, George, 1679?-1763.",1704,8°,,1704,London :,"printed for Dan. Brown; G. Strahan, and W. Davis; Fran. Coggan; and Bernard Lintott,",,,prose,,,
K011654.000,N19601,K011654.000.txt,k011654000_Docuscope.html,K011654.000_1789_Alettertothemostinso,A letter to the most insolent man alive:,LetterToInsolentMan,"Sheridan, Richard Brinsley, 1751-1816.",1789,4°,,1789,London :,"printed for G. Kearsley,",,,prose,IS,ARG,
K014182.000,N24802,K014182.000.txt,k014182000_Docuscope.html,K014182.000_1787_Asupplementtothetour,"A supplement to the tour through Great-Britain: containing a catalogue of the antiquities, houses, parks, plantations, ... by the late Mr. Gray, ... To which are now added, by another hand, several additions; ...|Catalogue of the antiquities",GrayGreatBritainTourSupplement,"Gray, Thomas, 1716-1771.",1787,8°,,1787,London :,"printed for G. Kearsley,",,,prose,EX,DESC,
K014996.000,N26811,K014996.000.txt,k014996000_Docuscope.html,K014996.000_1702_ThecaseofEnglandandt,"The case of England, and the Protestant interest:|Present case of England, and the Protestant interest",PresentCaseOfEngland,"Defoe, Daniel, 1661?-1731.",1702?],4°,,1702,"[London,",,,,prose,,,
K015012.000,N26855,K015012.000.txt,k015012000_Docuscope.html,K015012.000_1721_ThecaseofMrLawtrulys,"The case of Mr. Law, truly stated: In answer to a pamphlet, entitul'd, A letter to Mr. Law.",CaseOfMrLaw,"Defoe, Daniel, 1661?-1731.",1721,8°,,1721,Lonon [sic] :,"printed for A. Moore, and sold by the booksellers of London and Westminster,",,,prose,,,
K015461.000,N28189,K015461.000.txt,k015461000_Docuscope.html,K015461.000_1791_Definitionofaconstit,Definition of a constitution: By Thomas Paine. ...,DefinitionOfConstitution,"Paine, Thomas, 1737-1809.",1791,8°,,1791,London :,"printed for J. Debrett,",,,prose,IS,ARG,
K015523.000,N28428,K015523.000.txt,k015523000_Docuscope.html,K015523.000_1796_Thedaysofyoreadramai,"The days of yore: a drama in three acts. Performed at the Theatre-Royal, Covent-Garden. By Richard Cumberland, Esq.",DaysOfYoreDrama,"Cumberland, Richard, 1732-1811.",1796,12°,,1796,Dublin :,"printed for P. Wogan, P. Byrne, W. Jones, J. Rice, J. Milliken, and G. Folingsby,",,,prose,NI,NARR,
K015532.000,N28466,K015532.000.txt,k015532000_Docuscope.html,K015532.000_1715_Thedrummerorthehaunt,"The drummer; or, the haunted house: A comedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants.",TheDrummerAComedy,"Addison, Joseph, 1672-1719.",1715,4°,,1715,London :,"printed for Jacob Tonson,",,,prose,,,
K016468.000,N32941,K016468.000.txt,k016468000_Docuscope.html,K016468.000_1724_ThehistoryofJohnofBo,"The history of John of Bourbon, Prince of Carency. Containing a variety of entertaining novels, ... Written in French by the Countess d'Aunois, ... Translated into English:|Histoire de Jean de Bourbon, Prince du Carency. English",HistoryOfJohnOfBourbon,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1724,8°,,1724,,London :,"printed for J. Peele,",,prose,,,
K016527.001,N33217,K016527.001.txt,k016527001_Docuscope.html,K016527.001_1753_ThehistoryofSirCharl,"The history of Sir Charles Grandison: In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. ...|Sir Charles Grandison",SirCharlesGrandisonV1,"Richardson, Samuel, 1689-1761.",1753,12°,,1753,[Dublin] :,"London, printed by S. Richardson, and Dublin, re-printed and sold by the booksellers,",,,prose,NI,NARR,
K016527.005,N33217,K016527.005.txt,k016527005_Docuscope.html,K016527.005_1753_ThehistoryofSirCharl,"The history of Sir Charles Grandison: In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. ...|Sir Charles Grandison",SirCharlesGrandisonV5,"Richardson, Samuel, 1689-1761.",1753,12°,,1753,[Dublin] :,"London, printed by S. Richardson, and Dublin, re-printed and sold by the booksellers,",,,prose,NI,NARR,
K017098.000,N36558,K017098.000.txt,k017098000_Docuscope.html,K017098.000_1766_Ashortaccountofalate,A short account of a late short administration:,LateShortAdministrationAccount,"Burke, Edmund, 1729-1797.",1766,2°,,1766,[London] :,"Printed in the year,",,,prose,NN,ARG?,
K017108.000,N36616,K017108.000.txt,k017108000_Docuscope.html,K017108.000_1779_WhosthedupeAfarceasi,"Who's the dupe?: A farce: as it is acted at the Theatre-Royal in Drury-Lane. By Mrs. Cowley, ...",WhoIsTheDupeFarce,"Cowley, Mrs. (Hannah), 1743-1809.",1779,8°,,1779,London :,"printed for J. Dodsley, L. Davis, W. Owen, S. Crowder, T. Longman [and 3 others in London, including Newbery],",,,prose,NI,NARR,
K017256.000,N37792,K017256.000.txt,k017256000_Docuscope.html,K017256.000_1778_PoorVulcanaburlettai,"Poor Vulcan: a burletta, in two acts, as performed at the Theatre-Royal, in Covent-Garden.",PoorVulcanBurletta,"Dibdin, Charles, 1745-1814.",1778,8°,,1778,London :,"printed for G. Kearsley, and W. Nicoll,",,,verse,NI,NARR,
