TCP,ESTC
A03418,S104131
A03419,S116598
A03420,S116933
A03424,S104456
A03425,S104137
A03426,S5090
A03427,S104134
A03429,S104119
A03430,S106228
A03431,S106229
A03432,S101952
A03434,S141
A03435,S112661
A03438,S100661
A03439,S109418
A03440,S118796
A03441,S119009
A03442,S104121
A03443,S104136
A03444,S119074
A03445,S119075
A03448,S3985
A03450,S104122
A03451,S117343
A03452,S116935
A03453,S120345
A03455,S114142
A03456,S104460
A03457,S104141
A03458,S106755
A03459,S119103
A03461,S104143
A03464,S104147
A03465,S104152
A03467,S106942
A03468,S104153
A03469,S104140
A03470,S116940
A03472,S118820
A03475,S104142
A03476,S104144
A03477,S104145
A03479,S100786
A03481,S117238
A03482,S106195
A03484,S109419
A03486,S5113
A03488,S109432
A03489,S109454
A03490,S104148
A03492,S117344
A03494,S104169
A03495,S104171
A03496,S104173
A03497,S104172
A03500,S115476
A03504,S104175
A03505,S119240
A03507,S114914
A03508,S108577
A03512,S119234
A03513,S106158
A03515,S118235
A03516,S104177
A03519,S110029
A03527,S1421
A03528,S113165
A03549,S106160
A03550,S112720
A03559,S120514
A03564,S117897
A03566,S111381
A03571,S116951
A03573,S108609
A03576,S106231
A03581,S116551
A03582,S116953
A03584,S104190
A03585,S121047
A03586,S121045
A03589,S121048
A03590,S120914
A03597,S121049
A03598,S104194
A03599,S104191
A03600,S119015
A03603,S114073
A03604,S104195
A03605,S117849
A03609,S104198
A03610,S104199
A03611,S120676
A03614,S4071
A03615,S104193
A03617,S104192
A03618,S104200
A03619,S122036
A03620,S104196
A03621,S104201
A03622,S104202
A03627,S113071
A03628,S109471
A03631,S116553
A03632,S117853
A03634,S118879
A03635,S108235
A03636,S109478
A03639,S116562
A03640,S114087
A03641,S116954
A03645,S120355
A03648,S104205
A03653,S104220
A03659,S114859
A03670,S104221
A03671,S104225
A03674,S104228
A03678,S104227
A03679,S2743
A03680,S104229
A03681,S104233
A03687,S118882
A03688,S106238
A03691,S104234
A03693,S116563
A03694,S121133
A03695,S118515
A03696,S104236
A03697,S120917
A03698,S104237
A03699,S2744
A03700,S118318
A03702,S116216
A03705,S100783
A03713,S121139
A03715,S104473
A03717,S104239
A03718,S117423
A03723,S104242
A03724,S104251
A03727,S104475
A03728,S104478
A03730,S116218
A03731,S108615
A03733,S3380
A03734,S100430
A03735,S104246
A03742,S106407
A03747,S122505
A03749,S104247
A03751,S104244
A03752,S119170
A03753,S118143
A03754,S113289
A03755,S113292
A03756,S118216
A03758,S116219
A03759,S116556
A03760,S104261
A03763,S2747
A03764,S121034
A03765,S119077
A03768,S113605
A03769,S116558
A03771,S118803
A03777,S118887
A03778,S118144
A03779,S104267
A03780,S104268
A03783,S104257
A03784,S122596
A03786,S104272
A03787,S116559
A03788,S113094
A03790,S116568
A03792,S109482
A03795,S104275
A03796,S104276
A03797,R212825
A03800,S106331
A03804,S104286
A03805,S114237
A03807,S106984
A03810,S116570
A03817,S114293
A03825,S119246
A03826,S106326
A03827,S118804
A03828,S118805
A03829,S118169
A03833,S121138
A03834,S106321
A03835,S104288
A03836,S104289
A03837,S114098
A03838,S114135
A03839,S114146
A03840,S119085
A03841,S112371
A03842,S119142
A03845,S104485
A03850,S104304
A03851,S118809
A03852,S114137
A03854,S104324
A03856,S109793
A03857,S115241
A03858,S118660
A03860,S118813
A03861,S106275
A03862,S4710
A03875,S100801
A03880,S115739
A03881,S115737
A03882,S118148
A03883,S118149
A03884,S114238
A03885,S104309
A03886,S104310
A03887,S490817
A03888,S115239
A03890,S106319
A03893,S120854
A03896,S104348
A03897,S104349
A03903,S4711
A03906,S104318
A03907,S104320
A03908,S116561
A03909,S104326
A03912,S104325
A03915,S104328
A03916,S104330
A03917,S104331
A03920,S104333
A03921,S106173
A03922,S118242
A03924,S104334
A03925,S121792
A03926,S104336
A03928,S104340
A03930,S2753
A03932,S100818
A03935,S106485
A03936,S122296
A03939,S105021
A03941,S119291
A03942,S114925
A03944,S100127
A03945,S106260
A03946,S119294
A03947,S1571
A03949,S107410
A03950,S119692
A03952,S104494
A03960,S119111
A03961,S121795
A03963,S109081
A03966,S119304
A03968,S107417
A03972,S111502
A03975,S2979
A03976,S103868
A03983,S115412
A03985,S117340
A03987,S114585
A03988,S106752
A03990,S2134
A03992,S110158
A03995,S108138
A03999,S112137
A04000,S111499
A04001,S2135
A04002,S104688
A04005,S103703
A04006,S2981
A04009,S101888
A04010,S3218
A04012,S111505
A04014,S1244
A04017,S120846
A04018,S103809
A04019,S110127
A04023,S100847
A04024,S119558
A04026,S107421
A04027,S107422
A04028,S106261
A04031,S121083
A04032,S107425
A04033,S119395
A04034,S119560
A04036,S106262
A04041,S122360
A04047,S120421
A04050,S103699
A04052,S119259
A04053,S108291
A04054,S109083
A04055,S109084
A04056,S101337
A04061,S120427
A04062,S100900
A04068,S120464
A04069,S119306
A04070,S113285
A04074,S124187
A04076,S3834
A04077,S107432
A04079,S101339
A04081,S101113
A04083,S101136
A04085,S120694
A04086,S3013
A04091,S1423
A04095,S121268
A04099,S104493
A04101,S113337
A04102,S100884
A04103,S115330
A04104,S3726
A04105,S121711
A04106,S101141
A04107,S115323
A04108,S115322
A04110,S120264
A04112,S114093
A04113,S119660
A04114,S105561
A04118,S107433
A04122,S3080
A04123,S3423
A04124,S3422
A04125,S107631
A04127,S119564
A04128,S107435
A04132,S120749
A04136,S107436
A04137,S2142
A04138,S118847
A04139,S117275
A04141,S126454
A04145,S101335
A04146,S105570
A04151,S119409
A04153,S121030
A04154,S101346
A04155,S100135
A04156,S107440
A04157,S107441
A04159,S101360
A04160,S103336
A04163,S107444
A04164,S107445
A04165,S2143
A04166,S107447
A04167,S107448
A04168,S107480
A04187,S107483
A04189,S107486
A04190,S107487
A04191,S107490
A04192,S107491
A04194,S107492
A04195,S107497
A04199,S107500
A04200,S119754
A04206,S109093
A04207,S117858
A04208,S120767
A04209,S3302
A04211,S120216
A04214,S103093
A04215,S107526
A04218,S120955
A04220,S100861
A04221,S107530
A04223,S109094
A04224,S122229
A04235,S107563
A04238,S100848
A04240,S107567
A04242,S109101
A04243,S107574
A04250,S107609
A04251,S114145
A04254,S109108
A04256,S107606
A04258,S2147
A04259,S2148
A04260,S108288
A04261,S114789
A04262,S4347
A04267,S107465
A04269,S120873
A04270,S116383
A04284,S114791
A04285,S121305
A04286,S1249
A04305,S101146
A04306,S114793
A04310,S109116
A04311,S109121
A04316,S4714
A04317,S121041
A04321,S114795
A04323,S107663
A04324,S4715
A04327,S100862
A04328,S108215
A04334,S100864
A04339,S107706
A04340,S119327
A04341,S120208
A04344,S107692
A04345,S1437
A04347,S107696
A04351,S107697
A04357,S100897
A04361,S106585
A04362,S2152
A04363,S107839
A04364,S1251
A04365,S103351
A04366,S103337
A04368,S100758
A04369,S2153
A04371,S100253
A04372,S109137
A04374,S106591
A04376,S100898
A04377,S119429
A04378,S107702
A04379,S107703
A04380,S103585
A04384,S107704
A04385,S100689
A04386,S109796
A04387,S100688
A04388,S100875
A04389,S120707
A04390,S103354
A04391,S118682
A04393,S100256
A04397,S120418
A04400,S107746
A04401,S109152
A04403,S119434
A04404,S112216
A04406,S888
A04407,S103346
A04408,S106448
A04409,S107737
A04410,S113297
A04411,S104491
A04412,S106453
A04415,S121301
A04416,S100950
A04417,S107732
A04418,S106461
A04421,S3970
A04423,S106349
A04425,S114147
A04426,S119432
A04428,S4717
A04429,S106466
A04430,S120429
A04434,S100949
A04437,S107390
A04442,S3135
A04458,S107763
A04459,S101072
A04462,S5095
A04463,S107761
A04468,S112182
A04472,S1254
A04474,S112269
A04477,S106654
A04479,S110642
A04480,S103194
A04482,S107807
A04483,S107782
A04484,S103938
A04486,S119329
A04488,S109533
A04489,S116283
A04491,S101046
A04494,S107773
A04495,S105581
A04498,S106779
A04499,S105775
A04501,S2155
A04503,S121653
A04506,S107986
A04510,S103722
A04511,S103723
A04512,S107812
A04513,S120882
A04515,S658
A04520,S106395
A04522,S105069
A04523,S106539
A04524,S109177
A04525,S4104
A04527,S107816
A04528,S107831
A04532,S100355
A04534,S106548
A04535,S113329
A04537,S121679
A04539,S122228
A04540,S107828
A04541,S119435
A04542,S117234
A04546,S103726
A04547,S107834
A04548,S106553
A04549,S114396
A04550,S119445
A04551,S119112
A04553,S106558
A04554,S109172
A04555,S109165
A04556,S101376
A04560,S105584
A04561,S105588
A04564,S121088
A04567,S118785
A04568,S109194
A04569,S2158
A04571,S119333
A04574,S2160
A04576,S107451
A04577,S107838
A04581,S889
A04582,S110416
A04585,S124361
A04586,S101071
A04587,S109195
A04588,S107400
A04589,S4720
A04591,S890
A04596,S107830
A04597,S114423
A04598,S120459
A04599,S107854
A04600,S107859
A04602,S102837
A04604,S107861
A04605,S119135
A04606,S119245
A04608,S119440
A04610,S109181
A04613,S119449
A04616,S122017
A04617,S120013
A04618,S107860
A04619,S112377
A04622,S114149
A04623,S107460
A04626,S107863
A04627,S119450
A04629,S114798
A04630,S119662
A04632,S112455
A04633,S4350
A04636,S109357
A04637,S109180
A04638,S121512
A04639,S109185
A04640,S107869
A04641,S101226
A04643,S109233
A04644,S109221
A04645,S113330
A04647,S109361
A04648,S109225
A04651,S107918
A04652,S109228
A04653,S109229
A04654,S109230
A04655,S109235
A04656,S109198
A04657,S118246
A04658,S109237
A04661,S107875
A04663,S119360
A04666,S122046
A04673,S114397
A04678,S103814
A04680,S112613
A04690,S109240
A04691,S109247
A04692,S119376
A04693,S120468
A04694,S104982
A04695,S120472
A04696,S107905
A04699,S103790
A04700,S107947
A04701,S103802
A04702,S103803
A04703,S104748
A04705,S102311
A04711,S103191
A04712,S109241
A04713,S107971
A04714,S103812
A04717,S107919
A04725,S104488
A04735,S3240
A04736,S111922
A04743,S3937
A04754,S4353
A04762,S107965
A04763,S4728
A04764,S1098
A04766,S103956
A04767,S1099
A04770,S116755
A04774,S106557
A04775,S3338
A04776,S108040
A04779,S107942
A04780,S107995
A04782,S107997
A04783,S106325
A04784,S106529
A04785,S109245
A04786,S120688
A04787,S109236
A04789,S107990
A04790,S105451
A04792,S104749
A04793,S119663
A04794,S107994
A04795,S119832
A04796,S109277
A04799,S119835
A04800,S120015
A04801,S106531
A04803,S107999
A04806,S112263
A04807,S107428
A04808,S106665
A04809,S2164
A04810,S106327
A04811,S101081
A04813,S109262
A04814,S101040
A04816,S100262
A04821,S106533
A04823,S107985
A04824,S108002
A04826,S101038
A04827,S108025
A04828,S3895
A04830,S108019
A04831,S103355
A04836,S108023
A04838,S108029
A04840,S108030
A04841,S109260
A04843,S108027
A04845,S108033
A04847,S120643
A04849,S108031
A04850,S106562
A04851,S108045
A04852,S108048
A04853,S106564
A04854,S108035
A04855,S109184
A04857,S108056
A04859,S106997
A04862,S4115
A04863,S106853
A04866,S108060
A04870,S119959
A04872,S109353
A04873,S109280
A04874,S109282
A04881,S114802
A04887,S119664
A04888,S108088
A04889,S108089
A04890,S121796
A04892,S2166
A04893,S121237
A04894,S120017
A04895,S119841
A04896,S108167
A04898,S109284
A04899,S659
A04901,S108097
A04902,S106684
A04905,S101374
A04906,S106835
A04907,S108100
A04909,S101042
A04910,S103831
A04911,S112893
A04916,S108103
A04917,S108135
A04918,S106336
A04919,S101043
A04920,S108122
A04922,S106716
A04923,S106719
A04924,S106838
A04926,S108127
A04928,S108129
A04930,S121924
A04931,S108139
A04936,S112722
A04940,S120689
A04941,S109285
A04942,S120308
A04954,S109296
A04955,S108160
A04956,S108163
A04959,S108158
A04960,S121239
A04961,S105957
A04962,S100180
A04964,S106736
A04966,S106738
A04967,S2167
A04970,S108178
A04973,S106742
A04975,S121899
A04976,S1101
A04977,S109302
A04978,S108175
A04979,S120687
A04984,S121086
A04985,S113140
A04986,S108204
A04988,S108196
A04989,S108201
A04991,S108203
A04997,S4355
A05017,S109320
A05025,S111924
A05033,S120018
A05034,S108240
A05035,S109321
A05036,S121987
A05037,S101231
A05038,S103829
A05039,S103827
A05040,S121240
A05041,S5115
A05042,S119848
A05043,S100264
A05045,S108242
A05046,S2762
A05047,S109323
A05048,S108211
A05049,S109324
A05051,S109348
A05052,S106794
A05054,S108214
A05056,S105859
A05059,S100442
A05061,S108258
A05062,S108220
A05063,S109326
A05064,S121147
A05065,S4732
A05066,S105564
A05067,S106849
A05069,S108232
A05072,S4734
A05073,S120928
A05074,S108246
A05075,S109328
A05076,S108255
A05082,S5116
A05083,S108268
A05085,S123202
A05089,S1453
A05090,S104500
A05091,S110593
A05092,S109335
A05093,S106746
A05094,S108252
A05099,S108297
A05102,S108305
A05105,S113143
A05107,S108367
A05111,S107927
A05113,S122418
A05115,S108337
A05123,S106888
A05124,S106294
A05126,S2507
A05137,S108340
A05138,S108357
A05140,S108346
A05141,S108296
A05142,S122869
A05143,S108333
A05146,S106980
A05152,S892
A05156,S108277
A05158,S108280
A05159,S121467
A05161,S113162
A05163,S112980
A05165,S106989
A05166,S101899
A05167,S104881
A05168,S108347
A05169,S102878
A05170,S108348
A05171,S102879
A05172,S108356
A05176,S102883
A05178,S109354
A05179,S109352
A05180,S109355
A05182,S109391
A05183,S114015
A05184,S113043
A05185,S108368
A05186,S108369
A05188,S108382
A05190,S121934
A05191,S104883
A05193,S108386
A05195,S4739
A05199,S109366
A05202,S101557
A05203,S109360
A05205,S106749
A05206,S111094
A05208,S109370
A05212,S100251
A05217,S106826
A05218,S109390
A05220,S106750
A05221,S108400
A05223,S100271
A05225,S108389
A05226,S108394
A05229,S106832
A05230,S434
A05232,S109298
A05236,S106754
A05237,S106624
A05241,S119717
A05245,S1777
A05246,S106642
A05251,S101027
A05257,S114943
A05259,S113606
A05269,S108408
A05270,S2173
A05271,S2174
A05272,S106757
A05277,S101056
A05279,S108412
A05280,S103610
A05281,S103613
A05282,S108411
A05284,S107360
A05286,S4499
A05287,S118848
A05288,S118511
A05289,S108433
A05290,S108437
A05291,S108435
A05293,S120158
A05294,S107183
A05295,S108436
A05296,S3938
A05297,S108439
A05298,S108440
A05299,S108445
A05300,S108451
A05301,S108456
A05302,S108461
A05303,S108473
A05305,S144
A05310,S104745
A05311,S3877
A05312,S108475
A05313,S93449
A05316,S119497
A05317,S104504
A05318,S108479
A05319,S103226
A05320,S109394
A05322,S109403
A05323,S109406
A05324,S109400
A05325,S122047
A05326,S117185
A05331,S108481
A05334,S106692
A05335,S113483
A05336,S108539
A05338,S104018
A05339,S109397
A05341,S108492
A05342,S108502
A05344,S108505
A05345,S102367
A05347,S114016
A05349,S102368
A05350,S102370
A05351,S103368
A05352,S108490
A05353,S106704
A05354,S108494
A05357,S108512
A05358,S106904
A05360,S106720
A05363,S1109
A05364,S105037
A05367,S113348
A05370,S102372
A05371,S108506
A05372,S2177
A05373,S121659
A05374,S101103
A05376,S101107
A05379,S120020
A05380,S108517
A05382,S108541
A05383,S102377
A05386,S3219
A05387,S109416
A05388,S109424
A05389,S120022
A05390,S120436
A05392,S106489
A05393,S105461
A05394,S102380
A05397,S103745
A05398,S104511
A05400,S106915
A05403,S108514
A05404,S119665
A05406,S103072
A05407,S104514
A05408,S103079
A05409,S109434
A05410,S106916
A05412,S108544
A05414,S108534
A05416,S103082
A05417,S103084
A05418,S101058
A05421,S108123
A05439,S101064
A05456,S106722
A05458,S104516
A05459,S2182
A05460,S103338
A05462,S108555
A05463,S108556
A05464,S107364
A05465,S121096
A05466,S112218
A05467,S108558
A05468,S106406
A05470,S108559
A05475,S104955
A05479,S101574
A05494,S114402
A05510,S113022
A05516,S120159
A05517,S100280
A05531,S102840
A05532,S106730
A05533,S103094
A05534,S2190
A05535,S108553
A05537,S109439
A05547,S109449
A05548,S109451
A05554,S109458
A05555,R212826
A05558,S105377
A05559,S104157
A05560,S120399
A05562,S108557
A05567,S2194
A05569,S111823
A05570,S109469
A05571,S107973
A05572,S4356
A05575,S120692
A05576,S101412
A05581,S101052
A05583,S108579
A05586,S119667
A05587,S120826
A05588,S4752
A05589,S109472
A05590,S108580
A05594,S108584
A05597,S108592
A05598,S109476
A05599,S108590
A05600,S2196
A05601,S108593
A05603,S120088
A05604,S104507
A05611,S104507
A05633,S104510
A05651,S4014
A05657,S122341
A05679,S101572
A05684,S120723
A05689,S117192
A05694,S115367
A05703,S104527
A05710,S112724
A05711,S104517
A05722,S107993
A05729,S113169
A05734,S660
A05738,S101091
A05751,S101093
A05759,S101085
A05770,S112228
A05777,S105520
A05781,S101090
A05782,S103896
A05789,S105505
A05792,S5176
A05801,S104360
A05807,S101096
A05808,S105269
A05817,S1173
A05824,S107937
A05855,S106791
A05861,S1275
A05952,S112124
A05962,S115502
A05967,S101118
A05975,S106812
A05983,S101416
A05990,S113830
A05995,S113832
A05999,S101082
A06004,S101575
A06013,S102042
A06018,S101578
A06030,S117277
A06051,S113834
A06055,S4759
A06057,S122099
A06059,S104089
A06060,S101581
A06063,S116770
A06065,S101585
A06068,S115503
A06074,S115504
A06078,S101586
A06079,S4764
A06083,S101151
A06089,S3882
A06091,S112243
A06098,S101153
A06105,S113090
A06106,S101599
A06108,S101119
A06112,S101644
A06118,S108759
A06121,S108285
A06125,S3088
A06128,S114001
A06129,S103376
A06131,S108780
A06132,S122475
A06133,S108763
A06134,S108762
A06135,S116644
A06136,S121800
A06137,S108766
A06138,S109565
A06139,S108769
A06140,S108781
A06143,S108778
A06144,S108782
A06145,S108790
A06146,S108796
A06147,S119668
A06149,S112738
A06150,S115567
A06151,S107018
A06155,S120872
A06157,S108809
A06160,S100760
A06161,S108798
A06162,S109563
A06163,S109562
A06164,S109564
A06165,S109569
A06166,S109566
A06167,S109568
A06168,S119570
A06169,S106883
A06170,S109576
A06171,S1587
A06172,S105765
A06173,S119669
A06177,S101156
A06181,S109632
A06182,S108807
A06183,S109635
A06184,S109636
A06185,S109578
A06190,S103370
A06191,S104104
A06192,S119918
A06193,S105401
A06194,S108789
A06196,S108813
A06199,S108810
A06202,S104588
A06203,S109643
A06205,S104908
A06207,S101159
A06210,S107705
A06213,S2213
A06214,S110725
A06215,S3917
A06216,S109735
A06217,S4370
A06218,S110730
A06219,S3015
A06221,S3090
A06223,S107707
A06224,S105583
A06226,S2787
A06227,S121256
A06228,S107719
A06229,S107593
A06230,S107723
A06233,S102913
A06234,S4371
A06235,S1336
A06236,S2788
A06237,S1337
A06239,S1338
A06241,S3287
A06242,S3728
A06243,S3286
A06245,S2214
A06247,S3075
A06248,S3729
A06251,S2790
A06252,S104553
A06253,S904
A06254,S124025
A06255,S2792
A06257,S2794
A06259,S4372
A06260,S1340
A06263,S1588
A06264,S1341
A06265,S102940
A06266,S108799
A06268,S105404
A06270,S122090
A06271,S2796
A06273,S102945
A06277,S105585
A06278,S123144
A06279,S4375
A06282,S3317
A06283,S4376
A06284,S3067
A06285,S3363
A06286,S3192
A06287,S3364
A06288,S108814
A06289,S101186
A06291,S102949
A06296,S1342
A06297,S3892
A06298,S3023
A06299,S3831
A06301,S3114
A06303,S3365
A06304,S113984
A06305,S3052
A06306,S103569
A06307,S3057
A06308,S102943
A06309,S103923
A06312,S107729
A06314,S3128
A06315,S114020
A06316,S121616
A06317,S3060
A06318,S3066
A06319,S3005
A06325,S104090
A06329,S103724
A06330,S103725
A06332,S108817
A06333,S109639
A06337,S3237
A06339,S108820
A06340,S108920
A06341,S108829
A06343,S101198
A06346,S123131
A06347,S103377
A06348,S2219
A06350,S103233
A06356,S103627
A06357,S108886
A06360,S105406
A06361,S92933
A06362,S108822
A06363,S101109
A06365,S108824
A06366,S108828
A06367,S103957
A06368,S108826
A06369,S108834
A06370,S108832
A06371,S108845
A06372,S103960
A06374,S108842
A06375,S108838
A06377,S107741
A06379,S107742
A06380,S101887
A06381,S107743
A06384,S120578
A06385,S5119
A06386,S120992
A06388,S102843
A06389,S101204
A06390,S109641
A06393,S120166
A06394,S5120
A06395,S120168
A06396,S5164
A06397,S120170
A06398,S120171
A06400,S109645
A06401,S109939
A06402,S108864
A06404,S106398
A06405,S103982
A06411,S103371
A06415,S108868
A06421,S108898
A06422,S109650
A06423,S120803
A06425,S107708
A06430,S103989
A06431,S108896
A06436,S100761
A06445,S2798
A06447,S108893
A06448,S107751
A06450,S108929
A06453,S108941
A06456,S105147
A06458,S104554
A06460,S109651
A06462,S122071
A06464,S104339
A06467,S105496
A06468,S101234
A06471,S108945
A06472,S108921
A06473,S108946
A06475,S103968
A06476,S107762
A06477,S108956
A06480,S119919
A06481,S108934
A06484,S109660
A06490,S106355
A06491,S108922
A06492,S108973
A06500,S108926
A06502,S108928
A06504,S105591
A06507,S107599
A06508,S103978
A06509,S120764
A06510,S108954
A06511,S104350
A06512,S1353
A06513,S105157
