TCP,ESTC
A88257,R212055
A88258,R208843
A88260,R218613
A88261,R210908
A88262,R211357
A88264,R206182
A88266,R201238
A88267,R202736
A88269,R200281
A88270,R206685
A88272,R208068
A88273,R206603
A88274,R211773
A88275,R20098
A88286,R230709
A88290,R200103
A88292,R201490
A88298,R225308
A88299,R20385
A88302,R210382
A88304,R201602
A88305,R179758
A88307,R209313
A88308,R202770
A88310,R206071
A88311,R230710
A88312,R15854
A88313,R211404
A88315,R210814
A88316,R209785
A88317,R212650
A88318,R212186
A88319,N59936
A88321,R212526
A88322,R211901
A88323,R212449
A88324,R202835
A88325,R212239
A88326,R212291
A88327,R210427
A88328,R17877
A88329,R211629
A88330,R43690
A88331,R208042
A88332,R212365
A88333,R179816
A88335,R43691
A88336,R212494
A88337,R204376
A88340,R20918
A88341,R230400
A88342,R212570
A88343,R211677
A88344,R212367
A88345,R231040
A88346,R231585
A88347,R211209
A88348,R211137
A88351,R211828
A88353,R179848
A88355,R211398
A88357,R10409
A88359,R204945
A88360,R212740
A88362,R211554
A88365,R226670
A88366,R200156
A88370,R3620
A88374,R14139
A88376,R1372
A88379,R2828
A88381,R208948
A88385,R210352
A88388,R207872
A88391,R200198
A88392,R38486
A88397,R209921
A88398,R200812
A88399,R8703
A88403,R211074
A88410,R231909
A88411,R202756
A88412,R211487
A88417,R200573
A88418,R226420
A88419,R17320
A88420,R201168
A88421,R3063
A88423,R4666
A88427,R207105
A88428,R43695
A88429,R19872
A88432,R230711
A88434,R212484
A88435,R202769
A88437,R209434
A88438,R211665
A88439,R212512
A88440,R1809
A88441,R212635
A88442,R211991
A88443,R14868
A88444,R201576
A88445,R202790
A88446,R37952
A88447,R211039
A88448,R211984
A88449,R206610
A88451,R211344
A88452,R211344
A88453,R211384
A88454,R211384
A88455,R211396
A88456,R211396
A88457,R211423
A88458,R208527
A88460,R230403
A88461,R201073
A88462,R204477
A88464,R232156
A88465,R211650
A88466,R211716
A88467,R211998
A88470,R212189
A88471,R200104
A88472,R39656
A88473,R210755
A88475,R211019
A88476,R210884
A88477,R211081
A88478,R211366
A88479,R211279
A88480,R211673
A88481,R212334
A88482,R211836
A88483,R211624
A88484,R212128
A88485,R212294
A88486,R209654
A88488,R205210
A88492,R212552
A88493,R201323
A88494,R210955
A88495,R210289
A88503,R204863
A88504,R210665
A88505,R211397
A88507,R210707
A88508,R212082
A88509,R208343
A88510,R230405
A88512,R202776
A88513,R201509
A88514,R212116
A88515,R227242
A88516,R202778
A88517,R204843
A88518,R202777
A88519,R13026
A88520,R211902
A88521,R211786
A88525,R211507
A88529,R200536
A88532,R1040
A88533,R212103
A88535,R205130
A88536,R210824
A88537,R1539
A88538,R211540
A88543,R206525
A88545,R207849
A88548,R202765
A88550,R224912
A88552,R209558
A88553,R209952
A88557,R180068
A88558,R230407
A88561,R9692
A88562,R200276
A88564,R201202
A88565,R205842
A88567,R230713
A88569,R204584
A88571,R200371
A88573,R215015
A88575,R202750
A88578,R209589
A88579,R202748
A88580,R202772
A88582,R206675
A88585,R208751
A88586,R208163
A88587,R204339
A88589,R211638
A88592,R211061
A88593,R206711
A88594,R202781
A88595,R3848
A88596,R207307
A88597,R230714
A88599,R211897
A88600,R19765
A88601,R200922
A88603,R43698
A88605,R202761
A88606,R19606
A88607,R209387
A88608,R230715
A88610,R208124
A88611,R201688
A88612,R202705
A88614,R202783
A88616,R30507
A88617,R30507
A88618,R232157
A88620,R208516
A88621,R202767
A88624,R210000
A88627,R212443
A88628,R207527
A88631,R202768
A88632,R211237
A88634,R205073
A88635,R209881
A88636,R230372
A88637,R9941
A88638,R211904
A88639,R202749
A88645,R210051
A88647,R201665
A88648,R212646
A88649,R180274
A88650,R209106
A88651,R207470
A88653,R209388
A88655,R211301
A88656,R202762
A88657,R212720
A88660,R180278
A88661,R43700
A88663,R207978
A88665,R209467
A88669,R230720
A88673,R226672
A88674,R204829
A88677,R204626
A88678,R205177
A88679,R204995
A88680,R204986
A88682,R227275
A88683,R208712
A88684,R229629
A88685,R213266
A88686,R204700
A88687,R202823
A88688,R200345
A88689,R230690
A88690,R200231
A88691,R202710
A88693,R209804
A88695,R202682
A88696,R34504
A88697,R201101
A88698,R207925
A88699,R179223
A88700,R205935
A88701,R207649
A88705,R230373
A88706,R202702
A88708,R43679
A88709,P1069
A88710,R232148
A88713,R211399
A88714,R17935
A88719,R207089
A88720,R211399
A88721,R211196
A88722,R213473
A88723,R210962
A88726,R207029
A88735,R229877
A88740,R201624
A88745,R207955
A88748,R231031
A88750,R206994
A88751,R200305
A88753,R201761
A88754,R201723
A88755,R179226
A88756,R204751
A88757,R205301
A88759,R204716
A88761,R14989
A88763,R35345
A88765,R204520
A88769,R200656
A88770,R209975
A88774,R2990
A88777,R9153
A88778,R202824
A88779,R202779
A88782,R11608
A88786,R4532
A88789,R202684
A88790,R210876
A88794,R202698
A88795,R202709
A88796,R15433
A88797,R179362
A88798,R11394
A88799,R208237
A88800,R207677
A88801,R201857
A88802,R204827
A88803,R201626
A88804,R204814
A88805,R2897
A88806,R23031
A88807,R207645
A88808,R210253
A88809,R210176
A88811,R205905
A88813,R22327
A88814,R207547
A88815,R201297
A88816,R202679
A88818,R201479
A88819,R226680
A88820,R212343
A88821,R200343
A88826,R207046
A88827,R179380
A88829,R208842
A88830,R211868
A88832,R212398
A88833,R200984
A88835,R6870
A88836,R211413
A88837,R206504
A88838,R202688
A88839,R215013
A88843,R202842
A88844,R11551
A88846,R230379
A88848,R208742
A88850,R202689
A88854,R205839
A88858,R179388
A88859,R226473
A88863,R210668
A88865,R15827
A88868,R208984
A88869,R179228
A88870,R413
A88871,R202192
A88872,R212173
A88874,R14375
A88875,R22218
A88876,R211941
A88877,R200023
A88878,R202782
A88880,R202696
A88882,R11552
A88885,R207139
A88887,R179413
A88889,R204897
A88892,R204558
A88893,R212066
A88895,R11126
A88898,R202677
A88901,W8633
A88902,R209118
A88903,R200041
A88904,R201778
A88905,R204862
A88906,R206290
A88907,R206720
A88908,R26078
A88909,R202940
A88910,R16972
A88914,R208626
A88916,R21328
A88917,R202890
A88918,R201743
A88924,W18639
A88925,R42471
A88926,R11657
A88927,R210983
A88933,R19071
A88936,R229881
A88942,R20717
A88943,R18913
A88947,R16954
A88948,R201478
A88950,R202946
A88952,R208573
A88953,R201265
A88955,R231912
A88960,R208273
A88963,R208947
A88969,R202898
A88972,R20000
A88976,R206946
A88977,R12789
A88981,R8326
A88985,R18397
A88986,R212454
A88987,R201203
A88990,R180487
A88991,R202899
A88992,R180488
A88993,R200000
A88994,R201167
A88995,R22087
A88996,R210785
A88997,R205511
A88998,R206914
A88999,R205119
A89000,R205000
A89003,R200855
A89004,R201569
A89005,R201695
A89009,R180492
A89014,R207201
A89018,R202905
A89019,R202907
A89020,R212133
A89021,R231100
A89026,R12329
A89029,R202911
A89030,R15324
A89032,R210169
A89033,R209516
A89036,R212063
A89038,R215401
A89039,R210316
A89041,R232167
A89043,R210413
A89045,R212626
A89046,R201607
A89049,R202916
A89053,R230727
A89055,R210444
A89056,R206616
A89058,R200076
A89059,R200657
A89060,R210635
A89061,R22299
A89063,R231918
A89066,R200204
A89072,R11436
A89073,R223148
A89074,R15806
A89079,R4847
A89081,R212976
A89083,R7077
A89084,R11788
A89085,R202914
A89086,R13379
A89087,R225562
A89088,R231920
A89089,R180546
A89090,R43705
A89092,R212157
A89093,R233898
A89094,R227299
A89095,R180557
A89096,R233463
A89097,R212708
A89098,R233460
A89100,R42671
A89101,R14843
A89105,R211572
A89106,R205467
A89109,R205254
A89111,R207037
A89112,R202929
A89113,R205294
A89116,N67671
A89118,R208314
A89119,R208915
A89120,R206394
A89121,R201597
A89122,R211080
A89123,R1541
A89124,R209924
A89125,R7641
A89126,R226557
A89128,R12331
A89134,R210641
A89135,R207650
A89137,R20250
A89138,R206468
A89141,R212205
A89146,R10430
A89149,R202162
A89158,R212199
A89159,R5018
A89160,R208155
A89161,R204875
A89162,R209517
A89163,R15356
A89169,R180252
A89171,R209041
A89172,R211641
A89175,R4068
A89176,R16635
A89178,R204457
A89179,R43707
A89180,R204841
A89181,R211345
A89182,R211347
A89183,R202896
A89184,R42528
A89185,R14013
A89186,R202895
A89187,R14149
A89188,R14014
A89189,R43708
A89190,R210084
A89191,R34977
A89192,R200058
A89194,R202886
A89195,R19617
A89196,R23139
A89198,R209816
A89199,R207804
A89204,R233621
A89212,R42785
A89213,R211406
A89219,R202888
A89220,R211263
A89222,R230731
A89223,R231117
A89224,R180791
A89225,R202851
A89226,R14682
A89228,R231118
A89229,R201080
A89230,R201563
A89231,R232285
A89233,R202917
A89235,R202893
A89237,R208950
A89238,R9987
A89239,R42790
A89243,R208896
A89248,R211146
A89249,R207461
A89254,R18980
A89255,R201498
A89257,R207160
A89258,R208755
A89259,R206643
A89261,R231849
A89262,R209535
A89263,R206348
A89264,R16293
A89265,R201815
A89268,R206159
A89269,R201196
A89270,R200765
A89271,R231372
A89272,R200737
A89273,R42315
A89274,R207022
A89280,R202930
A89281,R202956
A89283,R206818
A89285,R202955
A89286,R201904
A89288,R200110
A89289,R228436
A89291,R849
A89293,R205608
A89298,R2570
A89299,R200201
A89300,R18363
A89302,R204878
A89304,R11353
A89305,R202919
A89308,R200692
A89310,R200478
A89311,R200693
A89312,R180704
A89313,R200476
A89314,R180708
A89315,R227289
A89316,R208187
A89317,R202936
A89320,R231122
A89323,R202841
A89325,R23534
A89326,R200606
A89330,R202935
A89332,R207447
A89333,R207456
A89336,R210080
A89337,R21654
A89338,R7397
A89341,R571
A89344,R7787
A89345,R39091
A89347,R202937
A89348,R202938
A89350,R208652
A89351,R207347
A89354,R42786
A89357,R230734
A89358,R214576
A89359,R20301
A89367,R210295
A89370,R14075
A89372,R200300
A89373,R229886
A89378,R2072
A89379,R209637
A89381,R209043
A89382,R235459
A89383,R201549
A89385,R6447
A89386,R17700
A89388,R208287
A89390,R231123
A89391,R231922
A89392,R231124
A89394,R208418
A89395,R202925
A89397,R210749
A89398,R180776
A89399,R232169
A89400,R211063
A89401,R227311
A89402,R201781
A89403,R202953
A89406,R207263
A89407,R207137
A89408,R209420
A89409,R202934
A89410,W24940
A89411,R202939
A89416,R22194
A89418,R1997
A89420,R17895
A89422,R16285
A89423,R17785
A89424,R202932
A89425,R19482
A89426,R201553
A89427,R206571
A89428,R206368
A89429,R200548
A89430,R201125
A89431,R206469
A89432,R210184
A89433,R210324
A89434,R200728
A89437,R202960
A89440,R201484
A89444,R212080
A89445,R220526
A89446,R42292
A89447,R208367
A89448,R210373
A89449,R202848
A89451,R209443
A89453,R18014
A89459,R200386
A89460,R212702
A89461,R13153
A89462,R13946
A89463,R42584
A89464,R231082
A89465,R1220
A89471,R202843
A89472,R210796
A89473,R205649
A89475,R3771
A89479,R11029
A89480,R202853
A89482,R209219
A89483,R212500
A89485,R202854
A89490,R207492
A89493,R210763
A89494,R18398
A89495,R225638
A89497,R209917
A89499,R204202
A89500,R201634
A89502,R959
A89503,R202855
A89505,R206708
A89506,R201287
A89507,R229143
A89514,R3940
A89515,R202856
A89516,R210306
A89517,R206281
A89518,R206163
A89519,R202857
A89520,R18112
A89521,R42583
A89522,R231837
A89523,R42415
A89524,R212136
A89526,R205406
A89527,R208683
A89531,R232158
A89532,R227294
A89533,R209468
A89536,R202966
A89543,R13527
A89544,R20084
A89547,R209431
A89548,R11696
A89549,R207009
A89550,R208031
A89552,R202844
A89553,R13613
A89554,R208285
A89555,R208317
A89557,R200267
A89558,T93380
A89559,R180381
A89562,R21572
A89563,R200739
A89564,R20669
A89565,R204197
A89567,R200025
A89568,R204007
A89572,R212527
A89574,R202862
A89577,R9118
A89578,R200112
A89580,R212613
A89582,R201798
A89583,R204300
A89585,R204198
A89586,R16053
A89587,R200033
A89588,R205009
A89591,R201165
A89594,R201508
A89595,R8337
A89596,R231088
A89597,R206892
A89598,R228951
A89599,R202941
A89601,R43702
A89602,R43703
A89603,R201240
A89606,R754
A89608,R202838
A89609,R202874
A89611,R202878
A89612,R23226
A89614,R4777
A89617,R202880
A89619,R209407
A89620,R208642
A89622,R200704
A89623,R202883
A89629,R5252
A89633,R20049
A89634,R202884
A89635,R210852
A89636,R230424
A89638,R202015
A89640,R207419
A89641,R210853
A89642,R200641
A89644,R4239
A89645,R208669
A89647,R26562
A89649,R210845
A89650,P3395
A89652,R209342
A89654,R211662
A89655,R231381
A89656,R22955
A89657,R212402
A89658,R20992
A89660,R212382
A89661,R18860
A89663,R20937
A89664,R16377
A89665,R211034
A89666,R200954
A89667,R207038
A89668,R208907
A89669,R210312
A89670,R203014
A89671,R13476
A89672,R181001
A89673,R201106
A89674,R203054
A89676,R201600
A89677,R203018
A89678,R201804
A89679,R203013
A89680,R202142
A89681,R203021
A89682,R210332
A89684,R209484
A89685,R208256
A89687,R209115
A89689,R206858
A89691,R231382
A89692,R203061
A89695,R210644
A89698,R32332
A89699,R202984
A89701,R211728
A89704,R12226
A89705,R19245
A89707,R207699
A89709,R211407
A89710,R211581
A89713,R209619
A89715,R212768
A89716,R42508
A89718,R231385
A89720,R210141
A89721,R228457
A89724,R207166
A89725,R210443
A89726,R211997
A89727,R203047
A89728,R203060
A89729,R201092
A89731,R205149
A89732,R210326
A89733,R207763
A89734,R204872
A89735,W12678
A89737,R206951
A89739,R200288
A89742,R205129
A89744,R203059
A89745,R205039
A89747,R1056
A89748,R207599
A89753,R209772
A89754,R201257
A89755,R207149
A89756,R205895
A89757,R20899
A89759,R203007
A89760,R206655
A89761,R5259
A89762,R203057
A89763,R205993
A89765,R206707
A89766,R2143
A89768,R231393
A89778,R209879
A89779,R201171
A89781,R212104
A89782,R212078
A89783,R8910
A89784,R210056
A89785,R212105
A89787,R203017
A89788,R209699
A89790,R203024
A89791,R200550
A89792,R208118
A89794,R212729
A89795,R200069
A89797,R200121
A89800,R204627
A89807,R215587
A89808,R207776
A89810,R231125
A89811,R202944
A89812,R211327
A89813,R9788
A89814,R206819
A89815,R201661
A89816,R231128
A89817,R202976
A89818,R202977
A89821,R202978
A89824,R207416
A89825,R209078
A89826,R207620
A89827,R206955
A89828,R204791
A89829,R202979
A89830,R202980
A89832,R202981
A89835,R207000
A89836,R202155
A89837,R202987
A89839,R12925
A89840,R207592
A89841,R202148
A89842,R206580
A89843,R207630
A89844,R207117
A89845,R204793
A89846,R203039
A89847,R37640
A89849,R207452
A89850,R202989
A89851,R202991
A89852,R211508
A89853,R3636
A89854,R207473
A89855,R207529
A89857,R202994
A89859,R207303
A89860,R205424
A89862,R17156
A89863,R201590
A89864,R230738
A89865,R230740
A89869,R233487
A89872,R201652
A89875,R22954
A89877,R210255
A89878,R202969
A89880,R200974
A89881,R202968
A89882,R201637
A89883,R202963
A89884,R204803
A89885,R202962
A89887,R208232
A89889,R201392
A89890,R202961
A89892,R209037
A89894,R203043
A89897,R230742
A89899,R207290
A89902,R1775
A89903,R231137
A89904,R206698
A89905,R203042
A89907,R230744
A89911,R205923
A89912,R203005
A89913,R202227
A89914,R5547
A89915,S107140
A89917,R865
A89918,R203004
A89919,R203019
A89920,R203006
A89922,R11352
A89923,R201476
A89924,R201928
A89925,R208479
A89926,R203016
A89927,R201501
A89929,R203044
A89930,R212092
A89931,R202993
A89933,R204932
A89936,R19472
A89940,R180878
A89941,R210471
A89942,R232856
A89943,R211462
A89945,R208279
A89949,R206559
A89950,R208485
A89952,R202945
A89953,R23275
A89956,R204513
A89957,R201840
A89959,R19710
A89960,R212561
A89962,R206180
A89969,R2187
A89971,R211069
A89972,R7042
A89976,R229644
A89977,R205111
A89979,R211708
A89980,R180941
A89981,R211278
A89982,R210714
A89984,R233525
A89986,R180945
A89990,R42796
A89992,R180948
A89993,R211424
A89996,R17934
A89997,R6050
A89998,R206930
A90002,R200887
A90003,R8349
A90004,R211829
A90008,R11712
A90011,R230072
A90012,R180953
A90013,R205243
A90020,R23324
A90021,R205809
A90022,R203051
A90025,R208820
A90028,R180967
A90030,R200499
A90031,R212555
A90036,R200999
A90038,R211439
A90039,R8854
A90041,R180912
A90042,R231377
A90046,R22344
A90047,R20614
A90048,R201379
A90050,R203053
A90051,R200655
A90052,R207053
A90053,R42658
A90054,R22689
A90056,R19158
A90057,R13716
A90059,R209655
A90060,R201280
A90061,R18223
A90062,R200691
A90063,R202985
A90064,R8797
A90065,R18134
A90067,R210565
A90070,R18947
A90071,R18516
A90073,R204816
A90074,R180923
A90076,R16791
A90077,R203056
A90084,R180932
A90085,R14692
A90092,R34190
A90094,R11387
A90097,R181170
A90100,R212780
A90102,R212803
A90103,R3650
A90106,R231925
A90107,R181171
A90109,R14079
A90110,R208580
A90111,R215612
A90112,R181174
A90113,R212130
A90114,R203077
A90118,R211957
A90119,R19633
A90120,R207879
A90121,R210885
A90123,R7136
A90124,R21032
A90125,R230749
A90132,R16076
A90134,R205674
A90135,R42535
A90136,R229887
A90137,R230750
A90140,R181204
A90141,R210066
A90142,R211472
A90143,R203078
A90144,R210920
A90146,R42274
A90152,R206067
A90154,R205699
A90155,R10123
A90156,R9032
A90157,R19110
A90159,R231413
A90162,R211782
A90164,R200983
A90166,R35082
A90167,R42531
A90169,R353
A90171,R22745
A90172,R220701
A90173,R210236
A90179,R207544
A90180,R205996
A90181,R203115
A90182,R203071
A90183,R212380
A90184,R206096
A90185,R203117
A90186,R203069
A90187,R201374
A90189,R223517
A90191,R201066
A90192,R211713
A90193,R206666
A90195,R211576
A90196,R211576
A90196,R211576
A90197,R203068
A90200,R203026
A90202,R203036
A90205,R203025
A90206,R206479
A90207,R181058
A90208,R8740
A90209,R203027
A90210,R203113
A90210,R205001
A90211,R205006
A90212,R230350
A90214,R210778
A90215,R211613
A90222,R203062
A90223,R214546
A90224,R201411
A90227,R209849
A90228,R201139
A90229,R789
A90230,R204572
A90231,R201344
A90233,R204569
A90234,R200544
A90235,R200275
A90237,R11330
A90238,R231396
A90239,R200131
A90240,R200140
A90241,R34538
A90242,R16194
A90244,R200481
A90245,R200929
A90246,R200951
A90248,R210627
A90249,R210693
A90250,R206080
A90251,R201218
A90252,R211293
A90253,R203111
A90254,R230057
A90256,R208994
A90260,R208303
A90261,R6680
A90263,R203084
A90265,R2375
A90266,R203085
A90268,R206508
A90269,R203086
A90270,R212043
A90271,R203110
A90272,R203087
A90275,R210964
A90276,R203088
A90277,R203089
A90278,R206527
A90280,R203092
A90284,R206815
A90286,R206587
A90287,R203102
A90288,R203104
A90290,R203106
A90291,R203108
A90293,R21402
A90296,R200768
A90298,R231417
A90301,R181065
A90303,R212593
A90305,R21284
A90306,R231420
A90307,R203103
A90312,R211056
A90315,R232110
A90316,R232112
A90317,R42837
A90318,R181082
A90319,R181084
A90320,R42836
A90321,R181259
A90322,R42830
A90323,R181260
A90324,R181261
A90325,R42829
A90326,R42828
A90327,R42833
A90328,R42832
A90329,R42831
A90330,R42835
A90331,R42827
A90332,R42825
A90333,R42985
A90334,R42826
A90337,R42834
A90338,R181271
A90340,R23315
A90343,R204631
A90344,R230079
A90345,R231928
A90346,R181389
A90347,R3797
A90348,R200082
A90349,R210218
A90350,R29381
A90351,R202197
A90352,R208578
A90354,R203171
A90356,R231930
A90357,R25173
A90358,R203311
A90359,R207968
A90360,R203179
A90361,R208951
A90362,R208327
A90363,R212738
A90364,R207084
A90365,R203204
A90366,R212627
A90367,R42376
A90369,R203126
A90372,R15571
A90376,R207015
A90377,R209979
A90378,R211337
A90379,R210927
A90381,R207213
A90382,R207213
A90383,R206760
A90384,R3183
A90385,R20088
A90386,R206894
A90387,R181394
A90388,R203128
A90389,R206346
A90390,R229116
A90391,R203130
A90392,R206435
A90394,R206404
A90395,R205900
A90396,R203315
A90400,R211348
A90401,R203316
A90402,R203131
A90403,R210514
A90411,R42318
A90412,R42319
A90415,R210365
A90416,R42516
A90417,R22978
A90422,R226506
A90425,R42577
A90427,R187052
A90430,R181637
A90431,R209360
A90432,R181643
A90433,R230082
A90435,R233470
A90436,R42610
A90439,R207278
A90440,R42603
A90441,R207129
A90443,R203132
A90446,R181648
A90447,R205103
A90449,R181650
A90450,R187059
A90452,R1278
A90454,R202332
A90455,R208767
A90456,R203136
A90459,R210935
A90460,R211180
A90461,R212562
A90462,R201567
A90463,R205375
A90470,R212019
A90474,R202030
A90475,R7371
A90476,R203151
A90477,R232174
A90480,R206853
A90482,R16885
A90487,R201161
A90489,R211859
A90493,R212098
A90494,R210563
A90495,R181673
A90497,R43716
A90500,R43896
A90501,R42612
A90502,R16199
A90503,R181681
A90506,R209488
A90512,R16176
A90514,R203160
A90515,R203144
A90516,R229647
A90518,R230084
A90519,R209931
A90520,R203096
A90521,R209990
A90523,R16734
A90524,R207720
A90526,R230755
A90529,R231932
A90532,R211414
A90533,R203159
A90535,R200323
A90537,R203158
A90539,R206304
A90540,R212030
A90542,R11290
A90543,R200263
A90544,R208056
A90545,R200293
A90546,R207950
A90547,R2920
